county,barony,holding,built_date,seed_source,pixels,status,ck2_province,ck2_province_name,capital,later_bookmark
c_keczulla,b_karlyn_bridge,city_holding,430.1.1,port_position,2533,placed,81,Keczulla,no,no
c_the_ridge,b_burrowville,city_holding,523.1.1,port_position,1194,placed,2534,The Ridge,no,no
c_windspear_hills,b_zinner,city_holding,523.1.1,port_position,1326,placed,2535,Windspear Hills,no,no
c_west_tejarn,b_archring,city_holding,523.1.1,port_position,3315,placed,136,West Tejarn,no,no
c_east_tejarn,b_junest,city_holding,523.1.1,port_position,1525,placed,87,East Tejarn,no,no
c_meiritin,b_shimmalshyr,city_holding,523.1.1,port_position,1365,placed,86,Meiritin,no,no
c_cortrynn,b_kingard,city_holding,491.1.1,port_position,3008,placed,200,Cortrynn,no,no
c_murann,b_ommlur_hills,city_holding,460.1.1,port_position,2125,placed,82,Murann,no,no
c_brost,b_imnesvale,city_holding,initial,port_position,2755,placed,84,Brost,no,no
c_trademeet,b_bormton,city_holding,360.1.1,port_position,1441,placed,83,Trademeet,no,no
c_riatavin,b_tannitton,city_holding,340.1.1,port_position,1979,placed,1234,Riatavin,no,no
c_ioma,b_skaug,city_holding,initial,port_position,1019,placed,176,Ioma,no,no
c_the_flint,b_point_hardship,city_holding,initial,port_position,755,placed,181,The Flint,no,no
c_shoal_of_thirst,b_oracakon,city_holding,1372.1.1,port_position,868,placed,1099,Shoal of Thirst,no,yes
c_amazandar,b_hlithal,city_holding,initial,port_position,1109,placed,1104,Amazandar,no,no
c_tilverton,b_griffon_hill,city_holding,1100.1.1,port_position,1359,placed,328,Tilverton,no,no
c_the_ride,b_darkenshield,city_holding,1210.1.1,port_position,1711,placed,330,The Ride,no,no
c_untrivven,b_achal,city_holding,initial,port_position,3816,placed,1262,Untrivven,no,no
c_calimport,b_calephs_court,city_holding,initial,port_position,567,placed,142,Calimport,no,no
c_keltar,b_evenstar,city_holding,initial,port_position,1040,placed,147,Keltar,no,no
c_teshburl,b_st_noradnars,city_holding,initial,port_position,1112,placed,143,Teshburl,no,no
c_calim_desert,b_dallabad,city_holding,1385.4.29,port_position,1223,placed,146,Calim Desert,no,yes
c_memnon,b_vesparal,city_holding,initial,port_position,789,placed,144,Memnon,no,no
c_amkethran,b_assar,city_holding,initial,port_position,2165,placed,235,Amkethran,no,no
c_manshaka,b_sessemal,city_holding,initial,port_position,1847,placed,145,Manshaka,no,no
c_plainsmarch,b_urkest,city_holding,initial,port_position,1380,placed,153,Plainsmarch,no,no
c_schamedar,b_bakkals_sabban,city_holding,initial,port_position,1772,placed,149,Schamedar,no,no
c_volothamp,b_dainar,city_holding,initial,port_position,1611,placed,150,Volothamp,no,no
c_alamirs_end,b_cliffcrest,city_holding,initial,port_position,1164,placed,161,Alamirs End,no,no
c_valshada,b_traispek,city_holding,initial,port_position,783,placed,148,Valshada,no,no
c_mintar,b_delliam,city_holding,320.1.1,port_position,1620,placed,167,Mintar,no,no
c_ankhapur,b_yult,city_holding,450.1.1,port_position,2807,placed,173,Ankhapur,no,no
c_saelmur,b_vodariim,city_holding,450.1.1,port_position,4090,placed,172,Saelmur,no,no
c_yhep,b_forvane,city_holding,300.1.1,port_position,4961,placed,174,Yhep,no,no
c_suldolphor,b_talagath,city_holding,initial,port_position,1330,placed,159,Suldolphor,no,no
c_tulmon,b_tulmon,city_holding,initial,port_position,761,placed,2569,Tulmon,no,no
c_vale_of_the_reaver,b_stanish,city_holding,227.1.1,port_position,3374,placed,1132,Vale of the Reaver,no,no
c_cloven_hills,b_yllenora,city_holding,227.1.1,port_position,1865,placed,1697,Cloven Hills,no,no
c_yallasch,b_myrinjar,city_holding,initial,port_position,920,placed,477,Yallasch,no,no
c_dapplegate,b_gallard,city_holding,990.1.1,port_position,1188,placed,495,Dapplegate,no,no
c_talduth_vale,b_emrys,city_holding,initial,port_position,3951,placed,1194,Talduth Vale,no,no
c_derlusk,b_luthbaern,city_holding,1000.1.1,port_position,1250,placed,504,Derlusk,no,no
c_alamontyr,b_ythtym,city_holding,450.1.1,port_position,1405,placed,498,Alamontyr,no,no
c_iskashyoll,b_khanall,city_holding,initial,port_position,2668,placed,139,Iskashyoll,no,no
c_alisiwhann,b_adarthir,city_holding,initial,port_position,734,placed,140,Alisiwhann,no,no
c_ithal_pass,b_formithlind,city_holding,300.1.1,port_position,2031,placed,141,Ithal Pass,no,no
c_kzelter,b_xora,city_holding,300.1.1,port_position,3102,placed,166,Kzelter,no,no
c_tharsult,b_aunthurr,city_holding,initial,port_position,634,placed,247,Tharsult,no,no
c_arrabar,b_thelgauble,city_holding,80.1.1,port_position,638,placed,210,Arrabar,no,no
c_rivers_run,b_kalamata,city_holding,initial,port_position,1215,placed,613,Rivers Run,no,no
c_alaghon,b_alaghon_city,city_holding,initial,port_position,490,placed,238,Alaghon,no,no
c_the_allascar,b_marikor,city_holding,initial,port_position,864,placed,246,The Allascar,no,no
c_hlondeth,b_tanarspear,city_holding,50.1.1,port_position,650,placed,205,Hlondeth,no,no
c_pikemans_folly,b_troll_bridge,city_holding,initial,port_position,4574,placed,209,Pikemans Folly,no,no
c_lheshayl,b_lothia,city_holding,initial,port_position,3240,placed,163,Lheshayl,no,no
c_murpeth,b_tulhaspyr,city_holding,227.1.1,port_position,4855,placed,198,Murpeth,no,no
c_surkh,b_ulken,city_holding,328.1.1,port_position,3101,placed,199,Surkh,no,no
c_ormath,b_stessarun,city_holding,initial,port_position,6424,placed,197,Ormath,no,no
c_rucien_xan,b_villia,city_holding,initial,port_position,2171,placed,584,Rucien-Xan,no,no
c_ormpetarr,b_xems,city_holding,210.1.1,port_position,1139,placed,606,Ormpetarr,no,no
c_arran,b_elburh,city_holding,902.1.1,port_position,1707,placed,607,Arran,no,no
c_torsch,b_araric,city_holding,1250.1.1,port_position,2765,placed,547,Torsch,no,no
c_nimpeth,b_woren,city_holding,285.1.1,port_position,1564,placed,208,Nimpeth,no,no
c_talacoast,b_hastou,city_holding,initial,port_position,935,placed,443,Talacoast,no,no
c_nsi,b_edieh,city_holding,initial,port_position,1853,placed,464,Nsi,no,no
c_jahaka_bay,b_kengabar,city_holding,initial,port_position,1000,placed,461,Jahaka Bay,no,no
c_hisari,b_aggen,city_holding,initial,port_position,2498,placed,448,Hisari,no,no
c_sapphire_shores,b_adeoyen,city_holding,initial,port_position,2487,placed,445,Sapphire Shores,no,no
c_omu,b_aataz_yklawzi,city_holding,initial,port_position,1760,placed,1566,Omu,no,no
c_shilku_bay,b_jeboye,city_holding,initial,port_position,1648,placed,449,Shilku Bay,no,no
c_samargol,b_ingress,city_holding,initial,port_position,1395,placed,392,Samargol,no,no
c_rassatan,b_diboyo,city_holding,initial,port_position,1400,placed,397,Rassatan,no,no
c_sorl,b_fairgrasp,city_holding,initial,port_position,2379,placed,398,Sorl,no,no
c_joums,b_degai,city_holding,initial,port_position,2325,placed,408,Joums,no,no
c_soussal,b_rewold,city_holding,initial,port_position,3183,placed,409,Soussal,no,no
c_thindar,b_gurdeth,city_holding,initial,port_position,1448,placed,430,Thindar,no,no
c_narubel,b_tradewind,city_holding,29.1.1,port_position,1259,placed,416,Narubel,no,no
c_arabalar,b_ngube,city_holding,initial,port_position,1336,placed,417,Arabalar,no,no
c_lundeth_bay,b_vestilun,city_holding,initial,port_position,1543,placed,434,Lundeth Bay,no,no
c_tching,b_heyt,city_holding,initial,port_position,1833,placed,439,Tching,no,no
c_delselar,b_chiko,city_holding,initial,port_position,584,placed,435,Delselar,no,no
c_aztul,b_bona,city_holding,initial,port_position,917,placed,436,Aztul,no,no
c_guth,b_olmfarth,city_holding,initial,port_position,1272,placed,438,Guth,no,no
c_heliogabalus,b_morovar,city_holding,initial,port_position,545,placed,370,Heliogabalus,no,no
c_polten,b_daleport,city_holding,initial,port_position,1447,placed,369,Polten,no,no
c_carmathan,b_vladistone,city_holding,initial,port_position,3719,placed,363,Carmathan,no,no
c_ostel,b_brotha,city_holding,initial,port_position,1277,placed,371,Ostel,no,no
c_ironspur,b_justins_mine,city_holding,initial,port_position,1172,placed,2565,Ironspur,no,no
c_brandiar,b_omskar,city_holding,initial,port_position,3226,placed,364,Brandiar,no,no
c_bloodstone,b_engsbar,city_holding,1236.1.1,port_position,682,placed,362,Bloodstone,no,no
c_arcata,b_valls,city_holding,initial,port_position,4255,placed,361,Arcata,no,no
c_zhentil_keep,b_thargate,city_holding,748.1.1,port_position,598,placed,266,Zhentil Keep,no,no
c_phlan,b_phlan,city_holding,initial,port_position,1539,placed,341,Phlan,no,no
c_hillsfar,b_hillsfar,city_holding,initial,port_position,528,placed,268,Hillsfar,no,no
c_hulburg,b_hulburg,city_holding,940.1.1,port_position,435,placed,344,Hulburg,no,no
c_thentia,b_thentia,city_holding,initial,port_position,730,placed,346,Thentia,no,no
c_ironfang_keep,b_eastwall,city_holding,initial,port_position,612,placed,2470,Ironfang Keep,no,no
c_citadel_of_the_raven,b_camnods_cairn,city_holding,initial,port_position,2703,placed,349,Citadel of the Raven,no,no
c_xul_jarak,b_gray_citadel,city_holding,initial,port_position,1015,placed,2546,Xul-Jarak,no,no
c_bottomless_bog,b_kond,city_holding,1441.1.1,port_position,2004,placed,384,Bottomless Bog,no,yes
c_haatar_baen,b_black_hole,city_holding,initial,port_position,1491,placed,1575,Haatar Baen,no,no
c_perilous,b_daerthe,city_holding,1347.1.1,port_position,915,placed,2554,Perilous,no,no
c_talagbar,b_the_rock,city_holding,initial,port_position,726,placed,2556,Talagbar,no,no
c_morrowikik,b_qaini,city_holding,1371.1.1,port_position,5624,placed,1268,Morrowikik,no,yes
c_naupau,b_immuyak,city_holding,initial,port_position,4409,placed,1157,Naupau,no,no
c_end_of_light,b_deathpines,city_holding,initial,port_position,12927,placed,1089,End-of-Light,no,no
c_myth_drannor,b_cormanthor,city_holding,initial,port_position,505,placed,338,Myth Drannor,no,no
c_greentree,b_ushaalnoth,city_holding,initial,port_position,1631,placed,1155,Greentree,no,no
c_wildergroves,b_trenahess,city_holding,initial,port_position,1597,placed,1153,Wildergroves,no,no
c_heartwood,b_greatstone,city_holding,initial,port_position,1298,placed,2419,Heartwood,no,no
c_semberholme,b_zulmas,city_holding,initial,port_position,1095,placed,333,Semberholme,no,no
c_mosstrunks,b_the_old_stone,city_holding,initial,port_position,1689,placed,334,Mosstrunks,no,no
c_spiderhaunt_woods,b_stormpenhauder,city_holding,1130.1.1,port_position,1814,placed,372,Spiderhaunt Woods,no,no
c_tegals_mark,b_tasselheart,city_holding,1030.1.1,port_position,431,placed,284,Tegal's Mark,no,no
c_archtassel,b_moontassel,city_holding,1352.1.1,port_position,642,placed,2574,Archtassel,no,no
c_shadowdale,b_shadowdale,city_holding,940.1.1,port_position,721,placed,282,Shadowdale,no,no
c_essembra,b_oaknoll,city_holding,1030.1.1,port_position,883,placed,272,Essembra,no,no
c_scardale,b_scar_harbor,city_holding,950.1.1,port_position,620,placed,280,Scardale,no,no
c_dagger_falls,b_dagger_falls,city_holding,initial,port_position,1377,placed,2612,Dagger Falls,no,no
c_teshwave,b_teshwave_manor,city_holding,initial,port_position,1063,placed,285,Teshwave,no,no
c_archenbridge,b_ramblecoats,city_holding,900.1.1,port_position,869,placed,273,Archenbridge,no,no
c_ordulin,b_ornstar,city_holding,1070.1.1,port_position,1269,placed,260,Ordulin,no,no
c_sessrenglade,b_oversember_vale,city_holding,880.1.1,port_position,1442,placed,281,Sessrenglade,no,no
c_leuthilspar,b_leuthilspar,city_holding,initial,port_position,550,placed,1107,Leuthilspar,no,no
c_eagle_hills,b_uadinsa,city_holding,initial,port_position,950,placed,1117,Eagle Hills,no,no
c_shaelyn,b_shaelynsrun,city_holding,initial,port_position,1443,placed,1143,Shaelyn,no,no
c_silver_hills,b_tyathalael,city_holding,initial,port_position,1896,placed,1116,Silver Hills,no,no
c_ruith,b_ruith,city_holding,initial,port_position,1088,placed,1113,Ruith,no,no
c_corellons_grove,b_lynrion,city_holding,initial,port_position,2067,placed,1119,Corellons Grove,no,no
c_elion,b_elion,city_holding,initial,port_position,1253,placed,1118,Elion,no,no
c_taltempla,b_the_green_paths,city_holding,initial,port_position,1249,placed,1115,Taltempla,no,no
c_othars_hand,b_thilvetheas,city_holding,initial,port_position,1455,placed,1205,Othars Hand,no,no
c_siiluth,b_nyfh,city_holding,initial,port_position,840,placed,1108,Siiluth,no,no
c_sumbrar,b_raholona,city_holding,initial,port_position,462,placed,1110,Sumbrar,no,no
c_belintholme,b_gaenor,city_holding,initial,port_position,629,placed,1112,Belintholme,no,no
c_nimlith,b_jave_alari,city_holding,initial,port_position,981,placed,1109,Nimlith,no,no
c_haelwood,b_onorar,city_holding,initial,port_position,1380,placed,1204,Haelwood,no,no
c_the_farmeadows,b_ullhonoris,city_holding,initial,port_position,1178,placed,1114,The Farmeadows,no,no
c_kings_forest,b_stag_steads,city_holding,250.1.1,port_position,1691,placed,301,Kings Forest,no,no
c_dawngleam,b_kirinwood,city_holding,initial,port_position,1130,placed,254,Dawngleam,no,no
c_monksblade,b_juniril,city_holding,initial,port_position,1095,placed,478,Monksblade,no,no
c_thunderstone,b_besert,city_holding,initial,port_position,1278,placed,332,Thunderstone,no,no
c_thunder_gap,b_volkumburgh,city_holding,1115.1.1,port_position,1676,placed,1391,Thunder Gap,no,no
c_hullack_forest,b_wyvernstones,city_holding,1115.1.1,port_position,2173,placed,329,Hullack Forest,no,no
c_immerflow,b_masoners_bridge,city_holding,300.1.1,port_position,1068,placed,466,Immerflow,no,no
c_arabel,b_arabel,city_holding,300.1.1,port_position,1085,placed,253,Arabel,no,no
c_eveningstar,b_espar,city_holding,310.1.1,port_position,681,placed,251,Eveningstar,no,no
c_storm_horns,b_greatgaunt,city_holding,1018.1.1,port_position,1039,placed,286,Storm Horns,no,no
c_lyrabar,b_moranay,city_holding,initial,port_position,936,placed,400,Lyrabar,no,no
c_hlammach,b_amgoth,city_holding,initial,port_position,435,placed,1585,Hlammach,no,no
c_dilpur,b_red_bluffs,city_holding,initial,port_position,483,placed,391,Dilpur,no,no
c_ilmwatch,b_cairnpur,city_holding,initial,port_position,1319,placed,401,Ilmwatch,no,no
c_lenchvale,b_lenchford,city_holding,initial,port_position,2062,placed,393,Lenchvale,no,no
c_soleineflow,b_guidodale,city_holding,initial,port_position,887,placed,394,Soleineflow,no,no
c_sarshel,b_thelnam,city_holding,initial,port_position,2186,placed,403,Sarshel,no,no
c_three_horns,b_borgars_mill,city_holding,initial,port_position,835,placed,402,Three Horns,no,no
c_uplands,b_ithfel,city_holding,initial,port_position,2607,placed,406,Uplands,no,no
c_velprintalar,b_findar,city_holding,initial,port_position,714,placed,1024,Velprintalar,no,no
c_orithar,b_dahst,city_holding,initial,port_position,1875,placed,1026,Orithar,no,no
c_urve,b_urst,city_holding,initial,port_position,814,placed,1027,Urve,no,no
c_emmech,b_viedana,city_holding,initial,port_position,1149,placed,1028,Emmech,no,no
c_dlusk,b_mesring,city_holding,initial,port_position,1612,placed,1025,Dlusk,no,no
c_relkaths_foot,b_relkaths_foot,city_holding,initial,port_position,1846,placed,2437,Relkaths Foot,no,no
c_yuirwood,b_caer_malla,city_holding,initial,port_position,2475,placed,1057,Yuirwood,no,no
c_traders_road,b_smugglers_bank,city_holding,initial,port_position,3778,placed,1227,Traders Road,no,no
c_elversult,b_elversult,city_holding,1090.1.1,port_position,1415,placed,185,Elversult,no,no
c_amry,b_strestead,city_holding,initial,port_position,1306,placed,303,Amry,no,no
c_tantras,b_tantras,city_holding,initial,port_position,595,placed,262,Tantras,no,no
c_ravens_bluff,b_bitterstone,city_holding,initial,port_position,771,placed,263,Ravens Bluff,no,no
c_fire_river,b_goldenford,city_holding,1242.1.1,port_position,954,placed,379,Fire River,no,no
c_procampur,b_high_haspur,city_holding,initial,port_position,1302,placed,265,Procampur,no,no
c_kings_reach,b_swords_pool,city_holding,initial,port_position,2658,placed,380,Kings Reach,no,no
c_earthfast,b_halrunedar,city_holding,initial,port_position,500,placed,1569,Earthfast,no,no
c_kurth,b_maskyrs_eye,city_holding,initial,port_position,1075,placed,382,Kurth,no,no
c_selgaunt,b_the_high_bridge,city_holding,1100.1.1,port_position,574,placed,256,Selgaunt,no,no
c_saerloon,b_dolphin_market,city_holding,500.1.1,port_position,1020,placed,258,Saerloon,no,no
c_mulhessen,b_olturret,city_holding,720.1.1,port_position,1099,placed,304,Mulhessen,no,no
c_saerb,b_fairhaven,city_holding,720.1.1,port_position,1325,placed,2421,Saerb,no,no
c_daerlun,b_bergun_hall,city_holding,610.1.1,port_position,1430,placed,259,Daerlun,no,no
c_urmlaspyr,b_waham,city_holding,700.1.1,port_position,1277,placed,257,Urmlaspyr,no,no
c_nolin,b_jarliel,city_holding,610.1.1,port_position,1090,placed,2418,Nolin,no,no
c_yhaunn,b_yhaunn,city_holding,initial,port_position,1508,placed,261,Yhaunn,no,no
c_aluivyn,b_obbles,city_holding,720.1.1,port_position,2129,placed,1206,Aluivyn,no,no
c_klionna,b_chavyondat,city_holding,initial,port_position,829,placed,748,Klionna,no,no
c_kingshore,b_nerahu,city_holding,initial,port_position,3476,placed,734,Kingshore,no,no
c_zabbasz,b_perambapur,city_holding,initial,port_position,1586,placed,1212,Zabbasz,no,no
c_ulara,b_thancha,city_holding,initial,port_position,7336,placed,749,Ulara,no,no
c_envarl,b_mangori,city_holding,initial,port_position,2842,placed,751,Envarl,no,no
c_heldar,b_sradiga,city_holding,initial,port_position,1627,placed,771,Heldar,no,no
c_thommar,b_ahatk,city_holding,initial,port_position,5403,placed,1145,Thommar,no,no
c_saekolath,b_vinetrunks,city_holding,initial,port_position,766,placed,2552,Saekolath,no,no
c_durgach,b_gust,city_holding,initial,port_position,1090,placed,772,Durgach,no,no
c_al_qahera,b_atao,city_holding,initial,port_position,10885,placed,1075,al-Qahera,no,no
c_pazar,b_sule,city_holding,initial,port_position,4017,placed,1076,Pazar,no,no
c_phoenix,b_akhir,city_holding,initial,port_position,3013,placed,1128,Phoenix,no,no
c_fuirgar,b_telser,city_holding,initial,port_position,2947,placed,724,Fuirgar,no,no
c_solon,b_salarijab,city_holding,initial,port_position,4971,placed,1077,Solon,no,no
c_orvyltar,b_anksal,city_holding,initial,port_position,1230,placed,779,Orvyltar,no,no
c_kelazzan,b_naguda,city_holding,initial,port_position,1320,placed,790,Kelazzan,no,no
c_suntar,b_khis,city_holding,initial,port_position,873,placed,791,Suntar,no,no
c_surbar,b_halahanyl,city_holding,initial,port_position,2962,placed,780,Surbar,no,no
c_dralpur,b_mabagan,city_holding,initial,port_position,5231,placed,781,Dralpur,no,no
c_kasper,b_etedin,city_holding,initial,port_position,3648,placed,784,Kasper,no,no
c_suormpar,b_ravvan,city_holding,initial,port_position,2137,placed,783,Suormpar,no,no
c_flyndagol,b_dispura,city_holding,initial,port_position,3988,placed,785,Flyndagol,no,no
c_pyratar,b_jeeti,city_holding,initial,port_position,999,placed,753,Pyratar,no,no
c_des,b_nisich,city_holding,initial,port_position,1076,placed,754,Des,no,no
c_myrmyr,b_kulpurai,city_holding,initial,port_position,1002,placed,755,Myrmyr,no,no
c_zelpir,b_abam,city_holding,initial,port_position,1286,placed,759,Zelpir,no,no
c_kolapur,b_zhiyanyi,city_holding,initial,port_position,3084,placed,756,Kolapur,no,no
c_golden_fields,b_sish,city_holding,initial,port_position,3841,placed,758,Golden Fields,no,no
c_tiry,b_shivpure,city_holding,initial,port_position,3024,placed,757,Tiry,no,no
c_erum,b_cedtarzahs_rock,city_holding,initial,port_position,4205,placed,1759,Erum,no,no
c_ommvale,b_orurva,city_holding,initial,port_position,5657,placed,821,Ommvale,no,no
c_firealm,b_vorshtish,city_holding,initial,port_position,4083,placed,1232,Firealm,no,no
c_highstars,b_thufuj,city_holding,initial,port_position,5475,placed,814,Highstars,no,no
c_eldrinfar,b_anylpe,city_holding,initial,port_position,1792,placed,806,Eldrinfar,no,no
c_doegenflow,b_agapu,city_holding,initial,port_position,6283,placed,807,Doegenflow,no,no
c_doegwood,b_masinamu,city_holding,initial,port_position,5549,placed,808,Doegwood,no,no
c_grendel,b_bemame,city_holding,initial,port_position,7199,placed,809,Grendel,no,no
c_edenvale,b_akarin,city_holding,initial,port_position,2718,placed,811,Edenvale,no,no
c_olstone,b_pebrook,city_holding,initial,port_position,3235,placed,813,Olstone,no,no
c_serpent_valley,b_alahita,city_holding,initial,port_position,6968,placed,812,Serpent Valley,no,no
c_lower_terrace,b_tharig,city_holding,initial,port_position,7909,placed,1191,Lower Terrace,no,no
c_konigheim,b_sivuzkma,city_holding,initial,port_position,1793,placed,816,Konigheim,no,no
c_khelas,b_sammal,city_holding,initial,port_position,3193,placed,817,Khelas,no,no
c_konig_hills,b_ushalab,city_holding,initial,port_position,5643,placed,1186,Konig Hills,no,no
c_inkelvale,b_qamisha,city_holding,initial,port_position,3750,placed,955,Inkelvale,no,no
c_gate_of_heaven,b_taranvanp,city_holding,initial,port_position,614,placed,956,Gate of Heaven,no,no
c_enlightened_ring,b_dattaramopahe,city_holding,initial,port_position,2693,placed,957,Enlightened Ring,no,no
c_lipo,b_kawa,city_holding,initial,port_position,5037,placed,819,Lipo,no,no
c_suns_eye,b_aguland,city_holding,initial,port_position,11634,placed,820,Suns Eye,no,no
c_ghost_leopard,b_narmuli,city_holding,initial,port_position,7009,placed,961,Ghost Leopard,no,no
c_red_goat,b_rakaranf,city_holding,initial,port_position,2632,placed,963,Red Goat,no,no
c_yaks_horn,b_dammi,city_holding,initial,port_position,9057,placed,962,Yaks Horn,no,no
c_fiends_wing,b_raladha,city_holding,initial,port_position,5709,placed,958,Fiends Wing,no,no
c_bronze_falcon,b_tiliggal,city_holding,initial,port_position,6969,placed,964,Bronze Falcon,no,no
c_lower_wing,b_apragada,city_holding,initial,port_position,3295,placed,1223,Lower Wing,no,no
c_ormen,b_promasur,city_holding,initial,port_position,463,placed,295,Ormen,no,no
c_curstallyon,b_esdul,city_holding,initial,port_position,1276,placed,296,Curstallyon,no,no
c_nimsur,b_vindal,city_holding,initial,port_position,1172,placed,1203,Nimsur,no,no
c_salpir,b_suthaven,city_holding,initial,port_position,1092,placed,294,Salpir,no,no
c_sombor,b_nimith,city_holding,initial,port_position,1465,placed,297,Sombor,no,no
c_sambar,b_quergorl,city_holding,initial,port_position,827,placed,287,Sambar,no,no
c_neachal,b_moranth,city_holding,initial,port_position,6434,placed,976,Neachal,no,no
c_shih_tuh,b_naxu,city_holding,initial,port_position,4577,placed,1274,Shih Tuh,no,no
c_tsaparang,b_wanpa,city_holding,1460.1.1,port_position,3978,placed,966,Tsaparang,no,yes
c_alashan,b_keldam,city_holding,initial,port_position,749,placed,977,Alashan,no,no
c_broken_wall_pass,b_barkhul,city_holding,initial,port_position,2677,placed,980,Broken Wall Pass,no,no
c_manass,b_dampab,city_holding,initial,port_position,1852,placed,979,Manass,no,no
c_skarou,b_shonang,city_holding,initial,port_position,3000,placed,978,Skarou,no,no
c_saikhoi,b_sangmm,city_holding,initial,port_position,1052,placed,981,Saikhoi,no,no
c_rainbow_falls,b_nyangyenda,city_holding,initial,port_position,2155,placed,982,Rainbow Falls,no,no
c_road_less_traveled,b_satsote,city_holding,initial,port_position,1636,placed,984,Road Less Traveled,no,no
c_yumbu_shan,b_sasho,city_holding,initial,port_position,758,placed,983,Yumbu Shan,no,no
c_kushk,b_shama,city_holding,initial,port_position,1005,placed,985,Kushk,no,no
c_lapalgard,b_glouto,city_holding,initial,port_position,4433,placed,427,Lapalgard,no,no
c_usurr,b_mayanjo,city_holding,initial,port_position,3371,placed,428,Usurr,no,no
c_laila,b_hila,city_holding,initial,port_position,1747,placed,500,Laila,no,no
c_laphe,b_todahling,city_holding,initial,port_position,3568,placed,519,Laphe,no,no
c_akaam,b_trawich,city_holding,initial,port_position,1607,placed,414,Akaam,no,no
c_veshit,b_ghawa,city_holding,initial,port_position,980,placed,415,Veshit,no,no
c_skuld,b_uthragkan,city_holding,initial,port_position,752,placed,680,Skuld,no,no
c_golden_shore,b_zassatam,city_holding,initial,port_position,1474,placed,2457,Golden Shore,no,no
c_rauthgor,b_narvi,city_holding,initial,port_position,1574,placed,684,Rauthgor,no,no
c_nisalin,b_alirmote,city_holding,initial,port_position,2543,placed,1756,Nisalin,no,no
c_mulharahold,b_sidu,city_holding,initial,port_position,3714,placed,687,Mulharahold,no,no
c_rauthil,b_ninki,city_holding,initial,port_position,1754,placed,686,Rauthil,no,no
c_maelar,b_gemijo,city_holding,initial,port_position,4007,placed,688,Maelar,no,no
c_angast,b_sishapesh,city_holding,initial,port_position,4404,placed,674,Angast,no,no
c_klondor,b_nindur,city_holding,initial,port_position,1642,placed,676,Klondor,no,no
c_mishtan,b_azalhar,city_holding,initial,port_position,2691,placed,675,Mishtan,no,no
c_surbroar,b_azanana,city_holding,initial,port_position,2475,placed,677,Surbroar,no,no
c_ulzel,b_sisan,city_holding,initial,port_position,3063,placed,1441,Ulzel,no,no
c_fields_of_kesk,b_ghujel,city_holding,initial,port_position,4286,placed,689,Fields of Kesk,no,no
c_jhalhoran,b_dimish,city_holding,initial,port_position,3517,placed,681,Jhalhoran,no,no
c_kesh,b_sumelel,city_holding,initial,port_position,3721,placed,1142,Kesh,no,no
c_sultim,b_vursanj,city_holding,initial,port_position,2555,placed,683,Sultim,no,no
c_vintal,b_kethar,city_holding,initial,port_position,2830,placed,682,Vintal,no,no
c_neldorild,b_azarota,city_holding,initial,port_position,1181,placed,657,Neldorild,no,no
c_aina,b_espesha,city_holding,initial,port_position,4867,placed,678,Aina,no,no
c_sampranasz,b_akisath,city_holding,initial,port_position,1914,placed,1440,Sampranasz,no,no
