# GENERATED by scripts/build_tree_mix_csv.py from
# docs/evidence/vanilla_tree_mix.csv (scripts/measure_vanilla_tree_mix.py over the real CK3 1.19
# gfx/map/map_object_data/generated/*.txt). Do not hand-edit: put human decisions in
# overrides/tree_mix.csv, which the converter applies on top. Method and provenance:
# docs/step_map_paint.md section 9.9.
#
# P(generator file | CK3 terrain key, winter climate zone, latitude band). `*` is a
# wildcard: the sampler tries (terrain, climate, band), then (terrain, *, band),
# then (terrain, climate, *), then (terrain, *, *), then the terrain's single row in
# mappings/tree_meshes.csv -- latitude before climate, measured, see
# docs/evidence/vanilla_tree_mix_conditioning.csv. lat_band 0 is the northernmost
# tenth of the canvas.
# min-count 100, min-p 0.002, 277 conditions, 1632 rows.
ck3_terrain,climate,lat_band,file,count,p
drylands,none,4,tree_leaf_high_generator_2.txt,365,0.178049
drylands,none,5,tree_palm_generator_1.txt,2489,0.50222
drylands,none,5,tree_leaf_high_generator_1.txt,1035,0.208838
drylands,none,5,tree_leaf_high_generator_3.txt,891,0.179782
drylands,none,5,tree_leaf_high_generator_2.txt,415,0.083737
drylands,none,5,reeds_01_generator_1.txt,61,0.012308
drylands,none,5,tree_cypress_01_generator_1.txt,52,0.010492
drylands,none,5,tree_jungle_01_d_generator_1.txt,13,0.002623
drylands,none,6,tree_palm_generator_1.txt,419,0.298009
drylands,none,6,tree_leaf_high_generator_3.txt,294,0.209104
drylands,none,6,tree_leaf_high_generator_1.txt,262,0.186344
drylands,none,6,tree_leaf_2_high_generator_1.txt,183,0.130156
drylands,none,6,tree_leaf_high_generator_2.txt,164,0.116643
drylands,none,6,tree_jungle_01_d_generator_1.txt,72,0.051209
drylands,none,6,tree_leaf_01_single_generator_1.txt,12,0.008535
drylands,none,7,tree_palm_generator_1.txt,1904,0.481416
drylands,none,7,tree_leaf_high_generator_1.txt,893,0.22579
drylands,none,7,tree_leaf_high_generator_3.txt,710,0.17952
drylands,none,7,tree_leaf_high_generator_2.txt,312,0.078887
drylands,none,7,reeds_01_generator_1.txt,136,0.034387
drylands,none,8,tree_leaf_high_generator_1.txt,1104,0.368491
drylands,none,8,tree_leaf_high_generator_3.txt,879,0.293391
drylands,none,8,tree_leaf_high_generator_2.txt,415,0.138518
drylands,none,8,reeds_01_generator_1.txt,342,0.114152
drylands,none,8,tree_palm_generator_1.txt,196,0.065421
drylands,none,8,tree_jungle_01_d_generator_1.txt,60,0.020027
drylands,none,9,tree_jungle_01_d_generator_1.txt,152,0.658009
drylands,none,9,tree_leaf_01_single_generator_1.txt,62,0.268398
drylands,none,9,tree_jungle_01_c_generator_1.txt,17,0.073593
farmlands,none,2,tree_leaf_2_high_generator_1.txt,214,0.566138
farmlands,none,2,tree_leaf_high_generator_1.txt,80,0.21164
farmlands,none,2,tree_leaf_high_generator_3.txt,59,0.156085
farmlands,none,2,tree_leaf_high_generator_2.txt,25,0.066138
farmlands,none,3,tree_leaf_high_generator_1.txt,572,0.42214
farmlands,none,3,tree_leaf_high_generator_3.txt,356,0.262731
farmlands,none,3,tree_leaf_2_high_generator_1.txt,262,0.193358
farmlands,none,3,tree_leaf_high_generator_2.txt,161,0.118819
farmlands,none,3,tree_cypress_01_generator_1.txt,4,0.002952
farmlands,none,4,tree_leaf_high_generator_1.txt,307,0.349658
farmlands,none,4,tree_leaf_high_generator_3.txt,266,0.302961
farmlands,none,4,tree_cypress_01_generator_1.txt,140,0.159453
farmlands,none,4,tree_leaf_high_generator_2.txt,133,0.151481
farmlands,none,4,tree_leaf_2_high_generator_1.txt,30,0.034169
farmlands,none,4,tree_sakura_01_generator.txt,2,0.002278
farmlands,none,5,tree_leaf_high_generator_1.txt,343,0.369214
farmlands,none,5,tree_leaf_high_generator_3.txt,295,0.317546
farmlands,none,5,tree_cypress_01_generator_1.txt,128,0.137783
farmlands,none,5,tree_leaf_high_generator_2.txt,113,0.121636
farmlands,none,5,tree_leaf_2_high_generator_1.txt,29,0.031216
farmlands,none,5,tree_leaf_01_single_generator_1.txt,21,0.022605
farmlands,none,6,tree_leaf_high_generator_3.txt,77,0.407407
farmlands,none,6,tree_leaf_high_generator_1.txt,61,0.322751
farmlands,none,6,tree_leaf_high_generator_2.txt,44,0.232804
farmlands,none,6,tree_jungle_01_d_generator_1.txt,7,0.037037
farmlands,none,7,tree_leaf_high_generator_3.txt,122,0.382445
farmlands,none,7,tree_leaf_high_generator_1.txt,110,0.344828
farmlands,none,7,tree_leaf_high_generator_2.txt,51,0.159875
farmlands,none,7,tree_leaf_2_high_generator_1.txt,23,0.0721
farmlands,none,7,tree_jungle_01_d_generator_1.txt,13,0.040752
farmlands,normal,3,tree_leaf_high_generator_1.txt,51,0.421488
farmlands,normal,3,tree_leaf_high_generator_3.txt,49,0.404959
farmlands,normal,3,tree_leaf_high_generator_2.txt,20,0.165289
farmlands,normal,3,tree_leaf_2_high_generator_1.txt,1,0.008264
floodplains,none,4,tree_leaf_high_generator_1.txt,421,0.5
floodplains,none,4,tree_leaf_high_generator_3.txt,283,0.336105
floodplains,none,4,tree_leaf_high_generator_2.txt,133,0.157957
floodplains,none,4,reeds_01_generator_1.txt,5,0.005938
floodplains,none,5,tree_palm_generator_1.txt,665,0.446009
floodplains,none,5,tree_leaf_high_generator_1.txt,360,0.241449
floodplains,none,5,tree_leaf_high_generator_3.txt,262,0.175721
floodplains,none,5,tree_leaf_high_generator_2.txt,147,0.098592
floodplains,none,5,tree_jungle_01_d_generator_1.txt,57,0.038229
floodplains,none,6,tree_palm_generator_1.txt,1256,0.837333
floodplains,none,6,tree_jungle_01_d_generator_1.txt,86,0.057333
floodplains,none,6,reeds_01_generator_1.txt,60,0.04
floodplains,none,6,tree_leaf_high_generator_3.txt,45,0.03
floodplains,none,6,tree_leaf_high_generator_1.txt,33,0.022
floodplains,none,6,tree_leaf_high_generator_2.txt,20,0.013333
floodplains,none,7,tree_palm_generator_1.txt,2442,0.903107
floodplains,none,7,tree_leaf_high_generator_3.txt,105,0.038831
floodplains,none,7,tree_leaf_high_generator_1.txt,70,0.025888
floodplains,none,7,tree_leaf_high_generator_2.txt,51,0.018861
floodplains,none,7,reeds_01_generator_1.txt,22,0.008136
floodplains,none,7,tree_jungle_01_c_generator_1.txt,14,0.005178
floodplains,none,8,tree_palm_generator_1.txt,189,0.994737
floodplains,none,8,tree_leaf_high_generator_2.txt,1,0.005263
forest,mild,2,tree_leaf_high_generator_1.txt,1917,0.635189
forest,mild,2,tree_leaf_high_generator_3.txt,487,0.161365
forest,mild,2,reeds_01_generator_1.txt,335,0.111001
forest,mild,2,tree_leaf_high_generator_2.txt,266,0.088138
forest,mild,2,tree_leaf_2_high_generator_1.txt,13,0.004307
forest,none,1,tree_pine_01_b_generator_1.txt,994,0.701977
forest,none,1,tree_leaf_high_generator_1.txt,202,0.142655
forest,none,1,tree_leaf_high_generator_3.txt,140,0.09887
forest,none,1,tree_leaf_high_generator_2.txt,71,0.050141
forest,none,1,tree_pine_01_a_generator_1.txt,5,0.003531
forest,none,1,tree_leaf_2_high_generator_1.txt,4,0.002825
forest,none,2,tree_leaf_high_generator_1.txt,43735,0.605011
forest,none,2,tree_leaf_high_generator_3.txt,15088,0.208721
forest,none,2,tree_leaf_high_generator_2.txt,7742,0.107099
forest,none,2,tree_pine_01_b_generator_1.txt,4696,0.064962
forest,none,2,tree_leaf_2_high_generator_1.txt,773,0.010693
forest,none,2,reeds_01_generator_1.txt,254,0.003514
forest,none,3,tree_leaf_high_generator_1.txt,15800,0.643192
forest,none,3,tree_leaf_high_generator_3.txt,5678,0.231142
forest,none,3,tree_leaf_high_generator_2.txt,2635,0.107266
forest,none,3,tree_leaf_2_high_generator_1.txt,452,0.0184
forest,none,4,tree_leaf_high_generator_1.txt,8436,0.620021
forest,none,4,tree_leaf_high_generator_3.txt,3272,0.240482
forest,none,4,tree_leaf_high_generator_2.txt,1468,0.107894
forest,none,4,tree_cypress_01_generator_1.txt,214,0.015728
forest,none,4,tree_leaf_2_high_generator_1.txt,90,0.006615
forest,none,4,tree_jungle_01_d_generator_1.txt,66,0.004851
forest,none,4,tree_leaf_01_single_generator_1.txt,31,0.002278
forest,none,4,tree_sakura_03_generator.txt,29,0.002131
forest,none,5,tree_leaf_high_generator_1.txt,1837,0.549178
forest,none,5,tree_leaf_high_generator_3.txt,853,0.255007
forest,none,5,tree_leaf_high_generator_2.txt,432,0.129148
forest,none,5,tree_jungle_01_d_generator_1.txt,202,0.060389
forest,none,5,tree_leaf_2_high_generator_1.txt,11,0.003288
forest,none,5,tree_cypress_01_generator_1.txt,10,0.00299
forest,none,6,tree_leaf_2_high_generator_1.txt,216,0.618911
forest,none,6,tree_leaf_high_generator_1.txt,59,0.169054
forest,none,6,tree_leaf_high_generator_3.txt,46,0.131805
forest,none,6,tree_leaf_high_generator_2.txt,24,0.068768
forest,none,6,tree_leaf_01_single_generator_1.txt,4,0.011461
forest,none,7,tree_leaf_high_generator_1.txt,2537,0.665355
forest,none,7,tree_leaf_high_generator_3.txt,902,0.236559
forest,none,7,tree_leaf_high_generator_2.txt,365,0.095725
forest,none,7,tree_jungle_01_d_generator_1.txt,9,0.00236
forest,none,8,tree_leaf_high_generator_1.txt,6483,0.688948
forest,none,8,tree_leaf_high_generator_3.txt,2040,0.216791
forest,none,8,tree_leaf_high_generator_2.txt,783,0.083209
forest,none,8,reeds_01_generator_1.txt,62,0.006589
forest,none,8,tree_jungle_01_d_generator_1.txt,42,0.004463
forest,normal,2,tree_leaf_high_generator_1.txt,1822,0.694624
forest,normal,2,tree_leaf_high_generator_3.txt,484,0.184522
forest,normal,2,tree_leaf_high_generator_2.txt,259,0.098742
forest,normal,2,reeds_01_generator_1.txt,58,0.022112
forest,normal,3,tree_leaf_high_generator_1.txt,219,0.585561
forest,normal,3,tree_leaf_high_generator_3.txt,106,0.283422
forest,normal,3,tree_leaf_high_generator_2.txt,43,0.114973
forest,normal,3,tree_leaf_2_high_generator_1.txt,6,0.016043
forest,severe,2,tree_leaf_high_generator_1.txt,1252,0.59534
forest,severe,2,tree_leaf_high_generator_3.txt,466,0.221588
forest,severe,2,tree_leaf_high_generator_2.txt,217,0.103186
forest,severe,2,tree_leaf_2_high_generator_1.txt,140,0.066572
forest,severe,2,tree_pine_01_b_generator_1.txt,28,0.013314
hills,mild,1,tree_pine_01_a_generator_1.txt,105,0.913043
hills,mild,1,tree_pine_01_b_generator_1.txt,10,0.086957
hills,mild,2,tree_leaf_2_high_generator_1.txt,41,0.338843
hills,mild,2,reeds_01_generator_1.txt,39,0.322314
hills,mild,2,tree_leaf_high_generator_3.txt,12,0.099174
hills,mild,2,tree_leaf_high_generator_1.txt,9,0.07438
hills,mild,2,tree_leaf_high_generator_2.txt,9,0.07438
hills,mild,2,tree_pine_01_b_generator_1.txt,7,0.057851
hills,mild,2,tree_leaf_01_single_generator_1.txt,4,0.033058
hills,mild,4,tree_leaf_high_generator_1.txt,124,0.349296
hills,mild,4,tree_cypress_01_generator_1.txt,90,0.253521
hills,mild,4,tree_leaf_high_generator_3.txt,82,0.230986
hills,mild,4,tree_leaf_high_generator_2.txt,59,0.166197
hills,none,1,tree_pine_01_a_generator_1.txt,5448,0.806872
hills,none,1,tree_pine_01_b_generator_1.txt,705,0.104414
hills,none,1,tree_leaf_high_generator_3.txt,230,0.034064
hills,none,1,tree_leaf_high_generator_1.txt,172,0.025474
hills,none,1,tree_leaf_high_generator_2.txt,114,0.016884
hills,none,1,tree_pine_impassable_01_a_generator_1.txt,40,0.005924
hills,none,1,tree_leaf_01_single_generator_1.txt,28,0.004147
hills,none,1,tree_leaf_2_high_generator_1.txt,15,0.002222
hills,none,2,tree_pine_01_a_generator_1.txt,5724,0.457225
hills,none,2,tree_leaf_high_generator_1.txt,1897,0.15153
hills,none,2,tree_leaf_2_high_generator_1.txt,1752,0.139947
hills,none,2,tree_leaf_high_generator_3.txt,1737,0.138749
hills,none,2,tree_leaf_high_generator_2.txt,851,0.067977
hills,none,2,tree_pine_01_b_generator_1.txt,558,0.044572
hills,none,3,tree_leaf_high_generator_1.txt,2989,0.351399
hills,none,3,tree_leaf_high_generator_3.txt,2284,0.268516
hills,none,3,tree_leaf_2_high_generator_1.txt,2099,0.246767
hills,none,3,tree_leaf_high_generator_2.txt,1080,0.126969
hills,none,3,tree_cypress_01_generator_1.txt,18,0.002116
hills,none,3,tree_leaf_01_single_generator_1.txt,18,0.002116
hills,none,3,tree_pine_01_a_generator_1.txt,18,0.002116
hills,none,4,tree_leaf_high_generator_1.txt,2979,0.331959
hills,none,4,tree_leaf_high_generator_3.txt,2369,0.263985
hills,none,4,tree_cypress_01_generator_1.txt,1671,0.186205
hills,none,4,tree_leaf_high_generator_2.txt,1193,0.13294
hills,none,4,tree_leaf_2_high_generator_1.txt,594,0.066191
hills,none,4,tree_pine_01_a_generator_1.txt,77,0.00858
hills,none,4,tree_pine_01_b_generator_1.txt,41,0.004569
hills,none,4,tree_leaf_01_single_generator_1.txt,28,0.00312
hills,none,4,tree_jungle_01_d_generator_1.txt,22,0.002452
hills,none,5,tree_leaf_high_generator_1.txt,3282,0.36922
hills,none,5,tree_leaf_high_generator_3.txt,2159,0.242884
hills,none,5,tree_jungle_01_d_generator_1.txt,1460,0.164248
hills,none,5,tree_leaf_high_generator_2.txt,1047,0.117786
hills,none,5,tree_cypress_01_generator_1.txt,623,0.070087
hills,none,5,tree_leaf_2_high_generator_1.txt,218,0.024525
hills,none,5,tree_leaf_01_single_generator_1.txt,66,0.007425
hills,none,5,tree_palm_generator_1.txt,34,0.003825
hills,none,6,tree_jungle_01_d_generator_1.txt,1057,0.328771
hills,none,6,tree_leaf_high_generator_3.txt,845,0.26283
hills,none,6,tree_leaf_high_generator_1.txt,809,0.251633
hills,none,6,tree_leaf_high_generator_2.txt,391,0.121617
hills,none,6,tree_leaf_01_single_generator_1.txt,69,0.021462
hills,none,6,tree_leaf_2_high_generator_1.txt,30,0.009331
hills,none,6,tree_jungle_01_c_generator_1.txt,14,0.004355
hills,none,7,tree_leaf_high_generator_1.txt,848,0.363792
hills,none,7,tree_leaf_high_generator_3.txt,759,0.325611
hills,none,7,tree_leaf_high_generator_2.txt,373,0.160017
hills,none,7,tree_jungle_01_d_generator_1.txt,187,0.080223
hills,none,7,tree_palm_generator_1.txt,78,0.033462
hills,none,7,tree_leaf_2_high_generator_1.txt,55,0.023595
hills,none,7,tree_leaf_01_single_generator_1.txt,23,0.009867
hills,none,7,reeds_01_generator_1.txt,8,0.003432
hills,none,8,tree_leaf_high_generator_1.txt,1226,0.346818
hills,none,8,tree_leaf_high_generator_3.txt,985,0.278642
hills,none,8,tree_jungle_01_d_generator_1.txt,535,0.151344
hills,none,8,tree_leaf_high_generator_2.txt,452,0.127864
hills,none,8,tree_leaf_01_single_generator_1.txt,194,0.05488
hills,none,8,tree_palm_generator_1.txt,106,0.029986
hills,none,8,tree_jungle_01_c_generator_1.txt,21,0.005941
hills,none,8,tree_leaf_2_high_generator_1.txt,16,0.004526
hills,normal,0,tree_pine_01_a_generator_1.txt,285,0.669014
hills,normal,0,tree_pine_01_b_generator_1.txt,141,0.330986
hills,normal,1,tree_pine_01_a_generator_1.txt,56,0.5
hills,normal,1,tree_pine_01_b_generator_1.txt,56,0.5
hills,normal,2,tree_leaf_high_generator_3.txt,49,0.232227
hills,normal,2,tree_leaf_high_generator_1.txt,47,0.222749
hills,normal,2,tree_pine_01_a_generator_1.txt,46,0.218009
hills,normal,2,tree_leaf_2_high_generator_1.txt,39,0.184834
hills,normal,2,tree_leaf_high_generator_2.txt,23,0.109005
hills,normal,2,tree_leaf_01_single_generator_1.txt,5,0.023697
hills,normal,2,reeds_01_generator_1.txt,1,0.004739
hills,normal,2,tree_pine_01_b_generator_1.txt,1,0.004739
hills,normal,3,tree_leaf_high_generator_1.txt,102,0.330097
hills,normal,3,tree_leaf_high_generator_3.txt,98,0.317152
hills,normal,3,tree_leaf_2_high_generator_1.txt,65,0.210356
hills,normal,3,tree_leaf_high_generator_2.txt,44,0.142395
hills,severe,0,tree_pine_01_a_generator_1.txt,264,0.814815
hills,severe,0,tree_pine_01_b_generator_1.txt,60,0.185185
hills,severe,1,tree_pine_01_a_generator_1.txt,389,0.849345
hills,severe,1,tree_pine_01_b_generator_1.txt,69,0.150655
hills,severe,2,tree_leaf_2_high_generator_1.txt,195,0.296804
hills,severe,2,tree_leaf_high_generator_3.txt,151,0.229833
hills,severe,2,tree_leaf_high_generator_1.txt,146,0.222222
hills,severe,2,tree_leaf_high_generator_2.txt,95,0.144597
hills,severe,2,tree_pine_01_b_generator_1.txt,50,0.076104
hills,severe,2,tree_pine_01_a_generator_1.txt,20,0.030441
jungle,none,5,tree_jungle_01_d_generator_1.txt,2732,0.719137
jungle,none,5,tree_leaf_high_generator_1.txt,429,0.112924
jungle,none,5,tree_leaf_high_generator_3.txt,338,0.088971
jungle,none,5,tree_leaf_high_generator_2.txt,177,0.046591
jungle,none,5,tree_jungle_01_c_generator_1.txt,110,0.028955
jungle,none,5,tree_palm_generator_1.txt,13,0.003422
jungle,none,6,tree_jungle_01_d_generator_1.txt,7670,0.784655
jungle,none,6,tree_leaf_high_generator_1.txt,857,0.087673
jungle,none,6,tree_leaf_high_generator_3.txt,681,0.069668
jungle,none,6,tree_leaf_high_generator_2.txt,350,0.035806
jungle,none,6,tree_jungle_01_c_generator_1.txt,177,0.018107
jungle,none,6,tree_leaf_01_single_generator_1.txt,40,0.004092
jungle,none,7,tree_jungle_01_d_generator_1.txt,2884,0.76641
jungle,none,7,tree_leaf_high_generator_3.txt,262,0.069625
jungle,none,7,tree_leaf_01_single_generator_1.txt,231,0.061387
jungle,none,7,tree_leaf_high_generator_1.txt,214,0.05687
jungle,none,7,tree_leaf_high_generator_2.txt,112,0.029763
jungle,none,7,tree_jungle_01_c_generator_1.txt,24,0.006378
jungle,none,7,tree_leaf_2_high_generator_1.txt,22,0.005846
jungle,none,7,tree_palm_generator_1.txt,14,0.00372
jungle,none,8,tree_jungle_01_d_generator_1.txt,6017,0.744586
jungle,none,8,tree_leaf_high_generator_1.txt,534,0.066081
jungle,none,8,tree_leaf_01_single_generator_1.txt,468,0.057914
jungle,none,8,tree_jungle_01_c_generator_1.txt,429,0.053087
jungle,none,8,tree_leaf_high_generator_3.txt,383,0.047395
jungle,none,8,tree_leaf_high_generator_2.txt,186,0.023017
jungle,none,8,tree_palm_generator_1.txt,46,0.005692
jungle,none,8,tree_leaf_2_high_generator_1.txt,18,0.002227
jungle,none,9,tree_jungle_01_d_generator_1.txt,518,0.90718
jungle,none,9,tree_palm_generator_1.txt,43,0.075306
jungle,none,9,tree_jungle_01_c_generator_1.txt,8,0.014011
jungle,none,9,tree_leaf_high_generator_1.txt,2,0.003503
mountains,mild,4,tree_leaf_high_generator_1.txt,82,0.438503
mountains,mild,4,tree_leaf_high_generator_3.txt,49,0.262032
mountains,mild,4,tree_cypress_01_generator_1.txt,34,0.181818
mountains,mild,4,tree_leaf_high_generator_2.txt,22,0.117647
mountains,none,1,tree_pine_01_b_generator_1.txt,76,0.356808
mountains,none,1,tree_pine_01_a_generator_1.txt,66,0.309859
mountains,none,1,tree_leaf_high_generator_1.txt,26,0.122066
mountains,none,1,tree_leaf_high_generator_3.txt,26,0.122066
mountains,none,1,tree_leaf_high_generator_2.txt,15,0.070423
mountains,none,1,tree_pine_impassable_01_a_generator_1.txt,4,0.018779
mountains,none,2,tree_leaf_high_generator_3.txt,1102,0.393853
mountains,none,2,tree_leaf_high_generator_1.txt,936,0.334525
mountains,none,2,tree_leaf_high_generator_2.txt,529,0.189064
mountains,none,2,tree_pine_01_a_generator_1.txt,116,0.041458
mountains,none,2,tree_pine_01_b_generator_1.txt,78,0.027877
mountains,none,2,tree_leaf_2_high_generator_1.txt,37,0.013224
mountains,none,3,tree_leaf_2_high_generator_1.txt,843,0.32448
mountains,none,3,tree_leaf_high_generator_1.txt,693,0.266744
mountains,none,3,tree_leaf_high_generator_3.txt,607,0.233641
mountains,none,3,tree_leaf_high_generator_2.txt,295,0.113549
mountains,none,3,tree_sakura_01_generator.txt,45,0.017321
mountains,none,3,tree_pine_01_b_generator_1.txt,39,0.015012
mountains,none,3,tree_pine_01_a_generator_1.txt,32,0.012317
mountains,none,3,tree_sakura_03_generator.txt,18,0.006928
mountains,none,3,tree_sakura_forest_generator.txt,18,0.006928
mountains,none,3,tree_sakura_02_generator.txt,8,0.003079
mountains,none,4,tree_leaf_high_generator_1.txt,1235,0.332615
mountains,none,4,tree_leaf_high_generator_3.txt,928,0.249933
mountains,none,4,tree_cypress_01_generator_1.txt,474,0.12766
mountains,none,4,tree_leaf_high_generator_2.txt,445,0.119849
mountains,none,4,tree_pine_01_a_generator_1.txt,277,0.074603
mountains,none,4,tree_leaf_2_high_generator_1.txt,197,0.053057
mountains,none,4,tree_pine_01_b_generator_1.txt,125,0.033665
mountains,none,4,tree_jungle_01_d_generator_1.txt,19,0.005117
mountains,none,4,tree_sakura_03_generator.txt,13,0.003501
mountains,none,5,tree_leaf_high_generator_1.txt,2171,0.410941
mountains,none,5,tree_leaf_high_generator_3.txt,1464,0.277115
mountains,none,5,tree_leaf_high_generator_2.txt,730,0.138179
mountains,none,5,tree_jungle_01_d_generator_1.txt,556,0.105243
mountains,none,5,tree_cypress_01_generator_1.txt,235,0.044482
mountains,none,5,tree_leaf_2_high_generator_1.txt,108,0.020443
mountains,none,5,tree_pine_01_a_generator_1.txt,19,0.003596
mountains,none,6,tree_leaf_high_generator_1.txt,58,0.298969
mountains,none,6,tree_leaf_high_generator_3.txt,58,0.298969
mountains,none,6,tree_jungle_01_d_generator_1.txt,40,0.206186
mountains,none,6,tree_leaf_high_generator_2.txt,23,0.118557
mountains,none,6,tree_leaf_2_high_generator_1.txt,14,0.072165
mountains,none,6,tree_jungle_01_c_generator_1.txt,1,0.005155
mountains,none,7,tree_jungle_01_d_generator_1.txt,171,0.291809
mountains,none,7,tree_leaf_high_generator_3.txt,138,0.235495
mountains,none,7,tree_leaf_high_generator_1.txt,127,0.216724
mountains,none,7,tree_leaf_01_single_generator_1.txt,79,0.134812
mountains,none,7,tree_leaf_high_generator_2.txt,50,0.085324
mountains,none,7,tree_cypress_01_generator_1.txt,9,0.015358
mountains,none,7,tree_leaf_2_high_generator_1.txt,6,0.010239
mountains,none,7,tree_jungle_01_c_generator_1.txt,3,0.005119
mountains,none,7,tree_palm_generator_1.txt,3,0.005119
mountains,none,8,tree_leaf_01_single_generator_1.txt,159,0.424
mountains,none,8,tree_jungle_01_d_generator_1.txt,127,0.338667
mountains,none,8,tree_palm_generator_1.txt,27,0.072
mountains,none,8,tree_leaf_high_generator_1.txt,19,0.050667
mountains,none,8,tree_leaf_high_generator_3.txt,14,0.037333
mountains,none,8,tree_jungle_01_c_generator_1.txt,13,0.034667
mountains,none,8,tree_leaf_high_generator_2.txt,12,0.032
mountains,none,8,reeds_01_generator_1.txt,3,0.008
mountains,none,8,tree_leaf_2_high_generator_1.txt,1,0.002667
mountains,normal,1,tree_pine_01_a_generator_1.txt,737,0.989262
mountains,normal,1,tree_pine_01_b_generator_1.txt,8,0.010738
mountains,normal,2,tree_leaf_high_generator_1.txt,49,0.449541
mountains,normal,2,tree_leaf_high_generator_3.txt,38,0.348624
mountains,normal,2,tree_leaf_high_generator_2.txt,22,0.201835
mountains,severe,0,tree_pine_01_a_generator_1.txt,760,0.981912
mountains,severe,0,tree_pine_01_b_generator_1.txt,14,0.018088
mountains,severe,1,tree_pine_01_a_generator_1.txt,727,0.982432
mountains,severe,1,tree_pine_01_b_generator_1.txt,8,0.010811
mountains,severe,1,tree_leaf_high_generator_3.txt,3,0.004054
mountains,severe,1,tree_leaf_high_generator_1.txt,2,0.002703
oasis,none,5,reeds_01_generator_1.txt,435,0.642541
oasis,none,5,tree_palm_generator_1.txt,242,0.357459
oasis,none,6,tree_palm_generator_1.txt,704,0.509776
oasis,none,6,reeds_01_generator_1.txt,677,0.490224
oasis,none,7,tree_palm_generator_1.txt,940,0.538682
oasis,none,7,reeds_01_generator_1.txt,805,0.461318
plains,mild,0,tree_pine_01_a_generator_1.txt,84,0.47191
plains,mild,0,tree_leaf_high_generator_1.txt,53,0.297753
plains,mild,0,tree_leaf_high_generator_3.txt,27,0.151685
plains,mild,0,tree_leaf_high_generator_2.txt,14,0.078652
plains,mild,1,tree_pine_01_a_generator_1.txt,492,0.691011
plains,mild,1,tree_pine_01_b_generator_1.txt,90,0.126404
plains,mild,1,tree_leaf_high_generator_1.txt,39,0.054775
