ck2_key,ck3_key
creature_half_gnoll_desc,trait_creature_half_gnoll_desc
creature_half_ogre,trait_creature_half_ogre
creature_half_ogre_desc,trait_creature_half_ogre_desc
creature_half_orc,trait_creature_half_orc
creature_half_orc_desc,trait_creature_half_orc_desc
creature_halfling,trait_creature_halfling
creature_halfling_desc,trait_creature_halfling_desc
creature_hengeyokai,trait_creature_hengeyokai
creature_hengeyokai_desc,trait_creature_hengeyokai_desc
creature_hobgoblin,trait_creature_hobgoblin
creature_hobgoblin_desc,trait_creature_hobgoblin_desc
creature_human,trait_creature_human
creature_human_desc,trait_creature_human_desc
creature_illithid,trait_creature_illithid
creature_illithid_desc,trait_creature_illithid_desc
creature_kobold,trait_creature_kobold
creature_kobold_desc,trait_creature_kobold_desc
creature_kuotoa,trait_creature_kuotoa
creature_kuotoa_desc,trait_creature_kuotoa_desc
creature_lamia,trait_creature_lamia
creature_lamia_desc,trait_creature_lamia_desc
creature_lizardfolk,trait_creature_lizardfolk
creature_lizardfolk_desc,trait_creature_lizardfolk_desc
creature_malenti,trait_creature_malenti
creature_malenti_desc,trait_creature_malenti_desc
creature_malison,trait_creature_malison
creature_malison_desc,trait_creature_malison_desc
creature_minotaur,trait_creature_minotaur
creature_minotaur_desc,trait_creature_minotaur_desc
creature_monster,trait_creature_monster
creature_monster_desc,trait_creature_monster_desc
creature_naga,trait_creature_naga
creature_naga_desc,trait_creature_naga_desc
creature_ogre,trait_creature_ogre
creature_ogre_desc,trait_creature_ogre_desc
creature_ogrillon,trait_creature_ogrillon
creature_ogrillon_desc,trait_creature_ogrillon_desc
creature_orc,trait_creature_orc
creature_orc_desc,trait_creature_orc_desc
creature_outsider,trait_creature_outsider
creature_outsider_desc,trait_creature_outsider_desc
creature_pterafolk,trait_creature_pterafolk
creature_pterafolk_desc,trait_creature_pterafolk_desc
creature_pureblood,trait_creature_pureblood
creature_pureblood_desc,trait_creature_pureblood_desc
creature_sahuagin,trait_creature_sahuagin
creature_sahuagin_desc,trait_creature_sahuagin_desc
creature_sarrukh,trait_creature_sarrukh
creature_sarrukh_desc,trait_creature_sarrukh_desc
creature_satyr,trait_creature_satyr
creature_satyr_desc,trait_creature_satyr_desc
creature_saurial,trait_creature_saurial
creature_saurial_desc,trait_creature_saurial_desc
creature_slaad,trait_creature_slaad
creature_slaad_desc,trait_creature_slaad_desc
creature_spirit_folk,trait_creature_spirit_folk
creature_spirit_folk_desc,trait_creature_spirit_folk_desc
creature_tabaxi,trait_creature_tabaxi
creature_tabaxi_desc,trait_creature_tabaxi_desc
creature_tanarukk,trait_creature_tanarukk
creature_tanarukk_desc,trait_creature_tanarukk_desc
creature_tengu,trait_creature_tengu
creature_tengu_desc,trait_creature_tengu_desc
creature_tiefling,trait_creature_tiefling
creature_tiefling_desc,trait_creature_tiefling_desc
creature_treant,trait_creature_treant
creature_treant_desc,trait_creature_treant_desc
creature_troll,trait_creature_troll
creature_troll_desc,trait_creature_troll_desc
creature_ulitharid,trait_creature_ulitharid
creature_ulitharid_desc,trait_creature_ulitharid_desc
creature_wemic,trait_creature_wemic
creature_wemic_desc,trait_creature_wemic_desc
creature_yikarian,trait_creature_yikarian
creature_yikarian_desc,trait_creature_yikarian_desc
crowned_by_bishop,trait_crowned_by_bishop
crowned_by_bishop_desc,trait_crowned_by_bishop_desc
crowned_by_myself,trait_crowned_by_myself
crowned_by_myself_desc,trait_crowned_by_myself_desc
crowned_by_pope,trait_crowned_by_pope
crowned_by_pope_desc,trait_crowned_by_pope_desc
crowned_by_priest,trait_crowned_by_priest
crowned_by_priest_desc,trait_crowned_by_priest_desc
cruel,trait_sadistic
cruel_desc,trait_sadistic_desc
crusader,trait_holy_warrior
crusader_desc,trait_holy_warrior_desc
curious,trait_curious
curious_desc,trait_curious_desc
cursed,trait_cursed
cursed_desc,trait_cursed_desc
cynical,trait_cynical
cynical_desc,trait_cynical_desc
dancing_plague,trait_dancing_plague
dancing_plague_desc,trait_dancing_plague_desc
dead_crown_aztec_fylkir,trait_dead_crown_aztec_fylkir
dead_crown_aztec_fylkir_desc,trait_dead_crown_aztec_fylkir_desc
dead_crown_byzantine,trait_dead_crown_byzantine
dead_crown_byzantine_desc,trait_dead_crown_byzantine_desc
dead_crown_finnish_fylkir,trait_dead_crown_finnish_fylkir
dead_crown_finnish_fylkir_desc,trait_dead_crown_finnish_fylkir_desc
dead_crown_fylkir,trait_dead_crown_fylkir
dead_crown_fylkir_desc,trait_dead_crown_fylkir_desc
dead_crown_hre,trait_dead_crown_hre
dead_crown_hre_desc,trait_dead_crown_hre_desc
dead_crown_pahlavi,trait_dead_crown_pahlavi
dead_crown_pahlavi_desc,trait_dead_crown_pahlavi_desc
dead_crown_romuva_fylkir,trait_dead_crown_romuva_fylkir
dead_crown_romuva_fylkir_desc,trait_dead_crown_romuva_fylkir_desc
dead_crown_slavic_fylkir,trait_dead_crown_slavic_fylkir
dead_crown_slavic_fylkir_desc,trait_dead_crown_slavic_fylkir_desc
dead_crown_tengri_fylkir,trait_dead_crown_tengri_fylkir
dead_crown_tengri_fylkir_desc,trait_dead_crown_tengri_fylkir_desc
dead_crown_west_african_fylkir,trait_dead_crown_west_african_fylkir
dead_crown_west_african_fylkir_desc,trait_dead_crown_west_african_fylkir_desc
dead_crown_zun_fylkir,trait_dead_crown_zun_fylkir
dead_crown_zun_fylkir_desc,trait_dead_crown_zun_fylkir_desc
dead_cursed_diamond_crown,trait_dead_cursed_diamond_crown
dead_cursed_diamond_crown_desc,trait_dead_cursed_diamond_crown_desc
dead_iron_crown_lombardy,trait_dead_iron_crown_lombardy
dead_iron_crown_lombardy_desc,trait_dead_iron_crown_lombardy_desc
dead_scepter_bon_fylkir,trait_dead_scepter_bon_fylkir
dead_scepter_bon_fylkir_desc,trait_dead_scepter_bon_fylkir_desc
dead_scepter_hellenic_fylkir,trait_dead_scepter_hellenic_fylkir
dead_scepter_hellenic_fylkir_desc,trait_dead_scepter_hellenic_fylkir_desc
deathmask,trait_deathmask
deathmask_desc,trait_deathmask_desc
decadent,trait_decadent
decadent_desc,trait_decadent_desc
deceitful,trait_deceitful
deceitful_desc,trait_deceitful_desc
defensive_leader,trait_unyielding_defender
defensive_leader_desc,trait_unyielding_defender_desc
delicate,trait_delicate
delicate_desc,trait_delicate_desc
depressed,trait_depressed_1
depressed_desc,trait_depressed_1_desc
desert_terrain_leader,trait_desert_terrain_leader
desert_terrain_leader_desc,trait_desert_terrain_leader_desc
detached_priest,trait_education_learning_1
detached_priest_desc,trait_education_learning_1_desc
dhampyr,trait_dhampyr
dhampyr_desc,trait_dhampyr_desc
diarrhea,trait_diarrhea
diarrhea_desc,trait_diarrhea_desc
diligent,trait_diligent
diligent_desc,trait_diligent_desc
dim,trait_dim
dim_desc,trait_dim_desc
disfigured,trait_disfigured
disfigured_desc,trait_disfigured_desc
disinherited,trait_disinherited
disinherited_desc,trait_disinherited_desc
dragon_adult,trait_dragon_adult
dragon_adult_desc,trait_dragon_adult_desc
dragon_ancient,trait_dragon_ancient
dragon_ancient_desc,trait_dragon_ancient_desc
dragon_wyrmling,trait_dragon_wyrmling
dragon_wyrmling_desc,trait_dragon_wyrmling_desc
dragon_young,trait_dragon_young
dragon_young_desc,trait_dragon_young_desc
drunkard,trait_drunkard
drunkard_desc,trait_drunkard_desc
duelist,trait_lifestyle_blademaster
duelist_desc,trait_lifestyle_blademaster_desc
dull,trait_dull
dull_desc,trait_dull_desc
dumb,trait_dumb
dumb_desc,trait_dumb_desc
dwarf,trait_dwarf
dwarf_desc,trait_dwarf_desc
dwarven_lodge_leader,trait_dwarven_lodge_leader
dwarven_lodge_leader_desc,trait_dwarven_lodge_leader_desc
dynastic_kinslayer,trait_dynastic_kinslayer
dynastic_kinslayer_desc,trait_dynastic_kinslayer_desc
dysentery,trait_dysentery
dysentery_desc,trait_dysentery_desc
eagle_warrior,trait_eagle_warrior
eagle_warrior_desc,trait_eagle_warrior_desc
elder_orb,trait_elder_orb
elder_orb_desc,trait_elder_orb_desc
elusive_shadow,trait_education_intrigue_4
elusive_shadow_desc,trait_education_intrigue_4_desc
elven_lodge_leader,trait_elven_lodge_leader
elven_lodge_leader_desc,trait_elven_lodge_leader_desc
envious,trait_envious
envious_desc,trait_envious_desc
erudite,trait_erudite
erudite_desc,trait_erudite_desc
eunuch,trait_eunuch
eunuch_desc,trait_eunuch_desc
excommunicated,trait_excommunicated
excommunicated_desc,trait_excommunicated_desc
experimenter,trait_experimenter
experimenter_desc,trait_experimenter_desc
fair,trait_beauty_good_3
fair_desc,trait_beauty_good_3_desc
falconer,trait_lifestyle_hunter
falconer_desc,trait_lifestyle_hunter_desc
familial_kinslayer,trait_familial_kinslayer
familial_kinslayer_desc,trait_familial_kinslayer_desc
fatigue,trait_fatigue
fatigue_desc,trait_fatigue_desc
feeble,trait_feeble
feeble_desc,trait_feeble_desc
fever,trait_fever
fever_desc,trait_fever_desc
feytouched,trait_feytouched
feytouched_desc,trait_feytouched_desc
fit,trait_fit
fit_desc,trait_fit_desc
flamboyant_schemer,trait_education_intrigue_2
flamboyant_schemer_desc,trait_education_intrigue_2_desc
flanker,trait_flexible_leader
flanker_desc,trait_flexible_leader_desc
flat_terrain_leader,trait_flat_terrain_leader
flat_terrain_leader_desc,trait_flat_terrain_leader_desc
flu,trait_flu
flu_desc,trait_flu_desc
food_poisoning,trait_food_poisoning
food_poisoning_desc,trait_food_poisoning_desc
fortune_builder,trait_education_stewardship_3
fortune_builder_desc,trait_education_stewardship_3_desc
freckles,trait_freckles
freckles_2,trait_freckles_2
freckles_2_desc,trait_freckles_2_desc
freckles_3,trait_freckles_3
freckles_3_desc,trait_freckles_3_desc
freckles_4,trait_freckles_4
freckles_4_desc,trait_freckles_4_desc
freckles_5,trait_freckles_5
freckles_5_desc,trait_freckles_5_desc
freckles_desc,trait_freckles_desc
fussy,trait_fussy
fussy_desc,trait_fussy_desc
gamer,trait_gamer
gamer_desc,trait_gamer_desc
gardener,trait_lifestyle_gardener
gardener_desc,trait_lifestyle_gardener_desc
genius,trait_intellect_good_3
genius_desc,trait_intellect_good_3_desc
giant,trait_giant
giant_desc,trait_giant_desc
gladiator,trait_gladiator
gladiator_desc,trait_gladiator_desc
gluttonous,trait_gluttonous
gluttonous_desc,trait_gluttonous_desc
goblins_lodge_leader,trait_goblins_lodge_leader
goblins_lodge_leader_desc,trait_goblins_lodge_leader_desc
gondi_shahansha,trait_gondi_shahansha
gondi_shahansha_desc,trait_gondi_shahansha_desc
gout,trait_gout
gout_desc,trait_gout_desc
greater_celestial,trait_greater_celestial
greater_celestial_desc,trait_greater_celestial_desc
greater_fiend,trait_greater_fiend
greater_fiend_desc,trait_greater_fiend_desc
greedy,trait_greedy
greedy_desc,trait_greedy_desc
gregarious,trait_gregarious
gregarious_desc,trait_gregarious_desc
grey_eminence,trait_education_diplomacy_4
grey_eminence_desc,trait_education_diplomacy_4_desc
groomed,trait_groomed
groomed_desc,trait_groomed_desc
grounded,trait_grounded
grounded_desc,trait_grounded_desc
half_celestial,trait_half_celestial
half_celestial_desc,trait_half_celestial_desc
half_dragon,trait_half_dragon
half_dragon_desc,trait_half_dragon_desc
half_fiend,trait_half_fiend
half_fiend_desc,trait_half_fiend_desc
half_troll,trait_half_troll
half_troll_desc,trait_half_troll_desc
hard_pregnancy,trait_hard_pregnancy
hard_pregnancy_desc,trait_hard_pregnancy_desc
hardy,trait_hardy
hardy_desc,trait_hardy_desc
harelip,trait_harelip
harelip_desc,trait_harelip_desc
has_aztec_disease,trait_has_aztec_disease
has_aztec_disease_desc,trait_has_aztec_disease_desc
has_bubonic_plague,trait_bubonic_plague
has_bubonic_plague_desc,trait_bubonic_plague_desc
has_measles,trait_measles
has_measles_desc,trait_measles_desc
has_small_pox,trait_smallpox
has_small_pox_desc,trait_smallpox_desc
has_tuberculosis,trait_consumption
has_tuberculosis_desc,trait_consumption_desc
has_typhoid_fever,trait_typhus
has_typhoid_fever_desc,trait_typhus_desc
has_typhus,trait_typhus
has_typhus_desc,trait_typhus_desc
haughty,trait_haughty
haughty_desc,trait_haughty_desc
headache,trait_headache
headache_desc,trait_headache_desc
hearty,trait_hearty
hearty_desc,trait_hearty_desc
heavy_infantry_leader,trait_heavy_infantry_leader
heavy_infantry_leader_desc,trait_heavy_infantry_leader_desc
hedgehog,trait_hedgehog
hedgehog_desc,trait_hedgehog_desc
hedonist,trait_lifestyle_reveler
hedonist_desc,trait_lifestyle_reveler_desc
heresiarch,trait_heresiarch
heresiarch_desc,trait_heresiarch_desc
hidden_spellplague_trait,trait_hidden_spellplague_trait
hidden_spellplague_trait_desc,trait_hidden_spellplague_trait_desc
holy_warrior,trait_holy_warrior
holy_warrior_desc,trait_holy_warrior_desc
homosexual,trait_sodomite
homosexual_desc,trait_sodomite_desc
honest,trait_honest
honest_desc,trait_honest_desc
horned,trait_horned
horned_desc,trait_horned_desc
hornless,trait_hornless
hornless_desc,trait_hornless_desc
horse,trait_horse
horse_desc,trait_horse_desc
house_dog,trait_house_dog
house_dog_desc,trait_house_dog_desc
humble,trait_humble
humble_desc,trait_humble_desc
hunchback,trait_hunchbacked
hunchback_desc,trait_hunchbacked_desc
hunter,trait_lifestyle_hunter
hunter_desc,trait_lifestyle_hunter_desc
i_used_to_be_a_player,trait_i_used_to_be_a_player
i_used_to_be_a_player_desc,trait_i_used_to_be_a_player_desc
idiot,trait_idiot
idiot_desc,trait_idiot_desc
idolizer,trait_idolizer
idolizer_desc,trait_idolizer_desc
ignorant,trait_ignorant
ignorant_desc,trait_ignorant_desc
ill,trait_ill
ill_desc,trait_ill_desc
imbecile,trait_intellect_bad_3
imbecile_desc,trait_intellect_bad_3_desc
immaculate,trait_immaculate
immaculate_desc,trait_immaculate_desc
immortal,trait_immortal
immortal_desc,trait_immortal_desc
impaler,trait_torturer
impaler_desc,trait_torturer_desc
in_hiding,trait_in_hiding
in_hiding_desc,trait_in_hiding_desc
inbred,trait_inbred
inbred_desc,trait_inbred_desc
incapable,trait_incapable
incapable_desc,trait_incapable_desc
indolent,trait_indolent
indolent_desc,trait_indolent_desc
indulgent_wastrel,trait_education_stewardship_1
indulgent_wastrel_desc,trait_education_stewardship_1_desc
infection,trait_infection
infection_desc,trait_infection_desc
infirm,trait_infirm
infirm_desc,trait_infirm_desc
inspiring_leader,trait_gallant
inspiring_leader_desc,trait_gallant_desc
intricate_webweaver,trait_education_intrigue_3
intricate_webweaver_desc,trait_education_intrigue_3_desc
is_clone,trait_is_clone
is_clone_desc,trait_is_clone_desc
is_fat,trait_is_fat
is_fat_desc,trait_is_fat_desc
is_malnourished,trait_is_malnourished
is_malnourished_desc,trait_is_malnourished_desc
is_spelljamming,trait_is_spelljamming
is_spelljamming_desc,trait_is_spelljamming_desc
jungle_terrain_leader,trait_jungle_terrain_leader
jungle_terrain_leader_desc,trait_jungle_terrain_leader_desc
just,trait_just
just_desc,trait_just_desc
kailash_guardian,trait_kailash_guardian
kailash_guardian_desc,trait_kailash_guardian_desc
kind,trait_compassionate
kind_desc,trait_compassionate_desc
kinslayer,trait_kinslayer_1
kinslayer_desc,trait_kinslayer_1_desc
knight_order_leader,trait_knight_order_leader
knight_order_leader_desc,trait_knight_order_leader_desc
kow_tow_completed_tier_1,trait_kow_tow_completed_tier_1
kow_tow_completed_tier_1_desc,trait_kow_tow_completed_tier_1_desc
kow_tow_completed_tier_2,trait_kow_tow_completed_tier_2
kow_tow_completed_tier_2_desc,trait_kow_tow_completed_tier_2_desc
kow_tow_completed_tier_3,trait_kow_tow_completed_tier_3
kow_tow_completed_tier_3_desc,trait_kow_tow_completed_tier_3_desc
kow_tow_travels,trait_kow_tow_travels
kow_tow_travels_desc,trait_kow_tow_travels_desc
learned,trait_learned
learned_desc,trait_learned_desc
lefthanded,trait_lefthanded
lefthanded_desc,trait_lefthanded_desc
legit_bastard,trait_legitimized_bastard
legit_bastard_desc,trait_legitimized_bastard_desc
leper,trait_leper
leper_desc,trait_leper_desc
levy_coordinator,trait_levy_coordinator
levy_coordinator_desc,trait_levy_coordinator_desc
lich,trait_lich
lich_baelnorn,trait_lich_baelnorn
lich_baelnorn_desc,trait_lich_baelnorn_desc
lich_desc,trait_lich_desc
lifespan_1000,trait_lifespan_1000
lifespan_1000_desc,trait_lifespan_1000_desc
lifespan_150,trait_lifespan_150
lifespan_150_desc,trait_lifespan_150_desc
lifespan_160,trait_lifespan_160
lifespan_160_desc,trait_lifespan_160_desc
lifespan_180,trait_lifespan_180
lifespan_180_desc,trait_lifespan_180_desc
lifespan_200,trait_lifespan_200
lifespan_200_desc,trait_lifespan_200_desc
lifespan_250,trait_lifespan_250
lifespan_250_desc,trait_lifespan_250_desc
lifespan_300,trait_lifespan_300
lifespan_300_desc,trait_lifespan_300_desc
lifespan_350,trait_lifespan_350
lifespan_350_desc,trait_lifespan_350_desc
lifespan_400,trait_lifespan_400
lifespan_400_desc,trait_lifespan_400_desc
lifespan_500,trait_lifespan_500
lifespan_500_desc,trait_lifespan_500_desc
lifespan_600,trait_lifespan_600
lifespan_600_desc,trait_lifespan_600_desc
lifespan_800,trait_lifespan_800
lifespan_800_desc,trait_lifespan_800_desc
lifespan_ageless,trait_lifespan_ageless
lifespan_ageless_desc,trait_lifespan_ageless_desc
light_foot_leader,trait_light_foot_leader
light_foot_leader_desc,trait_light_foot_leader_desc
lisp,trait_lisping
lisp_desc,trait_lisping_desc
logistics_expert,trait_logistics_expert
logistics_expert_desc,trait_logistics_expert_desc
longevity,trait_longevity
longevity_desc,trait_longevity_desc
lovers_pox,trait_lovers_pox
lovers_pox_desc,trait_lovers_pox_desc
lucid,trait_lucid
lucid_desc,trait_lucid_desc
lunatic,trait_lunatic_1
lunatic_desc,trait_lunatic_1_desc
lustful,trait_lustful
lustful_desc,trait_lustful_desc
maimed,trait_maimed
maimed_desc,trait_maimed_desc
malaise,trait_malaise
malaise_desc,trait_malaise_desc
mangled,trait_mangled
mangled_desc,trait_mangled_desc
martial_cleric,trait_education_learning_2
martial_cleric_desc,trait_education_learning_2_desc
master_of_flame,trait_master_of_flame
master_of_flame_desc,trait_master_of_flame_desc
masterless_dog,trait_masterless_dog
masterless_dog_desc,trait_masterless_dog_desc
mastermind_theologian,trait_education_learning_4
mastermind_theologian_desc,trait_education_learning_4_desc
midas_touched,trait_education_stewardship_4
midas_touched_desc,trait_education_stewardship_4_desc
misguided_warrior,trait_education_martial_1
misguided_warrior_desc,trait_education_martial_1_desc
monk,trait_monk
monk_desc,trait_monk_desc
mountain_terrain_leader,trait_mountain_terrain_leader
mountain_terrain_leader_desc,trait_mountain_terrain_leader_desc
mujahid,trait_mujahid
mujahid_desc,trait_mujahid_desc
mutant,trait_mutant
mutant_desc,trait_mutant_desc
mutazilite,trait_mutazilite
mutazilite_desc,trait_mutazilite_desc
mystic,trait_lifestyle_mystic
mystic_desc,trait_lifestyle_mystic_desc
naive_appeaser,trait_education_diplomacy_1
naive_appeaser_desc,trait_education_diplomacy_1_desc
narrow_flank_leader,trait_narrow_flank_leader
narrow_flank_leader_desc,trait_narrow_flank_leader_desc
natural_lycanthrope,trait_natural_lycanthrope
natural_lycanthrope_desc,trait_natural_lycanthrope_desc
norse_leader,trait_norse_leader
norse_leader_desc,trait_norse_leader_desc
norse_tattoo_1,trait_norse_tattoo_1
norse_tattoo_1_desc,trait_norse_tattoo_1_desc
norse_tattoo_2,trait_norse_tattoo_2
norse_tattoo_2_desc,trait_norse_tattoo_2_desc
norse_tattoo_3,trait_norse_tattoo_3
norse_tattoo_3_desc,trait_norse_tattoo_3_desc
norse_tattoo_4,trait_norse_tattoo_4
norse_tattoo_4_desc,trait_norse_tattoo_4_desc
norse_tattoo_5,trait_norse_tattoo_5
norse_tattoo_5_desc,trait_norse_tattoo_5_desc
norse_tattoo_6,trait_norse_tattoo_6
norse_tattoo_6_desc,trait_norse_tattoo_6_desc
nun,trait_nun
nun_desc,trait_nun_desc
nyames_shield,trait_nyames_shield
nyames_shield_desc,trait_nyames_shield_desc
obnoxious,trait_obnoxious
obnoxious_desc,trait_obnoxious_desc
on_pilgrimage,trait_on_pilgrimage
on_pilgrimage_desc,trait_on_pilgrimage_desc
one_eyed,trait_one_eyed
