ck2_id,ck2_status,ck2_kind,ck3_counterpart,ck3_kind,confidence,evidence_ck2,evidence_ck3,reason
100012,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:486,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100015,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:500,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100016,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:652,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100017,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:724,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100019,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:738,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100020,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:928,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100021,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:980,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100022,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1053,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100023,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1067,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100024,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1107,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100025,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1373,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100026,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1409,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100027,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1462,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100028,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1515,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100029,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1529,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100030,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1543,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100031,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1596,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100034,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1635,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100035,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1816,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100036,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1862,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100037,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1896,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100038,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1910,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100039,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1924,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100040,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:1938,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100041,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2078,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100042,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2138,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100043,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2152,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100044,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2166,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100050,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2180,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100051,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2345,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100052,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2397,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100053,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2446,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100054,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2472,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100060,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2486,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100061,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2620,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100065,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2634,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100066,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2777,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100067,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2791,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100068,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2844,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100069,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2889,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100070,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:2926,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100071,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3086,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100072,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3100,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100073,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3156,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100074,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3170,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100075,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3206,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100080,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3238,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100081,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3346,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100082,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3421,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100083,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3435,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100084,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3449,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100090,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3468,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100091,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3623,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100092,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3637,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100093,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3673,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100094,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3687,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100095,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3721,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100096,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3735,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100100,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3749,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100101,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3871,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100102,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:3942,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100110,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:4316,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100111,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:4737,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100112,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:4789,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100113,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:4867,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100115,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:4881,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100116,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:4991,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100117,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5015,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100150,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5038,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100151,kept,letter_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5207,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100152,kept,letter_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5242,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100153,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5267,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100160,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5292,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100161,kept,letter_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5396,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100162,kept,letter_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5474,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100163,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5539,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100164,kept,letter_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5598,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100170,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5615,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100171,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5834,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100172,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:5919,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100173,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6009,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100174,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6027,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100175,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6071,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100180,modified,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6085,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100181,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6238,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100182,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6291,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100183,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6309,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100184,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6347,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100185,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6361,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100186,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6375,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100190,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6412,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100191,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6513,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100192,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6571,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100193,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6592,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100194,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6622,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100195,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6694,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100200,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6732,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100201,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6864,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
100202,kept,character_event,relations_events/friendship_events.txt,event_folder,medium,events/friends_rivals_events.txt:6917,game/events/relations_events/friendship_events.txt:1,CK2 friend/rival opinion events -> CK3 relations_events/friendship_events.txt + rivalry_events.txt (both exist; friendship cited as anchor)
