# Extra localisation key shapes the CK3 religion UI needs, which CK2 stores
# only once. Written by scripts/export_opinion_modifier_map.py for the
# localisation lane; the generated faiths already reference the ck3_key.
# `_possessive` is needed for HighGodNamePossessive / DevilNamePossessive,
# `_plural` for Priest*Plural / Bishop*Plural / AltPriestTermPlural / GHWNamePlural.
# The ck2_key's own text is the input; the ck3_key is a NEW key to derive from it.
# Faith / religion / family base keys (<faith_id>, _adj, _adherent,
# _adherent_plural, _desc and holy_site_<id>_name) keep the CK2 names and are
# not listed: nothing renames.
# <culture>_prefix and <culture>_collective_noun are here too: CK3 wants three
# keys per culture (vanilla norse/norse_prefix/norse_collective_noun, all
# "Norse") and CK2 has only the first. So is name_list_<prefix>_<culture>:
# vanilla has ` name_list_ainu: "Ainu"` for every one of its 221 name lists.
ck2_key,ck3_key
GOD_EADRO,GOD_EADRO_possessive
GOD_EARTHMOTHER,GOD_EARTHMOTHER_possessive
GOD_EILISTRAEE,GOD_EILISTRAEE_possessive
GOD_ENLIL,GOD_ENLIL_possessive
GOD_ENTROPY,GOD_ENTROPY_possessive
GOD_ESHOWDOW,GOD_ESHOWDOW_possessive
GOD_EVIL_SPIRITS,GOD_EVIL_SPIRITS_possessive
GOD_FACELESS_GOD,GOD_FACELESS_GOD_possessive
GOD_FATE,GOD_FATE_possessive
GOD_FEY,GOD_FEY_possessive
GOD_GARAGOS,GOD_GARAGOS_possessive
GOD_GARL_GLITTERGOLD,GOD_GARL_GLITTERGOLD_possessive
GOD_GHAUNADAUR,GOD_GHAUNADAUR_possessive
GOD_GILGEAM,GOD_GILGEAM_possessive
GOD_GREAT_MOTHER,GOD_GREAT_MOTHER_possessive
GOD_GRUMBAR,GOD_GRUMBAR_possessive
GOD_GRUUMSH,GOD_GRUUMSH_possessive
GOD_HAJAMA,GOD_HAJAMA_possessive
GOD_HELM,GOD_HELM_possessive
GOD_HORUS_RE,GOD_HORUS_RE_possessive
GOD_ILMATER,GOD_ILMATER_possessive
GOD_ILSENSINE,GOD_ILSENSINE_possessive
GOD_IMBALANCE,GOD_IMBALANCE_possessive
GOD_INTERLOPER_GODS,GOD_INTERLOPER_GODS_possessive
GOD_KARONTOR,GOD_KARONTOR_possessive
GOD_KIARANSALEE,GOD_KIARANSALEE_possessive
GOD_KOSSUTH,GOD_KOSSUTH_possessive
GOD_LADUGUER,GOD_LADUGUER_possessive
GOD_LIVING_IDOLS,GOD_LIVING_IDOLS_possessive
GOD_LOLTH,GOD_LOLTH_possessive
GOD_LOST_ONE,GOD_LOST_ONE_possessive
GOD_LOVIATAR,GOD_LOVIATAR_possessive
GOD_MAGLUBIYET,GOD_MAGLUBIYET_possessive
GOD_MASK,GOD_MASK_possessive
GOD_MORADIN,GOD_MORADIN_possessive
GOD_MYSTRA,GOD_MYSTRA_possessive
GOD_NATURE_SPIRITS,GOD_NATURE_SPIRITS_possessive
GOD_NINE_TRAVELERS,GOD_NINE_TRAVELERS_possessive
GOD_OGHMA,GOD_OGHMA_possessive
GOD_PADHRA,GOD_PADHRA_possessive
GOD_PRIMORDIALS,GOD_PRIMORDIALS_possessive
GOD_PROVIDENCE,GOD_PROVIDENCE_possessive
GOD_QOTAL,GOD_QOTAL_possessive
GOD_REASON,GOD_REASON_possessive
GOD_SASHELAS,GOD_SASHELAS_possessive
GOD_SEKOLAH,GOD_SEKOLAH_possessive
GOD_SELUNE,GOD_SELUNE_possessive
GOD_SET,GOD_SET_possessive
GOD_SHAJAR,GOD_SHAJAR_possessive
GOD_SHAR,GOD_SHAR_possessive
GOD_SILVANUS,GOD_SILVANUS_possessive
GOD_SIMBUL,GOD_SIMBUL_possessive
GOD_SOUTH_GODS,GOD_SOUTH_GODS_possessive
GOD_SPELLPLAGUE,GOD_SPELLPLAGUE_possessive
GOD_SUN,GOD_SUN_possessive
GOD_SUNE,GOD_SUNE_possessive
GOD_TALOS,GOD_TALOS_possessive
GOD_TASHAN_GODS,GOD_TASHAN_GODS_possessive
GOD_TCHAZZAR,GOD_TCHAZZAR_possessive
GOD_TEMPUS,GOD_TEMPUS_possessive
GOD_TEN_THOUSAND_GODS,GOD_TEN_THOUSAND_GODS_possessive
GOD_THASMUDYAN,GOD_THASMUDYAN_possessive
GOD_THE_CREATOR,GOD_THE_CREATOR_possessive
GOD_THE_THREE,GOD_THE_THREE_possessive
GOD_THE_UNIVERSE,GOD_THE_UNIVERSE_possessive
GOD_THE_WAY,GOD_THE_WAY_possessive
GOD_TIAMAT,GOD_TIAMAT_possessive
GOD_TRIAD,GOD_TRIAD_possessive
GOD_TURM_GODS,GOD_TURM_GODS_possessive
GOD_UBTAO,GOD_UBTAO_possessive
GOD_ULUTIU,GOD_ULUTIU_possessive
GOD_UMBERLEE,GOD_UMBERLEE_possessive
GOD_URDLEN,GOD_URDLEN_possessive
GOD_UTHGAR,GOD_UTHGAR_possessive
GOD_VAPRAK,GOD_VAPRAK_possessive
GOD_VHAERAUN,GOD_VHAERAUN_possessive
GOD_WAUKEEN,GOD_WAUKEEN_possessive
GOD_WORLD_SERPENT,GOD_WORLD_SERPENT_possessive
GOD_YONDALLA,GOD_YONDALLA_possessive
GOD_ZALTEC,GOD_ZALTEC_possessive
GREAT_HOLY_WAR,GREAT_HOLY_WAR_plural
HSIANGTAO,HSIANGTAO_plural
Hierophant,Hierophant_plural
IGNORANCE,IGNORANCE_possessive
IMAM_PRIEST,IMAM_PRIEST_plural
Iceguardian,Iceguardian_plural
KEEPER,KEEPER_plural
LAMA,LAMA_plural
LORDS_OF_THE_ABYSS,LORDS_OF_THE_ABYSS_possessive
PHILOSOPHER,PHILOSOPHER_plural
PLANESWALKER,PLANESWALKER_plural
PRIEST,PRIEST_plural
SCHOLAR,SCHOLAR_plural
SEEKER,SEEKER_plural
SHAMAN,SHAMAN_plural
THE_DARK_SPIRITS,THE_DARK_SPIRITS_possessive
THE_GODS,THE_GODS_possessive
TUSU,TUSU_plural
aarakocra,aarakocra_collective_noun
aarakocra,aarakocra_prefix
aarakocra,name_list_fae_aarakocra
aasimar,aasimar_collective_noun
aasimar,aasimar_prefix
aasimar,name_list_fae_aasimar
abishai,abishai_collective_noun
abishai,abishai_prefix
abishai,name_list_fae_abishai
aboleth,aboleth_collective_noun
aboleth,aboleth_prefix
aboleth,name_list_fae_aboleth
abomination,abomination_collective_noun
abomination,abomination_prefix
abomination,name_list_fae_abomination
aevendrow,aevendrow_collective_noun
aevendrow,aevendrow_prefix
aevendrow,name_list_fae_aevendrow
affa,affa_collective_noun
affa,affa_prefix
affa,name_list_fae_affa
aglarondan,aglarondan_collective_noun
aglarondan,aglarondan_prefix
aglarondan,name_list_fae_aglarondan
airgenasi,airgenasi_collective_noun
airgenasi,airgenasi_prefix
airgenasi,name_list_fae_airgenasi
akotan,akotan_collective_noun
akotan,akotan_prefix
akotan,name_list_fae_akotan
american,american_collective_noun
american,american_prefix
american,name_list_fae_american
amethyst_dragon,amethyst_dragon_collective_noun
amethyst_dragon,amethyst_dragon_prefix
amethyst_dragon,name_list_fae_amethyst_dragon
amnian,amnian_collective_noun
amnian,amnian_prefix
amnian,name_list_fae_amnian
amphiptere,amphiptere_collective_noun
amphiptere,amphiptere_prefix
amphiptere,name_list_fae_amphiptere
amran,amran_collective_noun
amran,amran_prefix
amran,name_list_fae_amran
andt,andt_collective_noun
andt,andt_prefix
andt,name_list_fae_andt
angel,angel_collective_noun
angel,angel_prefix
angel,name_list_fae_angel
angulutiun,angulutiun_collective_noun
angulutiun,angulutiun_prefix
angulutiun,name_list_fae_angulutiun
archon,archon_collective_noun
archon,archon_prefix
archon,name_list_fae_archon
arctic_dwarf,arctic_dwarf_collective_noun
arctic_dwarf,arctic_dwarf_prefix
arctic_dwarf,name_list_fae_arctic_dwarf
ardling,ardling_collective_noun
ardling,ardling_prefix
ardling,name_list_fae_ardling
arkaiun,arkaiun_collective_noun
arkaiun,arkaiun_prefix
arkaiun,name_list_fae_arkaiun
arnadar,arnadar_collective_noun
arnadar,arnadar_prefix
arnadar,name_list_fae_arnadar
asabi,asabi_collective_noun
asabi,asabi_prefix
asabi,name_list_fae_asabi
ash_giant,ash_giant_collective_noun
ash_giant,ash_giant_prefix
ash_giant,name_list_fae_ash_giant
aslanlar,aslanlar_collective_noun
aslanlar,aslanlar_prefix
aslanlar,name_list_fae_aslanlar
astok,astok_collective_noun
astok,astok_prefix
astok,name_list_fae_astok
astral_elf,astral_elf_collective_noun
astral_elf,astral_elf_prefix
astral_elf,name_list_fae_astral_elf
asura,asura_collective_noun
asura,asura_prefix
asura,name_list_fae_asura
avariel,avariel_collective_noun
avariel,avariel_prefix
avariel,name_list_fae_avariel
avoral,avoral_collective_noun
avoral,avoral_prefix
avoral,name_list_fae_avoral
azuposi,azuposi_collective_noun
azuposi,azuposi_prefix
azuposi,name_list_fae_azuposi
baatezu,baatezu_collective_noun
baatezu,baatezu_prefix
baatezu,name_list_fae_baatezu
badia,badia_collective_noun
badia,badia_prefix
badia,name_list_fae_badia
bakemono,bakemono_collective_noun
bakemono,bakemono_prefix
bakemono,name_list_fae_bakemono
balor,balor_collective_noun
balor,balor_prefix
balor,name_list_fae_balor
baphitaur,baphitaur_collective_noun
baphitaur,baphitaur_prefix
baphitaur,name_list_fae_baphitaur
barovian,barovian_collective_noun
barovian,barovian_prefix
barovian,name_list_fae_barovian
batiri,batiri_collective_noun
batiri,batiri_prefix
batiri,name_list_fae_batiri
batrachi,batrachi_collective_noun
batrachi,batrachi_prefix
batrachi,name_list_fae_batrachi
bawani,bawani_collective_noun
bawani,bawani_prefix
bawani,name_list_fae_bawani
bear,bear_collective_noun
bear,bear_prefix
bear,name_list_fae_bear
bedine,bedine_collective_noun
bedine,bedine_prefix
bedine,name_list_fae_bedine
beholder,beholder_collective_noun
beholder,beholder_prefix
beholder,name_list_fae_beholder
black_dragon,black_dragon_collective_noun
black_dragon,black_dragon_prefix
black_dragon,name_list_fae_black_dragon
blight,blight_collective_noun
blight,blight_prefix
blight,name_list_fae_blight
blue_dragon,blue_dragon_collective_noun
blue_dragon,blue_dragon_prefix
blue_dragon,name_list_fae_blue_dragon
bone_naga,bone_naga_collective_noun
bone_naga,bone_naga_prefix
bone_naga,name_list_fae_bone_naga
borderer,borderer_collective_noun
borderer,borderer_prefix
borderer,name_list_fae_borderer
brass_dragon,brass_dragon_collective_noun
brass_dragon,brass_dragon_prefix
brass_dragon,name_list_fae_brass_dragon
bronze_dragon,bronze_dragon_collective_noun
bronze_dragon,bronze_dragon_prefix
bronze_dragon,name_list_fae_bronze_dragon
brown_dragon,brown_dragon_collective_noun
brown_dragon,brown_dragon_prefix
brown_dragon,name_list_fae_brown_dragon
bugbear,bugbear_collective_noun
bugbear,bugbear_prefix
bugbear,name_list_fae_bugbear
cambion,cambion_collective_noun
cambion,cambion_prefix
cambion,name_list_fae_cambion
cat,cat_collective_noun
cat,cat_prefix
cat,name_list_fae_cat
celestial_eladrin,celestial_eladrin_collective_noun
celestial_eladrin,celestial_eladrin_prefix
celestial_eladrin,name_list_fae_celestial_eladrin
centaur,centaur_collective_noun
centaur,centaur_prefix
centaur,name_list_fae_centaur
cervidal,cervidal_collective_noun
cervidal,cervidal_prefix
cervidal,name_list_fae_cervidal
chessentan,chessentan_collective_noun
chessentan,chessentan_prefix
chessentan,name_list_fae_chessentan
ching,ching_collective_noun
ching,ching_prefix
ching,name_list_fae_ching
chondathan,chondathan_collective_noun
chondathan,chondathan_prefix
chondathan,name_list_fae_chondathan
chu,chu_collective_noun
chu,chu_prefix
chu,name_list_fae_chu
chukien,chukien_collective_noun
chukien,chukien_prefix
chukien,name_list_fae_chukien
chultan,chultan_collective_noun
chultan,chultan_prefix
chultan,name_list_fae_chultan
chultan_dwarf,chultan_dwarf_collective_noun
chultan_dwarf,chultan_dwarf_prefix
chultan_dwarf,name_list_fae_chultan_dwarf
chun,chun_collective_noun
chun,chun_prefix
chun,name_list_fae_chun
cloud_giant,cloud_giant_collective_noun
cloud_giant,cloud_giant_prefix
cloud_giant,name_list_fae_cloud_giant
cloud_goliath,cloud_goliath_collective_noun
cloud_goliath,cloud_goliath_prefix
cloud_goliath,name_list_fae_cloud_goliath
commani,commani_collective_noun
commani,commani_prefix
commani,name_list_fae_commani
copper_dragon,copper_dragon_collective_noun
copper_dragon,copper_dragon_prefix
copper_dragon,name_list_fae_copper_dragon
corbie,corbie_collective_noun
corbie,corbie_prefix
corbie,name_list_fae_corbie
cormyrean,cormyrean_collective_noun
cormyrean,cormyrean_prefix
cormyrean,name_list_fae_cormyrean
cornugon,cornugon_collective_noun
cornugon,cornugon_prefix
cornugon,name_list_fae_cornugon
couatl,couatl_collective_noun
couatl,couatl_prefix
couatl,name_list_fae_couatl
crinti,crinti_collective_noun
crinti,crinti_prefix
crinti,name_list_fae_crinti
crystal_dragon,crystal_dragon_collective_noun
crystal_dragon,crystal_dragon_prefix
crystal_dragon,name_list_fae_crystal_dragon
dalat,dalat_collective_noun
dalat,dalat_prefix
dalat,name_list_fae_dalat
dalesman,dalesman_collective_noun
dalesman,dalesman_prefix
dalesman,name_list_fae_dalesman
damaran,damaran_collective_noun
damaran,damaran_prefix
damaran,name_list_fae_damaran
dao,dao_collective_noun
dao,dao_prefix
dao,name_list_fae_dao
dark_elf,dark_elf_collective_noun
dark_elf,dark_elf_prefix
dark_elf,name_list_fae_dark_elf
deep_dragon,deep_dragon_collective_noun
deep_dragon,deep_dragon_prefix
deep_dragon,name_list_fae_deep_dragon
deep_imaskari,deep_imaskari_collective_noun
deep_imaskari,deep_imaskari_prefix
deep_imaskari,name_list_fae_deep_imaskari
dekanter,dekanter_collective_noun
dekanter,dekanter_prefix
dekanter,name_list_fae_dekanter
derro,derro_collective_noun
derro,derro_prefix
derro,name_list_fae_derro
desert_giant,desert_giant_collective_noun
desert_giant,desert_giant_prefix
desert_giant,name_list_fae_desert_giant
deva_aasimar,deva_aasimar_collective_noun
deva_aasimar,deva_aasimar_prefix
deva_aasimar,name_list_fae_deva_aasimar
diaman,diaman_collective_noun
diaman,diaman_prefix
diaman,name_list_fae_diaman
djen,djen_collective_noun
djen,djen_prefix
djen,name_list_fae_djen
djinn,djinn_collective_noun
djinn,djinn_prefix
djinn,name_list_fae_djinn
dog_culture,dog_culture_collective_noun
dog_culture,dog_culture_prefix
dog_culture,name_list_fae_dog_culture
dracolich,dracolich_collective_noun
dracolich,dracolich_prefix
dracolich,name_list_fae_dracolich
draconic,draconic_collective_noun
draconic,draconic_prefix
draconic,name_list_fae_draconic
draegloth,draegloth_collective_noun
draegloth,draegloth_prefix
draegloth,name_list_fae_draegloth
draeven,draeven_collective_noun
draeven,draeven_prefix
draeven,name_list_fae_draeven
dragon,dragon_collective_noun
dragon,dragon_prefix
dragon,name_list_fae_dragon
dragon_culture,dragon_culture_collective_noun
dragon_culture,dragon_culture_prefix
dragon_culture,name_list_fae_dragon_culture
dragonborn,dragonborn_collective_noun
dragonborn,dragonborn_prefix
dragonborn,name_list_fae_dragonborn
dragonspawn,dragonspawn_collective_noun
dragonspawn,dragonspawn_prefix
dragonspawn,name_list_fae_dragonspawn
drow,drow_collective_noun
drow,drow_prefix
drow,name_list_fae_drow
dtarig,dtarig_collective_noun
dtarig,dtarig_prefix
dtarig,name_list_fae_dtarig
duck_culture,duck_culture_collective_noun
duck_culture,duck_culture_prefix
duck_culture,name_list_fae_duck_culture
duergar,duergar_collective_noun
duergar,duergar_prefix
duergar,name_list_fae_duergar
durpari,durpari_collective_noun
durpari,durpari_prefix
durpari,name_list_fae_durpari
dusker,dusker_collective_noun
dusker,dusker_prefix
dusker,name_list_fae_dusker
dwarfvampire,dwarfvampire_collective_noun
dwarfvampire,dwarfvampire_prefix
dwarfvampire,name_list_fae_dwarfvampire
earth_primordial,earth_primordial_collective_noun
earth_primordial,earth_primordial_prefix
earth_primordial,name_list_fae_earth_primordial
earth_titan,earth_titan_collective_noun
earth_titan,earth_titan_prefix
earth_titan,name_list_fae_earth_titan
earthfast_dwarf,earthfast_dwarf_collective_noun
earthfast_dwarf,earthfast_dwarf_prefix
earthfast_dwarf,name_list_fae_earthfast_dwarf
earthgenasi,earthgenasi_collective_noun
earthgenasi,earthgenasi_prefix
earthgenasi,name_list_fae_earthgenasi
earthroot_dwarf,earthroot_dwarf_collective_noun
earthroot_dwarf,earthroot_dwarf_prefix
earthroot_dwarf,name_list_fae_earthroot_dwarf
easting,easting_collective_noun
easting,easting_prefix
easting,name_list_fae_easting
efreet,efreet_collective_noun
efreet,efreet_prefix
efreet,name_list_fae_efreet
einheriar,einheriar_collective_noun
einheriar,einheriar_prefix
einheriar,name_list_fae_einheriar
eladrin,eladrin_collective_noun
eladrin,eladrin_prefix
eladrin,name_list_fae_eladrin
eladrin_aasimar,eladrin_aasimar_collective_noun
eladrin_aasimar,eladrin_aasimar_prefix
eladrin_aasimar,name_list_fae_eladrin_aasimar
elder_brain,elder_brain_collective_noun
elder_brain,elder_brain_prefix
elder_brain,name_list_fae_elder_brain
elephant_culture,elephant_culture_collective_noun
elephant_culture,elephant_culture_prefix
elephant_culture,name_list_fae_elephant_culture
emerald_dragon,emerald_dragon_collective_noun
emerald_dragon,emerald_dragon_prefix
emerald_dragon,name_list_fae_emerald_dragon
empyrean,empyrean_collective_noun
empyrean,empyrean_prefix
empyrean,name_list_fae_empyrean
equinal,equinal_collective_noun
equinal,equinal_prefix
equinal,name_list_fae_equinal
eraka,eraka_collective_noun
eraka,eraka_prefix
eraka,name_list_fae_eraka
erinyes,erinyes_collective_noun
erinyes,erinyes_prefix
erinyes,name_list_fae_erinyes
eshowe,eshowe_collective_noun
eshowe,eshowe_prefix
eshowe,name_list_fae_eshowe
eskornar,eskornar_collective_noun
eskornar,eskornar_prefix
eskornar,name_list_fae_eskornar
fabada,fabada_collective_noun
fabada,fabada_prefix
fabada,name_list_fae_fabada
fankiang,fankiang_collective_noun
fankiang,fankiang_prefix
fankiang,name_list_fae_fankiang
feyri,feyri_collective_noun
feyri,feyri_prefix
feyri,name_list_fae_feyri
ffolk,ffolk_collective_noun
ffolk,ffolk_prefix
ffolk,name_list_fae_ffolk
firbolg,firbolg_collective_noun
firbolg,firbolg_prefix
firbolg,name_list_fae_firbolg
fire_giant,fire_giant_collective_noun
fire_giant,fire_giant_prefix
fire_giant,name_list_fae_fire_giant
fire_goliath,fire_goliath_collective_noun
fire_goliath,fire_goliath_prefix
fire_goliath,name_list_fae_fire_goliath
fire_primordial,fire_primordial_collective_noun
fire_primordial,fire_primordial_prefix
fire_primordial,name_list_fae_fire_primordial
firegenasi,firegenasi_collective_noun
firegenasi,firegenasi_prefix
firegenasi,name_list_fae_firegenasi
firenewt,firenewt_collective_noun
firenewt,firenewt_prefix
firenewt,name_list_fae_firenewt
flind,flind_collective_noun
flind,flind_prefix
flind,name_list_fae_flind
fog_giant,fog_giant_collective_noun
fog_giant,fog_giant_prefix
fog_giant,name_list_fae_fog_giant
fomorian,fomorian_collective_noun
fomorian,fomorian_prefix
fomorian,name_list_fae_fomorian
forest_gnome,forest_gnome_collective_noun
forest_gnome,forest_gnome_prefix
forest_gnome,name_list_fae_forest_gnome
frost_giant,frost_giant_collective_noun
frost_giant,frost_giant_prefix
frost_giant,name_list_fae_frost_giant
frost_goliath,frost_goliath_collective_noun
frost_goliath,frost_goliath_prefix
frost_goliath,name_list_fae_frost_goliath
gehreleth,gehreleth_collective_noun
gehreleth,gehreleth_prefix
gehreleth,name_list_fae_gehreleth
gelugon,gelugon_collective_noun
gelugon,gelugon_prefix
gelugon,name_list_fae_gelugon
ghaunadan,ghaunadan_collective_noun
ghaunadan,ghaunadan_prefix
ghaunadan,name_list_fae_ghaunadan
ghostwise,ghostwise_collective_noun
ghostwise,ghostwise_prefix
ghostwise,name_list_fae_ghostwise
githvyrik,githvyrik_collective_noun
githvyrik,githvyrik_prefix
githvyrik,name_list_fae_githvyrik
githyanki,githyanki_collective_noun
githyanki,githyanki_prefix
githyanki,name_list_fae_githyanki
githzerai,githzerai_collective_noun
githzerai,githzerai_prefix
githzerai,name_list_fae_githzerai
glabrezu,glabrezu_collective_noun
glabrezu,glabrezu_prefix
glabrezu,name_list_fae_glabrezu
gnoll,gnoll_collective_noun
gnoll,gnoll_prefix
gnoll,name_list_fae_gnoll
gnome,gnome_collective_noun
gnome,gnome_prefix
gnome,name_list_fae_gnome
goblin,goblin_collective_noun
goblin,goblin_prefix
goblin,name_list_fae_goblin
gold_dragon,gold_dragon_collective_noun
gold_dragon,gold_dragon_prefix
gold_dragon,name_list_fae_gold_dragon
gold_dwarf,gold_dwarf_collective_noun
gold_dwarf,gold_dwarf_prefix
gold_dwarf,name_list_fae_gold_dwarf
golem,golem_collective_noun
golem,golem_prefix
golem,name_list_fae_golem
goliath,goliath_collective_noun
goliath,goliath_prefix
goliath,name_list_fae_goliath
gontese,gontese_collective_noun
gontese,gontese_prefix
gontese,name_list_fae_gontese
gormeel,gormeel_collective_noun
gormeel,gormeel_prefix
gormeel,name_list_fae_gormeel
gray_dragon,gray_dragon_collective_noun
gray_dragon,gray_dragon_prefix
gray_dragon,name_list_fae_gray_dragon
gray_orc,gray_orc_collective_noun
gray_orc,gray_orc_prefix
gray_orc,name_list_fae_gray_orc
green_dragon,green_dragon_collective_noun
green_dragon,green_dragon_prefix
green_dragon,name_list_fae_green_dragon
green_elf,green_elf_collective_noun
green_elf,green_elf_prefix
green_elf,name_list_fae_green_elf
green_folk,green_folk_collective_noun
green_folk,green_folk_prefix
green_folk,name_list_fae_green_folk
guardinal,guardinal_collective_noun
guardinal,guardinal_prefix
guardinal,name_list_fae_guardinal
gugari,gugari_collective_noun
gugari,gugari_prefix
gugari,name_list_fae_gugari
gur,gur_collective_noun
gur,gur_prefix
gur,name_list_fae_gur
gurri,gurri_collective_noun
gurri,gurri_prefix
gurri,name_list_fae_gurri
guychiang,guychiang_collective_noun
guychiang,guychiang_prefix
guychiang,name_list_fae_guychiang
hadhar,hadhar_collective_noun
hadhar,hadhar_prefix
hadhar,name_list_fae_hadhar
hag,hag_collective_noun
hag,hag_prefix
hag,name_list_fae_hag
hagspawn,hagspawn_collective_noun
hagspawn,hagspawn_prefix
hagspawn,name_list_fae_hagspawn
hai,hai_collective_noun
hai,hai_prefix
hai,name_list_fae_hai
half_eladrin,half_eladrin_collective_noun
half_eladrin,half_eladrin_prefix
half_eladrin,name_list_fae_half_eladrin
half_giant,half_giant_collective_noun
half_giant,half_giant_prefix
half_giant,name_list_fae_half_giant
half_gnoll,half_gnoll_collective_noun
half_gnoll,half_gnoll_prefix
half_gnoll,name_list_fae_half_gnoll
half_green_elf,half_green_elf_collective_noun
half_green_elf,half_green_elf_prefix
half_green_elf,name_list_fae_half_green_elf
half_moon_elf,half_moon_elf_collective_noun
half_moon_elf,half_moon_elf_prefix
half_moon_elf,name_list_fae_half_moon_elf
half_ogre,half_ogre_collective_noun
half_ogre,half_ogre_prefix
half_ogre,name_list_fae_half_ogre
half_orc,half_orc_collective_noun
half_orc,half_orc_prefix
half_orc,name_list_fae_half_orc
half_sea_elf,half_sea_elf_collective_noun
half_sea_elf,half_sea_elf_prefix
half_sea_elf,name_list_fae_half_sea_elf
half_shadar_kai,half_shadar_kai_collective_noun
half_shadar_kai,half_shadar_kai_prefix
half_shadar_kai,name_list_fae_half_shadar_kai
half_sun_elf,half_sun_elf_collective_noun
half_sun_elf,half_sun_elf_prefix
half_sun_elf,name_list_fae_half_sun_elf
half_wood_elf,half_wood_elf_collective_noun
half_wood_elf,half_wood_elf_prefix
half_wood_elf,name_list_fae_half_wood_elf
halfblood,halfblood_collective_noun
halfblood,halfblood_prefix
halfblood,name_list_fae_halfblood
halruaan,halruaan_collective_noun
halruaan,halruaan_prefix
halruaan,name_list_fae_halruaan
hamadryad,hamadryad_collective_noun
hamadryad,hamadryad_prefix
hamadryad,name_list_fae_hamadryad
hcathan,hcathan_collective_noun
hcathan,hcathan_prefix
hcathan,name_list_fae_hcathan
hedgehog_culture,hedgehog_culture_collective_noun
hedgehog_culture,hedgehog_culture_prefix
hedgehog_culture,name_list_fae_hedgehog_culture
heldann,heldann_collective_noun
heldann,heldann_prefix
heldann,name_list_fae_heldann
hengeyokai,hengeyokai_collective_noun
hengeyokai,hengeyokai_prefix
hengeyokai,name_list_fae_hengeyokai
highcoaster,highcoaster_collective_noun
highcoaster,highcoaster_prefix
highcoaster,name_list_fae_highcoaster
hill_giant,hill_giant_collective_noun
hill_giant,hill_giant_prefix
hill_giant,name_list_fae_hill_giant
hobgoblin,hobgoblin_collective_noun
hobgoblin,hobgoblin_prefix
hobgoblin,name_list_fae_hobgoblin
hornhead,hornhead_collective_noun
hornhead,hornhead_prefix
hornhead,name_list_fae_hornhead
horse,horse_collective_noun
horse,horse_prefix
horse,name_list_fae_horse
hungtse,hungtse_collective_noun
hungtse,hungtse_prefix
hungtse,name_list_fae_hungtse
ice_hunter,ice_hunter_collective_noun
ice_hunter,ice_hunter_prefix
ice_hunter,name_list_fae_ice_hunter
igidujin,igidujin_collective_noun
igidujin,igidujin_prefix
igidujin,name_list_fae_igidujin
illithid,illithid_collective_noun
illithid,illithid_prefix
illithid,name_list_fae_illithid
illuskan,illuskan_collective_noun
illuskan,illuskan_prefix
illuskan,name_list_fae_illuskan
imaskari,imaskari_collective_noun
imaskari,imaskari_prefix
imaskari,name_list_fae_imaskari
impilturan,impilturan_collective_noun
impilturan,impilturan_prefix
impilturan,name_list_fae_impilturan
inevitable,inevitable_collective_noun
inevitable,inevitable_prefix
inevitable,name_list_fae_inevitable
