id,kind,faerun_file,vanilla_file,status,changed_keys,uses_faerun_mechanic,vanilla_dup_count,faerun_dup_count
animate_objects,decisions,decisions/faerun_class_decisions.txt,,new,,sorcerer_tiers,0,1
anti_host_adventuring,targeted_decisions,decisions/faerun_adventuring_decisions.txt,,new,,minor_titles,0,1
appease_spirits,society_decisions,decisions/faerun_societies_decisions.txt,,new,,societies,0,1
arcane_experiment,society_decisions,decisions/faerun_societies_decisions.txt,,new,,societies,0,1
ask_for_land,targetted_decisions,decisions/ze_ambition_decisions.txt,decisions/ze_ambition_decisions.txt,modified,ai_check_interval;ai_will_do;revoke_allowed,objectives,1,1
ask_for_pardon,targetted_decisions,decisions/ze_decisions.txt,decisions/ze_decisions.txt,modified,revoke_allowed,,1,1
ask_help_to_manage_titles,decisions,decisions/councillor_decision.txt,decisions/councillor_decision.txt,modified,potential;revoke_allowed,governments_custom,1,1
ask_teutonic_for_help_pagan,targetted_decisions,,decisions/HFP_holy_order_decisions.txt,deleted,,,1,0
ask_teutonic_for_help_teutonic,targetted_decisions,,decisions/HFP_holy_order_decisions.txt,deleted,,,1,0
ask_to_leave_court,targeted_decisions,decisions/rip_various_decisions.txt,decisions/rip_various_decisions.txt,modified,revoke_allowed,,1,1
ask_wards_liege_to_allow_culture_religion_swap,targetted_decisions,decisions/ze_decisions.txt,decisions/ze_decisions.txt,modified,potential;revoke_allowed,,1,1
ask_wards_liege_to_allow_faith_focus,targetted_decisions,decisions/ze_decisions.txt,decisions/ze_decisions.txt,modified,revoke_allowed,,1,1
assassins_borrow_money,society_decisions,decisions/mnm_society_decisions.txt,decisions/mnm_society_decisions.txt,modified,allow;effect;is_in_society;potential;revoke_allowed,societies,1,1
assassins_clear_marked_for_death_target,targeted_decisions,decisions/mnm_society_decisions.txt,decisions/mnm_society_decisions.txt,modified,effect;from_potential;is_in_society;revoke_allowed,societies,1,1
assassins_donate,society_decisions,decisions/mnm_society_decisions.txt,decisions/mnm_society_decisions.txt,modified,effect;is_in_society;potential;revoke_allowed,societies,1,1
assassins_drug_effect,society_decisions,decisions/mnm_society_decisions.txt,decisions/mnm_society_decisions.txt,modified,effect;is_in_society;potential,societies,1,1
assassins_mark_for_death,targeted_decisions,decisions/mnm_society_decisions.txt,decisions/mnm_society_decisions.txt,modified,ai_target_filter;ai_will_do;effect;from_potential;is_in_society;potential;revoke_allowed,societies,1,1
assassins_pay_debt,society_decisions,decisions/mnm_society_decisions.txt,decisions/mnm_society_decisions.txt,modified,potential;revoke_allowed,societies,1,1
assassins_raise_ships,society_decisions,decisions/mnm_society_decisions.txt,decisions/mnm_society_decisions.txt,modified,effect;is_in_society;potential;revoke_allowed,societies,1,1
assassins_raise_troops,society_decisions,decisions/mnm_society_decisions.txt,decisions/mnm_society_decisions.txt,modified,effect;is_in_society;potential;revoke_allowed,societies,1,1
assassins_recruit,targeted_decisions,,decisions/mnm_society_decisions.txt,deleted,,,1,0
assassins_scare_ruler,targeted_decisions,decisions/mnm_society_decisions.txt,decisions/mnm_society_decisions.txt,modified,ai_will_do;allow;effect;from_potential;is_in_society;revoke_allowed,societies,1,1
auril_embrace,decisions,decisions/faerun_religious_decisions.txt,,new,,disease,0,1
auril_winter_protection,settlement_decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
bacchants_recruit,targeted_decisions,,decisions/mnm_society_decisions.txt,deleted,,,1,0
bahamut_attract_dragon,decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
become_genghis_khan,decisions,,decisions/HL_decisions.txt,deleted,,,1,0
become_genghis_khan_tribal,decisions,,decisions/HL_decisions.txt,deleted,,,1,0
become_kshatriya,decisions,,decisions/minor_decisions.txt,deleted,,,1,0
become_samrat_chakravartin,decisions,,decisions/realm_decisions.txt,deleted,,,1,0
become_saoshyant,decisions,,decisions/realm_decisions.txt,deleted,,,1,0
become_vaishya,decisions,,decisions/minor_decisions.txt,deleted,,,1,0
beholder_eye_sacrifice,decisions,decisions/faerun_culturerace_decisions.txt,,new,,,0,1
beshabas_boon,decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
bind_fiend,decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
bloodthirsty_games_decision,decisions,decisions/HF_religious_decisions.txt,decisions/HF_religious_decisions.txt,modified,ai_will_do;only_playable;potential;revoke_allowed,minor_titles,1,1
bloodthirsty_mass_sacrifice_decision,decisions,decisions/HF_religious_decisions.txt,decisions/HF_religious_decisions.txt,modified,only_playable;potential;revoke_allowed,,1,1
bon_tolerate_indians,decisions,,decisions/jd_decisions.txt,deleted,,,1,0
borrow_money_assassins,decisions,decisions/holy_order_decisions.txt,decisions/holy_order_decisions.txt,modified,ai_will_do;allow;effect;potential;revoke_allowed,governments_custom;societies,1,1
borrow_money_bektashi,decisions,,decisions/holy_order_decisions.txt,deleted,,,1,0
borrow_money_gurs,decisions,decisions/minor_decisions.txt,,new,,governments_custom,0,1
borrow_money_haruriyyah,decisions,,decisions/holy_order_decisions.txt,deleted,,,1,0
borrow_money_jewish_special,decisions,,decisions/HFP_minor_decisions.txt,deleted,,,1,0
borrow_money_jews,decisions,,decisions/minor_decisions.txt,deleted,,,1,0
borrow_money_knights_templar,decisions,,decisions/holy_order_decisions.txt,deleted,,,1,0
borrow_money_radhanites,decisions,,decisions/jd_jewish_decisions.txt,deleted,,,1,0
break_non_aggression_pact,targeted_decisions,decisions/rip_various_decisions.txt,decisions/rip_various_decisions.txt,modified,revoke_allowed,,1,1
break_up_with_lover,targetted_decisions,decisions/way_of_life_decisions.txt,decisions/way_of_life_decisions.txt,modified,revoke_allowed,,1,1
breath_weapon,decisions,decisions/faerun_culturerace_decisions.txt,,new,,,0,1
brew_happiness_potion,targeted_decisions,,decisions/mnm_hermetics_decisions.txt,deleted,,,1,0
brew_mood_drug,targeted_decisions,decisions/faerun_societies_decisions.txt,,new,,societies,0,1
brotherhood_acquire_ingredients_decision,society_decisions,decisions/faerun_societies_decisions.txt,,new,,minor_titles;societies,0,1
brotherhood_laboratory,society_decisions,decisions/faerun_societies_decisions.txt,,new,,societies,0,1
build_hospital,title_decisions,decisions/rip_various_decisions.txt,decisions/rip_various_decisions.txt,kept,,,1,1
build_knight_bloodline,society_decisions,decisions/faerun_societies_decisions.txt,,new,,bloodlines;societies,0,1
build_laboratory,society_decisions,,decisions/mnm_society_decisions.txt,deleted,,,1,0
build_observatory,decisions,decisions/way_of_life_decisions.txt,decisions/way_of_life_decisions.txt,modified,ai_check_interval;ai_will_do;potential;revoke_allowed,,1,1
build_spelljammer_port,settlement_decisions,decisions/faerun_misc_decisions.txt,,new,,,0,1
build_third_temple,decisions,,decisions/realm_decisions.txt,deleted,,,1,0
buy_indulgence_for_sins,decisions,,decisions/realm_decisions.txt,deleted,,,1,0
buy_instrument,decisions,decisions/faerun_class_decisions.txt,,new,,,0,1
call_for_heroes,society_decisions,decisions/faerun_societies_decisions.txt,,new,,societies,0,1
carousing_with_the_men,decisions,decisions/HL_mercenary_decisions.txt,decisions/HL_mercenary_decisions.txt,modified,ai_check_interval;ai_will_do;potential;revoke_allowed,bloodlines;governments_custom,1,1
catholic_pilgrimage,decisions,,decisions/minor_decisions.txt,deleted,,,1,0
celebrate_bema,decisions,,decisions/minor_decisions.txt,deleted,,,1,0
celebrate_jashan_e_sadah,decisions,,decisions/minor_decisions.txt,deleted,,,1,0
celebrate_passover,decisions,,decisions/minor_decisions.txt,deleted,,,1,0
celibate_mom_dec,decisions,decisions/HFP_minor_decisions.txt,decisions/HFP_minor_decisions.txt,modified,ai_will_do;effect;potential,,1,1
ceremony_of_honor_to_helm,decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
ceremorphosis,targetted_decisions,decisions/faerun_culturerace_decisions.txt,,new,,,0,1
challenge_the_caliph,decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
change_composition_mercenary_company_feudal,targetted_decisions,decisions/ze_decisions.txt,decisions/ze_decisions.txt,modified,ai_check_interval;ai_will_do;revoke_allowed,,1,1
change_council_job,targetted_decisions,decisions/ze_decisions.txt,decisions/ze_decisions.txt,modified,ai;ai_check_interval;revoke_allowed,,1,1
change_pagan_branch_decision,decisions,decisions/HF_religious_decisions.txt,decisions/HF_religious_decisions.txt,modified,potential;revoke_allowed,,1,1
change_wards_focus_to_faith,targetted_decisions,decisions/ze_decisions.txt,decisions/ze_decisions.txt,modified,revoke_allowed,,1,1
change_wards_focus_to_heritage,targetted_decisions,decisions/ze_decisions.txt,decisions/ze_decisions.txt,modified,potential;revoke_allowed,,1,1
chauntea_favor,settlement_decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
china_force_to_open,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
china_invade_dragon_throne,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
china_raid,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
china_sends_reinforcements,decisions,,decisions/jd_decisions.txt,deleted,,,1,0
china_stop_raid,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
china_tributary_break_free,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_administrator,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_artifact,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_become_tributary,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_doctor,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_offer_artifact,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_offer_commander,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_offer_concubine,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_offer_eunuch,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_offer_physician,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_peace_deal,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_send_gift,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_send_relief,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_stop_supply_horses,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_grace_supply_horses,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_imperial_marriage,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_kow_tow_pilgrimage,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_master_engineer,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_request_invasion,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_siege_engineers,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_silk_road_favored_status,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
chinese_strategist,offmap_decisions,,decisions/jd_grace_decisions.txt,deleted,,,1,0
choose_hermetic_art,targeted_decisions,decisions/mnm_hermetics_decisions.txt,decisions/mnm_hermetics_decisions.txt,modified,potential;revoke_allowed,societies,1,1
choose_hindu_patron_deity,decisions,,decisions/minor_decisions.txt,deleted,,,1,0
choose_military_aspect,targeted_decisions,decisions/hf_warrior_lodge_decisions.txt,decisions/hf_warrior_lodge_decisions.txt,modified,potential;revoke_allowed,societies,1,1
choose_undeath,society_decisions,decisions/faerun_societies_decisions.txt,,new,,societies,0,1
choose_warhorse_nomad,decisions,decisions/minor_decisions.txt,decisions/minor_decisions.txt,modified,ai_check_interval;ai_will_do;potential;revoke_allowed,governments_custom,1,1
christian_mercenary_against_reconquista_defender_side,targetted_decisions,,decisions/HF_realm_decisions.txt,deleted,,,1,0
christian_mercenary_against_reconquista_mercenary_side,targetted_decisions,,decisions/HF_realm_decisions.txt,deleted,,,1,0
claim_constantinople,decisions,,decisions/realm_decisions.txt,deleted,,,1,0
claim_duel_decision,targeted_decisions,decisions/hf_warrior_lodge_decisions.txt,decisions/hf_warrior_lodge_decisions.txt,modified,allow;from_potential;potential;revoke_allowed,governments_custom,1,1
close_gov_list,decisions,decisions/faerun_govs_control.txt,,new,,,0,1
close_psi_spellbook,decisions,decisions/faerun_spellbook_control.txt,,new,,sorcerer_tiers,0,1
close_rituals,decisions,decisions/faerun_spellbook_control.txt,,new,,,0,1
close_sorc_spellbook,decisions,decisions/faerun_spellbook_control.txt,,new,,sorcerer_tiers,0,1
cold_ones_recruit,targeted_decisions,,decisions/mnm_society_decisions.txt,deleted,,,1,0
come_out_of_hiding,targetted_decisions,decisions/dynasty_decisions.txt,decisions/dynasty_decisions.txt,modified,revoke_allowed,,1,1
commission_runestone,decisions,decisions/minor_decisions.txt,decisions/minor_decisions.txt,modified,ai_will_do;allow;effect;potential;revoke_allowed,,1,1
commit_suicide,targetted_decisions,decisions/dynasty_decisions.txt,decisions/dynasty_decisions.txt,modified,potential;revoke_allowed,,1,1
commit_suicide_immortal,targeted_decisions,,decisions/rip_various_decisions.txt,deleted,,,1,0
concord_brain_golem,society_decisions,decisions/faerun_societies_decisions.txt,,new,,societies,0,1
concord_thrall_army,society_decisions,decisions/faerun_societies_decisions.txt,,new,,societies,0,1
conscript_merchant_ships,decisions,decisions/unit_decisions.txt,decisions/unit_decisions.txt,modified,potential,,1,1
convert_indian_branch,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_andalusian,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_attacker_religion,decisions,decisions/conversion_decisions.txt,decisions/conversion_decisions.txt,modified,ai_will_do;allow;effect;potential;revoke_allowed,governments_custom,1,1
convert_to_buddhism,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_castillan,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_catalan,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_commonwealth_indep,decisions,decisions/faerun_new_realm_decisions.txt,,new,,governments_custom;societies,0,1
convert_to_commonwealth_vassal,decisions,decisions/faerun_new_realm_decisions.txt,,new,,governments_custom;societies,0,1
convert_to_danish,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_divine_indep,decisions,decisions/faerun_new_realm_decisions.txt,,new,,governments_custom;societies,0,1
convert_to_divine_vassal,decisions,decisions/faerun_new_realm_decisions.txt,,new,,governments_custom;societies,0,1
convert_to_dutch,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_feudalism_indep,decisions,decisions/realm_decisions.txt,decisions/realm_decisions.txt,modified,ai_check_interval;ai_will_do;allow;effect;potential,governments_custom;societies,1,1
convert_to_feudalism_vassal,decisions,decisions/realm_decisions.txt,decisions/realm_decisions.txt,modified,ai_check_interval;ai_will_do;allow;effect;potential,governments_custom;societies,1,1
convert_to_french,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_hinduism,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_italian,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_jainism,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_liege_culture,targeted_decisions,decisions/conversion_decisions.txt,decisions/conversion_decisions.txt,modified,__kind__;ai;ai_check_interval;potential;revoke_allowed,governments_custom,1,1
convert_to_liege_culture_on_liege,targeted_decisions,decisions/conversion_decisions.txt,decisions/conversion_decisions.txt,modified,__kind__;ai;ai_check_interval;potential;revoke_allowed,governments_custom,1,1
convert_to_liege_religion,targeted_decisions,decisions/conversion_decisions.txt,decisions/conversion_decisions.txt,modified,__kind__;ai_target_filter;allow;effect;only_playable;potential;revoke_allowed,,1,1
convert_to_liege_religion_on_liege,targeted_decisions,decisions/conversion_decisions.txt,decisions/conversion_decisions.txt,modified,__kind__;ai;ai_check_interval;ai_target_filter;allow;effect;from_potential;only_playable;potential;revoke_allowed,,1,1
convert_to_local_culture,targeted_decisions,decisions/conversion_decisions.txt,decisions/conversion_decisions.txt,modified,__kind__;ai_check_interval;ai_will_do;potential;revoke_allowed,governments_custom,1,1
convert_to_local_religion,targeted_decisions,decisions/conversion_decisions.txt,decisions/conversion_decisions.txt,modified,__kind__;allow;effect;potential;revoke_allowed,governments_custom,1,1
convert_to_magocracy_indep,decisions,decisions/faerun_new_realm_decisions.txt,,new,,governments_custom;societies,0,1
convert_to_magocracy_vassal,decisions,decisions/faerun_new_realm_decisions.txt,,new,,governments_custom;societies,0,1
convert_to_nomadic_tribe,decisions,decisions/faerun_new_realm_decisions.txt,,new,,governments_custom,0,1
convert_to_norman,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_norwegian,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_occitan,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_outremer,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_parent_religion,targeted_decisions,decisions/conversion_decisions.txt,decisions/conversion_decisions.txt,modified,__kind__;allow;potential;revoke_allowed,,1,1
convert_to_portuguese,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_reformed,targeted_decisions,decisions/conversion_decisions.txt,decisions/conversion_decisions.txt,modified,__kind__;ai_will_do;allow;effect;potential;revoke_allowed,,1,1
convert_to_republic_ai,decisions,decisions/faerun_new_realm_decisions.txt,,new,,,0,1
convert_to_republic_indep,decisions,decisions/realm_decisions.txt,decisions/realm_decisions.txt,modified,ai_check_interval;ai_will_do;allow;effect;potential,governments_custom;societies,1,1
convert_to_russian,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_scottish,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_spouse_religion,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_swedish,targetted_decisions,,decisions/conversion_decisions.txt,deleted,,,1,0
convert_to_tribal_indep,society_decisions,decisions/faerun_societies_decisions.txt,,new,,governments_custom;societies,0,1
convert_to_tribal_vassal,society_decisions,decisions/faerun_societies_decisions.txt,,new,,governments_custom;societies,0,1
convert_tribal_to_castle,settlement_decisions,decisions/settlement_decisions.txt,decisions/settlement_decisions.txt,modified,allow;effect;from_potential;revoke_allowed,governments_custom,1,1
convert_tribal_to_city,settlement_decisions,decisions/settlement_decisions.txt,decisions/settlement_decisions.txt,modified,allow;effect;revoke_allowed,governments_custom,1,1
convert_tribal_to_temple,settlement_decisions,decisions/settlement_decisions.txt,decisions/settlement_decisions.txt,modified,effect;from_potential;revoke_allowed,,1,1
convince_to_straighten_up,targetted_decisions,decisions/dynasty_decisions.txt,decisions/dynasty_decisions.txt,modified,from_potential;revoke_allowed,,1,1
court_exodus,decisions,decisions/LT_decisions.txt,decisions/LT_decisions.txt,modified,potential;revoke_allowed,minor_titles,1,1
create_antioch,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_aragon,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_archduchy_of_austria,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_ashokas_chosen,decisions,,decisions/indian_holy_order_decisions.txt,deleted,,,1,0
create_bacchants,decisions,,decisions/HF_religious_decisions.txt,deleted,,,1,0
create_bosnia,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_bulls_rishabha,decisions,,decisions/indian_holy_order_decisions.txt,deleted,,,1,0
create_castille,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_cyprus,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_direguard,decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
create_dralhas_children,decisions,,decisions/indian_holy_order_decisions.txt,deleted,,,1,0
create_followers_arjuna,decisions,,decisions/indian_holy_order_decisions.txt,deleted,,,1,0
create_fraticelli_papacy,decisions,,decisions/religious_decisions.txt,deleted,,,1,0
create_grand_caliphate,decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
create_hungary,decisions,,decisions/realm_decisions.txt,deleted,,,1,0
create_iconoclast_patriarchy,decisions,,decisions/religious_decisions.txt,deleted,,,1,0
create_israel,decisions,,decisions/realm_decisions.txt,deleted,,,1,0
create_kingdom_amalfi,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_kingdom_genoa,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_kingdom_pisa,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_kingdom_venice,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_leon,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_many_arrows,decisions,decisions/faerun_misc_decisions.txt,,new,,,0,1
create_mercenary_company,targetted_decisions,decisions/HL_mercenary_decisions.txt,decisions/HL_mercenary_decisions.txt,modified,ai_will_do;allow;effect;from_potential;potential;revoke_allowed,bloodlines;governments_custom,1,1
create_mercenary_company_feudal,targetted_decisions,decisions/ze_decisions.txt,decisions/ze_decisions.txt,modified,allow;effect;potential;revoke_allowed,bloodlines;governments_custom;objectives,1,1
create_myrmidons,decisions,,decisions/HF_religious_decisions.txt,deleted,,,1,0
create_portugal,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_powys,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_russian_empire,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_stoics,decisions,,decisions/HF_religious_decisions.txt,deleted,,,1,0
create_switzerland,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_the_hansa,decisions,,decisions/HFP_realm_decisions.txt,deleted,,,1,0
create_treant,decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
create_warrior_lodge_hellenic,decisions,,decisions/hf_warrior_lodge_decisions.txt,deleted,,,1,0
cult_of_kali_recruit,targeted_decisions,,decisions/mnm_society_decisions.txt,deleted,,,1,0
cure_disease_decision,decisions,decisions/faerun_religious_decisions.txt,,new,,disease,0,1
cure_wound_decision,decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
cyric_make_rival,targeted_decisions,decisions/faerun_religious_decisions.txt,,new,,,0,1
death_cheese_ranch,title_decisions,decisions/faerun_flavor_missions.txt,,new,,,0,1
decision_abduct,targeted_decisions,decisions/mnm_society_decisions.txt,decisions/mnm_society_decisions.txt,modified,ai_target_filter;allow;effect;filter;from_potential;only_playable;potential;revoke_allowed,societies,1,1
decision_break_free,targetted_decisions,decisions/way_of_life_decisions.txt,decisions/way_of_life_decisions.txt,modified,ai_will_do;revoke_allowed,,1,1
decision_spy_on,targetted_decisions,decisions/way_of_life_decisions.txt,decisions/way_of_life_decisions.txt,modified,from_potential;revoke_allowed,societies,1,1
declare_feud,targetted_decisions,,decisions/HL_clan_decisions.txt,deleted,,,1,0
delve_into_classics_decision,decisions,,decisions/HF_religious_decisions.txt,deleted,,,1,0
delve_into_forbidden,society_decisions,decisions/faerun_societies_decisions.txt,,new,,societies,0,1
delve_into_heraldry,society_decisions,decisions/faerun_societies_decisions.txt,,new,,societies,0,1
demand_courtier_religious_conversion,targeted_decisions,decisions/faerun_religious_decisions.txt,,new,,governments_custom;societies;sorcerer_tiers,0,1
demand_gavelkind,targeted_decisions,decisions/rip_various_decisions.txt,decisions/rip_various_decisions.txt,modified,effect;revoke_allowed,,1,1
demand_gavelkind_use_favor,targeted_decisions,decisions/rip_various_decisions.txt,decisions/rip_various_decisions.txt,modified,effect;revoke_allowed,,1,1
demand_liege_title,decisions,decisions/realm_decisions.txt,decisions/realm_decisions.txt,modified,ai;potential,objectives,1,1
demand_vassal_religious_conversion,targeted_decisions,decisions/faerun_religious_decisions.txt,,new,,governments_custom;societies;sorcerer_tiers,0,1
destroy_artifact,decisions,decisions/minor_decisions.txt,decisions/minor_decisions.txt,modified,effect;potential,,1,1
destroy_great_pillar,settlement_decisions,,decisions/HF_religious_decisions.txt,deleted,,,1,0
detect_thoughts_sorc,decisions,decisions/faerun_class_decisions.txt,,new,,sorcerer_tiers,0,1
determine_zodiac_sign_decision,decisions,,decisions/HF_religious_decisions.txt,deleted,,,1,0
devil_worshiper_desecrate_temple_decision,title_decisions,decisions/mnm_devil_worshipers_decisions.txt,decisions/mnm_devil_worshipers_decisions.txt,modified,effect;from_potential;is_in_society;potential;revoke_allowed,societies,1,1
devil_worshipers_corrupt_priest,targeted_decisions,decisions/mnm_devil_worshipers_decisions.txt,decisions/mnm_society_decisions.txt,modified,ai_will_do;allow;effect;from_potential;is_in_society;potential,societies,1,1
devil_worshipers_dark_divorce,targeted_decisions,,decisions/mnm_devil_worshipers_decisions.txt,deleted,,,1,0
devil_worshipers_dark_healing,targeted_decisions,decisions/mnm_devil_worshipers_decisions.txt,decisions/mnm_society_decisions.txt,modified,ai_will_do;allow;effect;potential,disease;societies,1,1
devil_worshipers_demonic_possession,targeted_decisions,,decisions/mnm_society_decisions.txt,deleted,,,1,0
