table,ck2_key,column,status,token,verdict,live_hits,info_hits,evidence
culture_fields.csv,(none),ck3_key,none,suggest_family_names,found,7,1,common/culture/name_lists/00_ryukyuan.txt:4
culture_fields.csv,(none),ck3_key,none,suggest_ancestor_names,found,7,1,common/culture/name_lists/00_ryukyuan.txt:5
culture_fields.csv,(none),ck3_key,none,house_based_map_names,found,64,1,common/culture/name_lists/00_japanese.txt:3
culture_fields.csv,(none),ck3_key,none,created,found,340,20,common/scripted_character_templates/00_peasants_template.txt:326
culture_fields.csv,(none),ck3_key,none,history_loc_override,found,6,1,common/culture/cultures/00_south_slavic.txt:101
culture_fields.csv,(none),ck3_key,none,dlc_tradition,found,173,1,common/culture/cultures/00_west_germanic.txt:85
culture_fields.csv,(none),ck3_key,none,dlc_fallback_pillar,info_only,0,1,common/culture/cultures/_cultures.info:54
culture_fields.csv,per-province tech levels (15 files),ck3_key,approx,discover_innovation,found,3380,1,common/scripted_effects/01_dlc_fp1_scripted_effects.txt:1230
culture_fields.csv,per-province tech levels (15 files),ck3_key,approx,join_era,found,171,1,history/cultures/radhanite.txt:24
religion_fields.csv,<group_id> = { ... },ck3_key,approx,family,found,687,20,common/accolade_types/04_ep2_eminent_attributes.txt:566
religion_fields.csv,<group_id> = { ... },ck3_key,approx,faiths,found,215,29,common/casus_belli_types/00_religious_war.txt:134
religion_fields.csv,(no CK2 equivalent above the group),ck3_key,none,hostility_doctrine,found,4,2,common/religion/religion_family_types/00_religion_family_types.txt:3
religion_fields.csv,(no CK2 equivalent above the group),ck3_key,none,piety_icon_group,found,9,5,common/religion/religion_family_types/00_religion_family_types.txt:8
religion_fields.csv,(no CK2 equivalent above the group),ck3_key,none,graphical_faith,found,78,6,common/religion/religion_family_types/00_religion_family_types.txt:2
religion_fields.csv,(no CK2 equivalent above the group),ck3_key,none,doctrine_background_icon,found,6,4,common/religion/religion_family_types/00_religion_family_types.txt:4
religion_fields.csv,<religion_id> = { ... },ck3_key,exact,faiths,found,215,29,common/casus_belli_types/00_religious_war.txt:134
religion_fields.csv,graphical_culture,ck3_key,approx,graphical_faith,found,78,6,common/religion/religion_family_types/00_religion_family_types.txt:2
religion_fields.csv,graphical_culture,default_when_none,approx,graphical_faith,found,78,6,common/religion/religion_family_types/00_religion_family_types.txt:2
religion_fields.csv,graphical_culture,default_when_none,approx,pagan_gfx,found,76,0,common/buildings/00_temple_buildings.txt:453
religion_fields.csv,hostile_within_group,ck3_key,approx,parameters,found,1866,47,common/house_aspirations/10_tgp_japan_house_aspirations.txt:16
religion_fields.csv,hostile_within_group,ck3_key,approx,hostility_same_religion,found,7,1,common/religion/doctrine_types/30_core_tenets.txt:1784
religion_fields.csv,hostile_within_group,default_when_none,approx,hostility_same_religion,found,7,1,common/religion/doctrine_types/30_core_tenets.txt:1784
religion_fields.csv,male_names / female_names,ck3_key,approx,reserved_male_names,found,7,2,common/religion/religion_types/00_dualism.txt:46
religion_fields.csv,male_names / female_names,ck3_key,approx,reserved_female_names,found,3,2,common/religion/religion_types/00_judaism.txt:50
religion_fields.csv,color,ck3_key,exact,color,found,4089,7,common/legends/legend_types/00_legends.txt:2
religion_fields.csv,icon,ck3_key,approx,icon,found,4042,54,common/accolade_types/04_ep2_eminent_attributes.txt:29
religion_fields.csv,graphical_culture,ck3_key,approx,graphical_faith,found,78,6,common/religion/religion_family_types/00_religion_family_types.txt:2
religion_fields.csv,high_god_name,ck3_key,approx,localization,found,1246,62,common/task_contracts/laamp_transport_contracts.txt:1947
religion_fields.csv,high_god_name,ck3_key,approx,HighGodName,found,81,0,common/religion/religion_types/00_shintoism.txt:63
religion_fields.csv,high_god_name,ck3_key,approx,HighGodNamePossessive,found,69,0,common/religion/religion_types/00_shintoism.txt:65
religion_fields.csv,high_god_name,ck3_key,approx,HighGodNameSheHe,found,67,0,common/religion/religion_types/00_shintoism.txt:66
religion_fields.csv,high_god_name,ck3_key,approx,CHARACTER_SHEHE_SHE,found,188,0,common/customizable_localization/05_bp2_custom_loc.txt:55
religion_fields.csv,high_god_name,ck3_key,approx,HighGodHerHis,found,67,0,common/religion/religion_types/00_shintoism.txt:68
religion_fields.csv,god_names,ck3_key,exact,localization,found,1246,62,common/task_contracts/laamp_transport_contracts.txt:1947
religion_fields.csv,god_names,ck3_key,exact,GoodGodNames,found,71,0,common/religion/religion_types/00_shintoism.txt:172
religion_fields.csv,evil_god_names,ck3_key,exact,localization,found,1246,62,common/task_contracts/laamp_transport_contracts.txt:1947
religion_fields.csv,evil_god_names,ck3_key,exact,EvilGodNames,found,57,0,common/religion/religion_types/00_shintoism.txt:173
religion_fields.csv,evil_god_names,ck3_key,exact,DevilName,found,58,0,common/religion/religion_types/00_shintoism.txt:150
religion_fields.csv,scripture_name,ck3_key,exact,localization,found,1246,62,common/task_contracts/laamp_transport_contracts.txt:1947
religion_fields.csv,scripture_name,ck3_key,exact,ReligiousText,found,61,0,common/religion/religion_types/00_shintoism.txt:187
religion_fields.csv,scripture_name,ck3_key,exact,ReligiousText2,found,61,0,common/religion/religion_types/00_shintoism.txt:188
religion_fields.csv,scripture_name,ck3_key,exact,ReligiousText3,found,61,0,common/religion/religion_types/00_shintoism.txt:189
religion_fields.csv,priest_title,ck3_key,approx,localization,found,1246,62,common/task_contracts/laamp_transport_contracts.txt:1947
religion_fields.csv,priest_title,ck3_key,approx,PriestMale,found,77,0,common/religion/religion_types/00_shintoism.txt:198
religion_fields.csv,priest_title,ck3_key,approx,PriestMalePlural,found,77,0,common/religion/religion_types/00_shintoism.txt:199
religion_fields.csv,priest_title,ck3_key,approx,PriestFemale,found,77,0,common/religion/religion_types/00_shintoism.txt:200
religion_fields.csv,priest_title,ck3_key,approx,PriestFemalePlural,found,77,0,common/religion/religion_types/00_shintoism.txt:201
religion_fields.csv,priest_title,ck3_key,approx,PriestNeuter,found,75,0,common/religion/religion_types/00_shintoism.txt:202
religion_fields.csv,priest_title,ck3_key,approx,PriestNeuterPlural,found,75,0,common/religion/religion_types/00_shintoism.txt:203
religion_fields.csv,priest_title,ck3_key,approx,AltPriestTermPlural,found,55,0,common/religion/religion_types/00_shintoism.txt:204
religion_fields.csv,piety_name,ck3_key,approx,piety_icon_group,found,9,5,common/religion/religion_family_types/00_religion_family_types.txt:8
religion_fields.csv,piety_name,default_when_none,approx,piety_icon_group,found,9,5,common/religion/religion_family_types/00_religion_family_types.txt:8
religion_fields.csv,piety_name,default_when_none,approx,pagan,found,150,1,common/defines/graphic/00_graphics.txt:819
religion_fields.csv,crusade_name,ck3_key,exact,localization,found,1246,62,common/task_contracts/laamp_transport_contracts.txt:1947
religion_fields.csv,crusade_name,ck3_key,exact,GHWName,found,49,0,common/religion/religion_types/00_shintoism.txt:221
religion_fields.csv,crusade_name,ck3_key,exact,GHWNamePlural,found,49,0,common/religion/religion_types/00_shintoism.txt:222
religion_fields.csv,intermarry,ck3_key,approx,hostility,found,28,9,common/defines/00_defines.txt:804
religion_fields.csv,intermarry,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,intermarry,ck3_key,approx,parameters,found,1866,47,common/house_aspirations/10_tgp_japan_house_aspirations.txt:16
religion_fields.csv,intermarry,ck3_key,approx,doctrine_pluralism_pluralistic,found,176,0,common/accolade_types/04_ep2_common_attributes.txt:1206
religion_fields.csv,intermarry,default_when_none,approx,doctrine_pluralism_righteous,found,43,1,common/scripted_modifiers/00_faction_modifiers.txt:109
religion_fields.csv,max_wives,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,max_wives,default_when_none,approx,doctrine_monogamy,found,24,0,common/religion/religion_types/00_basque_paganism.txt:17
religion_fields.csv,max_consorts,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,max_consorts,default_when_none,approx,doctrine_monogamy,found,24,0,common/religion/religion_types/00_basque_paganism.txt:17
religion_fields.csv,women_can_take_consorts / men_can_take_consorts,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,women_can_take_consorts / men_can_take_consorts,default_when_none,approx,doctrine_gender_male_dominated,found,193,0,common/scripted_character_templates/05_bp2_character_templates.txt:63
religion_fields.csv,feminist,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,feminist,default_when_none,approx,doctrine_gender_male_dominated,found,193,0,common/scripted_character_templates/05_bp2_character_templates.txt:63
religion_fields.csv,priests_can_marry,ck3_key,exact,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,priests_can_marry,default_when_none,exact,doctrine_clerical_marriage_allowed,found,55,0,common/scripted_triggers/00_adultery_triggers.txt:76
religion_fields.csv,priests_can_inherit,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,priests_can_inherit,default_when_none,approx,doctrine_clerical_succession_temporal_appointment,found,51,0,common/scripted_triggers/00_activity_triggers.txt:81
religion_fields.csv,female_temple_holders / male_temple_holders,ck3_key,exact,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,female_temple_holders / male_temple_holders,default_when_none,exact,doctrine_clerical_gender_male_only,found,48,0,common/customizable_localization/00_divinity_custom_loc.txt:164
religion_fields.csv,can_hold_temples,ck3_key,approx,theocracy_government,found,323,0,common/customizable_localization/00_pl_custom_loc_extra.txt:1017
religion_fields.csv,can_hold_temples,ck3_key,approx,can_get_government,found,12,2,common/governments/01_japan_government_types.txt:52
religion_fields.csv,can_grant_divorce,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,can_grant_divorce,default_when_none,approx,doctrine_divorce_approval,found,15,0,common/religion/religion_types/00_basque_paganism.txt:18
religion_fields.csv,cousin_marriage,ck3_key,exact,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,cousin_marriage,default_when_none,exact,doctrine_consanguinity_restricted,found,15,0,common/scripted_triggers/00_religious_triggers.txt:241
religion_fields.csv,psc_marriage,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,bs_marriage / pc_marriage,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,divine_blood,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,can_excommunicate,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,can_excommunicate,default_when_none,approx,doctrine_no_head,found,76,0,common/religion/religion_types/00_shintoism.txt:8
religion_fields.csv,can_call_crusade,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,can_call_crusade,default_when_none,approx,doctrine_pluralism_righteous,found,43,1,common/scripted_modifiers/00_faction_modifiers.txt:109
religion_fields.csv,can_retire_to_monastery,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,pacifist,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,allow_looting,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,allow_rivermovement,ck3_key,none,wanua_government,found,168,0,common/customizable_localization/00_government_custom_loc.txt:985
religion_fields.csv,allow_rivermovement,ck3_key,none,flag,found,4094,2,common/scripted_character_templates/04_fp3_character_templates.txt:319
religion_fields.csv,allow_rivermovement,ck3_key,none,government_enables_river_travel,found,2,0,common/scripted_rules/00_rules.txt:538
religion_fields.csv,seafarer,ck3_key,approx,traditions,found,295,2,common/defines/00_defines.txt:1163
religion_fields.csv,seafarer,ck3_key,approx,tradition_seafaring,found,25,0,common/script_values/06_ce1_epidemics_values.txt:1333
religion_fields.csv,pentarchy / autocephaly,ck3_key,approx,tenet_pentarchy,found,7,0,common/religion/religion_types/00_christianity.txt:339
religion_fields.csv,pentarchy / autocephaly,ck3_key,approx,religious_head,found,578,1,common/council_positions/00_council_positions.txt:876
religion_fields.csv,has_heir_designation,ck3_key,approx,succession_laws,found,1463,0,common/game_concepts/00_game_concepts.txt:1761
religion_fields.csv,has_heir_designation,ck3_key,approx,appointment_succession_law,found,9,0,common/game_concepts/07_ep3_game_concepts.txt:326
religion_fields.csv,unit_modifier / unit_home_modifier,ck3_key,approx,character_modifier,found,2972,22,common/game_concepts/00_game_concepts.txt:2639
religion_fields.csv,character_modifier,ck3_key,approx,character_modifier,found,2972,22,common/game_concepts/00_game_concepts.txt:2639
religion_fields.csv,uses_jizya_tax,ck3_key,exact,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,hard_to_convert,ck3_key,approx,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,reformed,ck3_key,approx,pagan_roots,found,35,1,common/religion/religion_types/00_basque_paganism.txt:5
religion_fields.csv,reformed,ck3_key,approx,religion,found,4067,29,common/council_positions/00_council_positions.txt:664
religion_fields.csv,reformed,ck3_key,approx,unreformed_faith_doctrine,found,47,0,common/scripted_triggers/00_religious_triggers.txt:1798
religion_fields.csv,reformed,ck3_key,approx,unreformed,found,121,2,common/task_contracts/laamp_base_contracts.txt:5143
religion_fields.csv,reformed,ck3_key,approx,faith,found,4078,18,common/council_positions/00_council_positions.txt:593
religion_fields.csv,reformer_head_of_religion,ck3_key,approx,religious_head,found,578,1,common/council_positions/00_council_positions.txt:876
religion_fields.csv,(none),ck3_key,none,religious_head,found,578,1,common/council_positions/00_council_positions.txt:876
religion_fields.csv,(none),default_when_none,none,doctrine_no_head,found,76,0,common/religion/religion_types/00_shintoism.txt:8
religion_fields.csv,(none),ck3_key,none,traits,found,1654,35,common/scripted_character_templates/04_fp3_character_templates.txt:683
religion_fields.csv,(none),ck3_key,none,virtues,found,100,3,common/game_concepts/00_game_concepts.txt:2189
religion_fields.csv,(none),ck3_key,none,sins,found,84,5,common/game_concepts/00_game_concepts.txt:2193
religion_fields.csv,(none),ck3_key,none,holy_order_names,found,43,2,common/religion/religion_types/00_basque_paganism.txt:54
religion_fields.csv,(none),ck3_key,none,holy_order_maa,found,24,1,common/defines/00_defines.txt:1210
religion_fields.csv,(none),ck3_key,none,custom_faith_icons,found,49,1,common/religion/religion_types/00_shintoism.txt:58
religion_fields.csv,(none),ck3_key,none,doctrine_background_icon,found,6,4,common/religion/religion_family_types/00_religion_family_types.txt:4
religion_fields.csv,(none),ck3_key,none,doctrine_selection_pair,found,15,1,common/religion/religion_types/00_finno_ugric.txt:236
religion_fields.csv,holy_site = <religion>,ck3_key,approx,county,found,4022,74,common/scripted_character_templates/00_officials_templates.txt:7
religion_fields.csv,holy_site = <religion>,ck3_key,approx,barony,found,1595,23,common/travel/point_of_interest_types/travel_point_of_interest_types.txt:38
religion_fields.csv,holy_site = <religion>,ck3_key,approx,parameters,found,1866,47,common/house_aspirations/10_tgp_japan_house_aspirations.txt:16
religion_fields.csv,holy_site = <religion>,ck3_key,approx,flag,found,4094,2,common/scripted_character_templates/04_fp3_character_templates.txt:319
religion_fields.csv,holy_site = <religion>,ck3_key,approx,character_modifier,found,2972,22,common/game_concepts/00_game_concepts.txt:2639
religion_fields.csv,(the faith's side of the link),ck3_key,approx,holy_site,found,733,1,common/legends/legend_seeds/00_legend_seeds.txt:369
religion_fields.csv,(what a valid CK3 faith needs),ck3_key,exact,mandatory,found,7,1,common/great_projects/types/00_ministry_projects.txt:256
religion_fields.csv,(what a valid CK3 faith needs),ck3_key,exact,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,(what a valid CK3 faith needs),ck3_key,exact,groups,found,13,21,common/situation/situations/tgp_dynastic_cycle.txt:384
religion_fields.csv,(what a valid CK3 faith needs),ck3_key,exact,doctrine_core_tenets,found,1,0,common/religion/doctrine_group_types/00_doctrine_group_types.txt:288
religion_fields.csv,(what a valid CK3 faith needs),ck3_key,exact,x3,found,3,0,common/character_interactions/00_invite_agent_to_scheme.txt:404
religion_fields.csv,(safe fantasy-pantheon default doctrine set),ck3_key,exact,copy,found,13,1,common/script_values/00_culture_values.txt:643
religion_fields.csv,(safe fantasy-pantheon default doctrine set),ck3_key,exact,doctrine,found,2205,42,common/scripted_character_templates/03_fp2_character_templates.txt:150
religion_fields.csv,(mandatory-in-practice non-doctrine fields),ck3_key,exact,family,found,687,20,common/accolade_types/04_ep2_eminent_attributes.txt:566
religion_fields.csv,(mandatory-in-practice non-doctrine fields),ck3_key,exact,color,found,4089,7,common/legends/legend_types/00_legends.txt:2
religion_fields.csv,(mandatory-in-practice non-doctrine fields),ck3_key,exact,localization,found,1246,62,common/task_contracts/laamp_transport_contracts.txt:1947
religion_fields.csv,god/priest/afterlife naming,ck3_key,exact,localization,found,1246,62,common/task_contracts/laamp_transport_contracts.txt:1947
government_map.csv,feudal_government,ck3_government,exact,feudal_government,found,1334,1,common/casus_belli_types/01_fp1_wars.txt:1015
government_map.csv,democratic_feudal_government,ck3_government,approx,feudal_government,found,1334,1,common/casus_belli_types/01_fp1_wars.txt:1015
government_map.csv,democratic_feudal_government,succession_law_to_emit,approx,feudal_elective_succession_law,found,9,0,common/laws/01_title_succession_laws.txt:3
government_map.csv,divine_feudal_government,ck3_government,approx,feudal_government,found,1334,1,common/casus_belli_types/01_fp1_wars.txt:1015
