id,kind,faerun_file,vanilla_file,status,changed_keys,uses_faerun_mechanic,vanilla_dup_count,faerun_dup_count
on_province_major_modifier,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_province_renamed,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_quest_failure,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_quest_success,on_action,common/on_actions/00_on_actions.txt;common/on_actions/olrox_society_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,2
on_rebel_revolt,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_reform_religion,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_rel_elector_chosen,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_rel_head_chosen,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_released_from_prison,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_retract_vassal_attempted_started_war,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_revoke_attempted_started_war,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_settlement_construction_completed,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,governments_custom,1,1
on_settlement_construction_start,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_settlement_looted,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_siege_lost_leader,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_siege_lost_leader_fort,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_siege_lost_leader_trade_post,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_siege_over_loc_chars,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events;random_events,,1,1
on_siege_over_loc_chars_fort,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_siege_over_loc_chars_trade_post,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_siege_over_winner,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events;random_events,,1,1
on_siege_over_winner_fort,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_siege_over_winner_trade_post,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_siege_pulse,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,random_events,,1,1
on_siege_won_leader,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events;random_events,,1,1
on_siege_won_leader_fort,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_siege_won_leader_trade_post,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_society_bi_yearly_pulse,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events;random_events,,1,1
on_society_created,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_society_destroyed,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_society_failed_to_find_new_leader,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_society_progress_full,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_society_progress_zero,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_split_clan_attempted_started_war,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_startup,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,effect;events,governments_custom;societies,1,1
on_title_renamed,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_trade_post_construction_completed,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_trade_post_construction_start,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_tyranny_gained,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_tyranny_gained_tyrant_only,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_unit_entering_province,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_unlanded,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_unpledge_crusade_defense,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_unpledge_crusade_participation,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_vassal_accepts_religious_conversion,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_war_ended_defeat,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_war_ended_invalid,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_war_ended_victory,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_war_ended_whitepeace,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_war_started,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events,,1,1
on_warleader_death,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_construction_start,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_destroyed,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_loot_start,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_owner_change,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_renamed,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_restore_finish,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_restore_start,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_stage_finish,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_stage_loot_finish,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_stage_loot_start,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_upgrade_destroyed,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_upgrade_finish,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_wonder_upgrade_start,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,kept,,,1,1
on_yearly_childhood_pulse,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,random_events,bloodlines,1,1
on_yearly_pulse,on_action,common/on_actions/00_on_actions.txt,common/on_actions/00_on_actions.txt,modified,events;random_events,governments_custom;objectives,1,1
