county,barony,holding,built_date,seed_source,pixels,status,ck2_province,ck2_province_name,capital,later_bookmark
c_cormanda,b_cokhis,castle_holding,initial,capital_position,3094,placed,2393,Cormanda,yes,no
c_mirande,b_mirande,city_holding,initial,capital_position,3309,placed,1664,Mirande,yes,no
c_mirande,b_djerad_laxand,castle_holding,initial,sampled,1695,placed,1664,Mirande,no,no
c_qaragar,b_qaragar,castle_holding,initial,capital_position,2790,placed,1662,Qaragar,yes,no
c_qaragar,b_djerad_rorgaechara,city_holding,initial,port_position,851,placed,1662,Qaragar,no,no
c_oceans_sigh,b_oceansigh,castle_holding,initial,capital_position,4175,placed,1661,Oceans Sigh,yes,no
c_stormhelm,b_stormhelm,castle_holding,initial,capital_position,1053,placed,1647,Stormhelm,yes,no
c_stormhelm,b_djerad_koraa,city_holding,initial,port_position,0,demoted,1647,Stormhelm,no,no
c_rondeval,b_rondeval,castle_holding,initial,capital_position,2631,placed,1648,Rondeval,yes,no
c_bellakh,b_bellakh,castle_holding,initial,capital_position,4163,placed,1653,Bellakh,yes,no
c_nornglast,b_nornglast,castle_holding,initial,capital_position,3205,placed,1649,Nornglast,yes,no
c_sawsh,b_sawsh,tribal_holding,initial,capital_position,5940,placed,1643,Sawsh,yes,no
c_mistshaws,b_mistshaws,castle_holding,initial,capital_position,2575,placed,1646,Mistshaws,yes,no
c_belprins_hold,b_belprins_hold,castle_holding,initial,capital_position,4604,placed,1644,Belprins Hold,yes,no
c_stormslough,b_djerad_tauro,tribal_holding,initial,capital_position,3945,placed,1650,Stormslough,yes,no
c_hargleth_forest,b_akalentar,tribal_holding,initial,capital_position,5028,placed,1655,Hargleth Forest,yes,no
c_argul,b_argul,castle_holding,initial,capital_position,2841,placed,1654,Argul,yes,no
c_raurokh,b_raurokh,tribal_holding,initial,capital_position,2408,placed,1645,Raurokh,yes,no
c_oroth,b_oroth,tribal_holding,initial,capital_position,2333,placed,2517,Oroth,yes,no
c_bregenduth,b_mariphim,castle_holding,initial,capital_position,7422,placed,1651,Bregenduth,yes,no
c_spiteful_isles,b_djerad_axatar,tribal_holding,initial,capital_position,645,placed,1652,Spiteful Isles,yes,no
c_dimee_moor,b_djerad_dimee,castle_holding,initial,capital_position,2384,placed,2395,Dimee Moor,yes,no
c_gontal,b_gontal,tribal_holding,initial,capital_position,903,placed,2141,Gontal,yes,no
c_gontal,b_sanda,city_holding,1388.1.1,port_position,832,placed,2141,Gontal,no,yes
c_gontal,b_areyn,church_holding,1388.1.1,sampled,814,placed,2141,Gontal,no,yes
c_szant,b_szant,tribal_holding,initial,capital_position,2084,placed,2140,Szant,yes,no
c_szant,b_achaurax,city_holding,1388.1.1,port_position,1070,placed,2140,Szant,no,yes
c_aretax_bay,b_aretax,tribal_holding,initial,capital_position,4235,placed,2138,Aretax Bay,yes,no
c_djerad_harngha,b_djerad_harngha,tribal_holding,initial,capital_position,2949,placed,2139,Djerad Harngha,yes,no
c_djerad_harngha,b_arora,city_holding,1385.4.29,port_position,705,placed,2139,Djerad Harngha,no,yes
c_darkturret,b_arnda,castle_holding,initial,capital_position,3213,placed,2142,Darkturret,yes,no
c_sierrak,b_sierrak,tribal_holding,initial,capital_position,4670,placed,2137,Sierrak,yes,no
c_alorev,b_alorev,tribal_holding,initial,capital_position,4182,placed,2133,Alorev,yes,no
c_lyndar,b_lyndar,tribal_holding,initial,capital_position,6203,placed,2135,Lyndar,yes,no
c_umbral_murk,b_halorar,tribal_holding,initial,capital_position,5224,placed,2134,Umbral Murk,yes,no
c_glaurflow,b_kustaelau,tribal_holding,initial,capital_position,2683,placed,2136,Glaurflow,yes,no
c_riimlost,b_riimlost,tribal_holding,initial,capital_position,1278,placed,2132,Riimlost,yes,no
c_riimlost,b_arauth,church_holding,1420.1.1,sampled,0,demoted,2132,Riimlost,no,yes
c_riimlost,b_bleak_pass,city_holding,1420.1.1,port_position,641,placed,2132,Riimlost,no,yes
c_korar_hills,b_korar,tribal_holding,initial,capital_position,2852,placed,2143,Korar Hills,yes,no
c_korar_hills,b_djerad_arandal,city_holding,1388.1.1,port_position,457,placed,2143,Korar Hills,no,yes
c_surraer,b_surraer,tribal_holding,initial,capital_position,2019,placed,2131,Surraer,yes,no
c_velandilmur,b_velandilmur,tribal_holding,initial,capital_position,2260,placed,2144,Velandilmur,yes,no
c_velandilmur,b_djerad_thar_ghul,city_holding,1388.1.1,port_position,611,placed,2144,Velandilmur,no,yes
c_sartha_coast,b_sarara,tribal_holding,initial,capital_position,4527,placed,2161,Sartha Coast,yes,no
c_southspar,b_mere,tribal_holding,initial,capital_position,7690,placed,2160,Southspar,yes,no
c_arael_hills,b_arael,castle_holding,initial,capital_position,4237,placed,2159,Arael Hills,yes,no
c_graulthanc,b_graulthanc,castle_holding,initial,capital_position,6406,placed,1689,Graulthanc,yes,no
c_sathadech,b_sathadech,castle_holding,initial,capital_position,6064,placed,1617,Sathadech,yes,no
c_lower_glaur,b_orantrax,tribal_holding,initial,capital_position,7246,placed,2130,Lower Glaur,yes,no
c_starspire,b_djerad_kurar,tribal_holding,initial,capital_position,5687,placed,1691,Starspire,yes,no
c_landithust,b_landithust,tribal_holding,initial,capital_position,5664,placed,1690,Landithust,yes,no
c_mevarand,b_mevarand,castle_holding,initial,capital_position,5838,placed,1540,Mevarand,yes,no
c_ithan,b_ithan,castle_holding,initial,capital_position,3053,placed,1616,Ithan,yes,no
c_the_fang,b_djerad_madara,tribal_holding,initial,capital_position,4442,placed,2129,The Fang,yes,no
c_xoraar,b_xoraar,castle_holding,initial,capital_position,1748,placed,2152,Xoraar,yes,no
c_xoraar,b_handia,city_holding,initial,port_position,808,placed,2152,Xoraar,no,no
c_araash,b_araash,castle_holding,initial,capital_position,4630,placed,2153,Araash,yes,no
c_malaarar,b_malaarar,tribal_holding,initial,capital_position,4391,placed,1687,Malaarar,yes,no
c_talaran_highlands,b_talara,tribal_holding,initial,capital_position,2939,placed,1688,Talaran Highlands,yes,no
c_roraari,b_roraari,castle_holding,initial,capital_position,3402,placed,1681,Roraari,yes,no
c_coldlight_cliffs,b_arrlaur,tribal_holding,initial,capital_position,3271,placed,1680,Coldlight Cliffs,yes,no
c_tera_dur,b_tera_dur,tribal_holding,initial,capital_position,4944,placed,1685,Tera-Dur,yes,no
c_taranmire,b_taran,castle_holding,initial,capital_position,4646,placed,1686,Taranmire,yes,no
c_lost_land,b_djerad_tarora,tribal_holding,initial,capital_position,6997,placed,1682,Lost Land,yes,no
c_windswept_plain,b_marghu,tribal_holding,initial,capital_position,2112,placed,2391,Windswept Plain,yes,no
c_aldreth,b_aldreth,city_holding,initial,capital_position,1215,placed,1639,Aldreth,yes,no
c_aldreth,b_duthim,castle_holding,initial,sampled,0,demoted,1639,Aldreth,no,no
c_ulark,b_ulark,city_holding,initial,capital_position,4204,placed,1640,Ulark,yes,no
c_rorst,b_rorst,city_holding,initial,capital_position,5919,placed,1641,Rorst,yes,no
c_mraar_forest,b_ara_mraar,tribal_holding,initial,capital_position,6335,placed,1636,Mraar Forest,yes,no
c_maelevarar,b_maelevarar,city_holding,initial,capital_position,4462,placed,1642,Maelevarar,yes,no
c_maelevarar,b_blindwood,castle_holding,initial,sampled,1729,placed,1642,Maelevarar,no,no
c_wrecking_coast,b_qamaphut,castle_holding,initial,capital_position,4094,placed,1635,Wrecking Coast,yes,no
c_kothask,b_kothask,tribal_holding,initial,capital_position,7628,placed,1632,Kothask,yes,no
c_sunrise_hills,b_rotimur,tribal_holding,initial,capital_position,5066,placed,1634,Sunrise Hills,yes,no
c_long_marsh,b_mossy_stone,tribal_holding,initial,capital_position,3999,placed,1633,Long Marsh,yes,no
c_rokthorl,b_rokthorl,castle_holding,initial,capital_position,2295,placed,1684,Rokthorl,yes,no
c_rokthorl,b_harone_thar,city_holding,initial,port_position,845,placed,1684,Rokthorl,no,no
c_argaervale,b_argaer,tribal_holding,initial,capital_position,4954,placed,1671,Argaervale,yes,no
c_mistfells,b_misthaul,castle_holding,initial,capital_position,4563,placed,1670,Mistfells,yes,no
c_amarrev,b_amarrev,castle_holding,initial,capital_position,6746,placed,1683,Amarrev,yes,no
c_darrawn,b_darrawn,castle_holding,initial,capital_position,2971,placed,1678,Darrawn,yes,no
c_darrawn,b_kor_tera,city_holding,initial,port_position,2112,placed,1678,Darrawn,no,no
c_darrawn,b_mrorg,church_holding,initial,sampled,2278,placed,1678,Darrawn,no,no
c_rimlost,b_rimlost,church_holding,initial,capital_position,3351,placed,1679,Rimlost,yes,no
c_dragonbones,b_arechar,castle_holding,initial,capital_position,5454,placed,1676,Dragonbones,yes,no
c_grimroost,b_grimroost,castle_holding,initial,capital_position,1838,placed,1677,Grimroost,yes,no
c_grimroost,b_arsthar,city_holding,initial,port_position,1321,placed,1677,Grimroost,no,no
c_blackhold,b_blackhold,city_holding,initial,capital_position,2266,placed,2387,Blackhold,yes,no
c_blackhold,b_caraemar,castle_holding,initial,sampled,1400,placed,2387,Blackhold,no,no
c_forgefires,b_forgefires,tribal_holding,initial,capital_position,2403,placed,2392,Forgefires,yes,no
c_xirev,b_xirev,tribal_holding,initial,capital_position,3624,placed,2386,Xirev,yes,no
c_pelandar,b_pelandar,tribal_holding,initial,capital_position,4968,placed,1672,Pelandar,yes,no
c_fangmoor,b_haantamm,castle_holding,initial,capital_position,4319,placed,1673,Fangmoor,yes,no
c_lylkara_valley,b_lylkara,tribal_holding,initial,capital_position,4471,placed,2388,Lylkara Valley,yes,no
c_gondistho,b_gondistho,castle_holding,initial,capital_position,5276,placed,1674,Gondistho,yes,no
c_chain_of_broken_dreams,b_taronerdist,tribal_holding,initial,capital_position,3305,placed,1675,Chain of Broken Dreams,yes,no
c_mountain_of_iron,b_ubarka,tribal_holding,initial,capital_position,18606,placed,2408,Mountain of Iron,yes,no
c_mabasha,b_mabasha,tribal_holding,initial,capital_position,33631,placed,1221,Mabasha,yes,no
c_chan,b_chan,tribal_holding,initial,capital_position,27566,placed,907,Chan,yes,no
c_cholta,b_cholta,tribal_holding,initial,capital_position,42811,placed,910,Cholta,yes,no
c_peqqir,b_peqqir,city_holding,initial,capital_position,17992,placed,874,Peqqir,yes,no
c_alamaqu,b_alamaqu,city_holding,initial,capital_position,15746,placed,1332,Alamaqu,yes,no
c_yidyn,b_yidyn,tribal_holding,initial,capital_position,45605,placed,908,Yidyn,yes,no
c_maldali,b_maldali,tribal_holding,initial,capital_position,51759,placed,1781,Maldali,yes,no
c_panjuis,b_panjuis,castle_holding,initial,capital_position,46109,placed,1333,Panjuis,yes,no
c_far_ulhai,b_shaqu,tribal_holding,initial,capital_position,48918,placed,1414,Far Ulhai,yes,no
c_quli,b_quli,tribal_holding,initial,capital_position,57925,placed,909,Quli,yes,no
c_upper_ama,b_melganavin,tribal_holding,initial,capital_position,27801,placed,2407,Upper Ama,yes,no
c_chama,b_chama,tribal_holding,initial,capital_position,55121,placed,890,Chama,yes,no
c_jaria,b_jaria,tribal_holding,initial,capital_position,35611,placed,1385,Jaria,yes,no
c_chulq,b_chulq,tribal_holding,initial,capital_position,17614,placed,1388,Chulq,yes,no
c_aldoman,b_aldoman,tribal_holding,initial,capital_position,37605,placed,2396,Aldoman,yes,no
c_tomyris,b_kakhi,church_holding,initial,capital_position,23041,placed,2404,Tomyris,yes,no
c_west_nanayok,b_adzha,castle_holding,initial,capital_position,22953,placed,2405,West Nanayok,yes,no
c_palevash,b_byongab,church_holding,initial,capital_position,13429,placed,2406,Palevash,yes,no
c_bunsha,b_bunsha,tribal_holding,initial,capital_position,23929,placed,1384,Bunsha,yes,no
c_inner_ama,b_kengarun,tribal_holding,initial,capital_position,48783,placed,2400,Inner Ama,yes,no
c_olattan,b_olattan,tribal_holding,initial,capital_position,27413,placed,2397,Olattan,yes,no
c_tantay,b_tantay,tribal_holding,initial,capital_position,32717,placed,2398,Tantay,yes,no
c_khivak,b_khivak,tribal_holding,initial,capital_position,35650,placed,2399,Khivak,yes,no
c_sinking_palace,b_khapo,tribal_holding,initial,capital_position,31055,placed,2401,Sinking Palace,yes,no
c_kayari,b_kayari,tribal_holding,initial,capital_position,33008,placed,2402,Kayari,yes,no
c_karoah,b_toshayuy,tribal_holding,initial,capital_position,29817,placed,2403,Karoah,yes,no
c_athkatla,b_scepter_district,city_holding,initial,capital_position,974,placed,74,Athkatla,yes,no
c_athkatla,b_docks_district,city_holding,150.1.1,port_position,0,demoted,74,Athkatla,no,no
c_athkatla,b_waukeens_promenade,church_holding,320.1.1,sampled,631,placed,74,Athkatla,no,no
c_athkatla,b_alandor,castle_holding,400.1.1,sampled,0,demoted,74,Athkatla,no,no
c_athkatla,b_goldbridge,city_holding,450.1.1,sampled,472,placed,74,Athkatla,no,no
c_kalathtyr,b_kalathtyr,city_holding,initial,capital_position,1482,placed,75,Kalathtyr,yes,no
c_kalathtyr,b_ankara,city_holding,350.1.1,port_position,0,demoted,75,Kalathtyr,no,no
c_kalathtyr,b_wulen,church_holding,500.1.1,sampled,1123,placed,75,Kalathtyr,no,no
c_kalathtyr,b_sassalt,castle_holding,700.1.1,sampled,1055,placed,75,Kalathtyr,no,no
c_purskul,b_purskul,castle_holding,initial,capital_position,2352,placed,237,Purskul,yes,no
c_purskul,b_karastra,city_holding,250.1.1,port_position,1407,placed,237,Purskul,no,no
c_crimmor,b_crimmor,city_holding,initial,capital_position,800,placed,77,Crimmor,yes,no
c_crimmor,b_crytrapper,castle_holding,1000.1.1,sampled,622,placed,77,Crimmor,no,no
c_crimmor,b_chaunteas_cradle,church_holding,400.1.1,sampled,546,placed,77,Crimmor,no,no
c_hamlar_hills,b_arnise,castle_holding,initial,capital_position,1643,placed,1571,Hamlar Hills,yes,no
c_hamlar_hills,b_st_carwells_vale,church_holding,500.1.1,sampled,1335,placed,1571,Hamlar Hills,no,no
c_nashkel,b_nashkel,city_holding,initial,capital_position,3201,placed,64,Nashkel,yes,no
c_nashkel,b_high_song,church_holding,1000.1.1,sampled,962,placed,64,Nashkel,no,no
c_lake_weng,b_minsor_vale,tribal_holding,initial,capital_position,2425,placed,2531,Lake Weng,yes,no
c_lake_weng,b_citadel_rashturl,castle_holding,1107.1.1,sampled,832,placed,2531,Lake Weng,no,no
c_eshpurta,b_eshpurta,castle_holding,initial,capital_position,1082,placed,78,Eshpurta,yes,no
c_eshpurta,b_golden_fortress,castle_holding,1000.1.1,sampled,1227,placed,78,Eshpurta,no,no
c_eshpurta,b_towers_of_the_vengeful_hand,church_holding,550.1.1,sampled,1047,placed,78,Eshpurta,no,no
c_eshpurta,b_towers_of_willful_suffering,church_holding,760.1.1,sampled,660,placed,78,Eshpurta,no,no
c_amstelar,b_trollford,castle_holding,initial,capital_position,5756,placed,2530,Amstelar,yes,no
c_amstelar,b_turova,city_holding,523.1.1,port_position,2874,placed,2530,Amstelar,no,no
c_qadim_hills,b_fort_ilbratha,tribal_holding,initial,capital_position,6219,placed,1709,Qadim Hills,yes,no
c_snakewood,b_boar_pike,tribal_holding,initial,capital_position,6077,placed,583,Snakewood,yes,no
c_shilmista,b_fort_mirasandoral,castle_holding,initial,capital_position,8002,placed,89,Shilmista,yes,no
c_the_dells,b_daoine_dun,castle_holding,initial,capital_position,7242,placed,1710,The Dells,yes,no
c_esmeltaran,b_esmeltaran,city_holding,initial,capital_position,3777,placed,76,Esmeltaran,yes,no
c_esmeltaran,b_kings_arch,city_holding,300.1.1,port_position,1671,placed,76,Esmeltaran,no,no
c_keczulla,b_keczulla,castle_holding,initial,capital_position,5689,placed,81,Keczulla,yes,no
c_keczulla,b_karlyn_bridge,city_holding,430.1.1,port_position,2533,placed,81,Keczulla,no,no
c_amnwater,b_amnwater,city_holding,initial,capital_position,1388,placed,80,Amnwater,yes,no
c_amnwater,b_wheelarit,castle_holding,1107.1.1,sampled,1541,placed,80,Amnwater,no,no
c_amnwater,b_ironseth,church_holding,1333.1.1,sampled,1275,placed,80,Amnwater,no,no
c_amnwater,b_yhliivast,castle_holding,1333.1.1,sampled,910,placed,80,Amnwater,no,no
c_the_ridge,b_orlsfall,castle_holding,initial,capital_position,2898,placed,2534,The Ridge,yes,no
c_the_ridge,b_burrowville,city_holding,523.1.1,port_position,1194,placed,2534,The Ridge,no,no
c_imnescar,b_imnescar,city_holding,initial,capital_position,2545,placed,79,Imnescar,yes,no
c_imnescar,b_hydcont_hall,castle_holding,initial,sampled,1669,placed,79,Imnescar,no,no
c_imnescar,b_battlescarred_bard,church_holding,400.1.1,sampled,1396,placed,79,Imnescar,no,no
c_the_imnescourse,b_esford,city_holding,initial,capital_position,1461,placed,2434,The Imnescourse,yes,no
c_the_imnescourse,b_shepardston,castle_holding,initial,sampled,1485,placed,2434,The Imnescourse,no,no
c_windspear_hills,b_hillfort_ishla,castle_holding,initial,capital_position,2679,placed,2535,Windspear Hills,yes,no
c_windspear_hills,b_zinner,city_holding,523.1.1,port_position,1326,placed,2535,Windspear Hills,no,no
c_west_tejarn,b_hillfort_torbold,castle_holding,initial,capital_position,5595,placed,136,West Tejarn,yes,no
c_west_tejarn,b_archring,city_holding,523.1.1,port_position,3315,placed,136,West Tejarn,no,no
c_east_tejarn,b_hillfort_keshla,castle_holding,initial,capital_position,3507,placed,87,East Tejarn,yes,no
c_east_tejarn,b_junest,city_holding,523.1.1,port_position,1525,placed,87,East Tejarn,no,no
c_meiritin,b_coryllvol,castle_holding,initial,capital_position,2986,placed,86,Meiritin,yes,no
c_meiritin,b_shimmalshyr,city_holding,523.1.1,port_position,1365,placed,86,Meiritin,no,no
c_cortrynn,b_valash,castle_holding,initial,capital_position,4683,placed,200,Cortrynn,yes,no
c_cortrynn,b_kingard,city_holding,491.1.1,port_position,3008,placed,200,Cortrynn,no,no
c_murann,b_murann,castle_holding,initial,capital_position,2058,placed,82,Murann,yes,no
c_murann,b_ommlur_hills,city_holding,460.1.1,port_position,2125,placed,82,Murann,no,no
c_brost,b_brost,castle_holding,initial,capital_position,4097,placed,84,Brost,yes,no
c_brost,b_imnesvale,city_holding,initial,port_position,2755,placed,84,Brost,no,no
c_trademeet,b_trademeet,castle_holding,initial,capital_position,2149,placed,83,Trademeet,yes,no
c_trademeet,b_bormton,city_holding,360.1.1,port_position,1441,placed,83,Trademeet,no,no
c_trademeet,b_twin_towers,church_holding,920.1.1,sampled,2001,placed,83,Trademeet,no,no
c_finger_pass,b_chapterhouse,tribal_holding,1089.1.1,capital_position,1157,placed,2551,Finger Pass,yes,no
c_finger_pass,b_finger_pass,city_holding,initial,port_position,0,demoted,2551,Finger Pass,no,no
c_riatavin,b_riatavin,castle_holding,initial,capital_position,2890,placed,1234,Riatavin,yes,no
c_riatavin,b_tannitton,city_holding,340.1.1,port_position,1979,placed,1234,Riatavin,no,no
c_riatavin,b_rhianna,church_holding,450.1.1,sampled,2551,placed,1234,Riatavin,no,no
c_riatavin,b_tannithall,castle_holding,800.1.1,sampled,2156,placed,1234,Riatavin,no,no
c_trailstone,b_trailstone,castle_holding,initial,capital_position,2313,placed,88,Trailstone,yes,no
c_trailstone,b_spulzeer,castle_holding,370.1.1,sampled,2056,placed,88,Trailstone,no,no
c_trailstone,b_spulzeer_vale,church_holding,600.1.1,sampled,2508,placed,88,Trailstone,no,no
c_ioma,b_iomaport,castle_holding,initial,capital_position,1614,placed,176,Ioma,yes,no
c_ioma,b_skaug,city_holding,initial,port_position,1019,placed,176,Ioma,no,no
c_ioma,b_ompalarn,church_holding,initial,sampled,0,demoted,176,Ioma,no,no
c_toaridge_at_the_suns_setting,b_toaridge_at_the_suns_setting,castle_holding,initial,capital_position,320,placed,180,Toaridge-at-the-Suns-Setting,yes,no
c_toaridge_at_the_suns_setting,b_beach_of_stars,city_holding,initial,,0,demoted,180,Toaridge-at-the-Suns-Setting,no,no
c_the_flint,b_seaspray,castle_holding,initial,capital_position,1374,placed,181,The Flint,yes,no
c_the_flint,b_point_hardship,city_holding,initial,port_position,755,placed,181,The Flint,no,no
c_the_rookery,b_the_rookery,castle_holding,initial,capital_position,1043,placed,179,The Rookery,yes,no
c_the_rookery,b_horgal,city_holding,initial,port_position,0,demoted,179,The Rookery,no,no
c_nemessor,b_nemessor,castle_holding,initial,capital_position,1108,placed,1574,Nemessor,yes,no
c_irphong,b_jokkursbay,castle_holding,initial,capital_position,804,placed,177,Irphong,yes,no
c_irphong,b_telzoun,city_holding,initial,port_position,0,demoted,177,Irphong,no,no
c_thordentor,b_elderbay,castle_holding,initial,capital_position,1258,placed,178,Thordentor,yes,no
c_thordentor,b_pelagor,city_holding,initial,port_position,0,demoted,178,Thordentor,no,no
c_the_pearls,b_pearlhouse,castle_holding,initial,capital_position,444,placed,1126,The Pearls,yes,no
c_the_pearls,b_ssundala,city_holding,initial,,0,demoted,1126,The Pearls,no,no
c_the_singing_rocks,b_mermaid_cove,castle_holding,initial,capital_position,271,placed,183,The Singing Rocks,yes,no
c_the_singing_rocks,b_careening_shore,city_holding,initial,,0,demoted,183,The Singing Rocks,no,no
c_the_tusks,b_borammur,castle_holding,initial,capital_position,217,placed,182,The Tusks,yes,no
c_the_tusks,b_iyritrastrul,city_holding,initial,,0,demoted,182,The Tusks,no,no
c_shoal_of_thirst,b_sister_of_rains,tribal_holding,initial,capital_position,542,placed,1099,Shoal of Thirst,yes,no
c_shoal_of_thirst,b_oracakon,city_holding,1372.1.1,port_position,868,placed,1099,Shoal of Thirst,no,yes
c_shoal_of_thirst,b_sehaedi,church_holding,1372.1.1,sampled,893,placed,1099,Shoal of Thirst,no,yes
c_shoal_of_thirst,b_oyripan,castle_holding,1372.1.1,sampled,887,placed,1099,Shoal of Thirst,no,yes
c_shoal_of_thirst,b_ioriere,castle_holding,1372.1.1,sampled,580,placed,1099,Shoal of Thirst,no,yes
c_hills_of_scent,b_elahzad,tribal_holding,initial,capital_position,5620,placed,1096,Hills of Scent,yes,no
c_the_saiyaddar,b_orofin,tribal_holding,initial,capital_position,6096,placed,1102,The Saiyaddar,yes,no
c_bhaerlith,b_bhaerlith,tribal_holding,initial,capital_position,11900,placed,1068,Bhaerlith,yes,no
c_olomaa,b_olomaa,castle_holding,initial,capital_position,10626,placed,1097,Olomaa,yes,no
c_vuerthyl,b_vuerthyl,castle_holding,initial,capital_position,11300,placed,1065,Vuerthyl,yes,no
c_the_throat,b_delia,castle_holding,initial,capital_position,7870,placed,1066,The Throat,yes,no
c_lundeth,b_lundeth,castle_holding,initial,capital_position,4648,placed,1103,Lundeth,yes,no
c_great_sands,b_maatar,tribal_holding,initial,capital_position,14995,placed,1101,Great Sands,yes,no
c_quarter_of_emptiness,b_lions_eye,tribal_holding,initial,capital_position,14407,placed,1105,Quarter of Emptiness,yes,no
c_the_flats,b_argent_rock,tribal_holding,initial,capital_position,5867,placed,2411,The Flats,yes,no
