title,ck2_key,value
d_chill,title,"CAPTAIN"
d_chill,title_female,"CAPTAIN"
d_cimbar,foa,"SCEPTANAR_FOA"
d_cimbar,title,"SCEPTANAR"
d_cimbar,title_female,"SCEPTANAR"
d_citadel_of_assassins,foa,"MASTER_FOA"
d_citadel_of_assassins,title,"GRANDFATHER"
d_citadel_of_assassins,title_female,"GRANDMOTHER"
d_clan_hammerhand,foa,"CAPTAIN_FOA"
d_clan_hammerhand,title,"CAPTAIN"
d_clan_hammerhand,title_female,"CAPTAIN"
d_claw,foa,"CAPTAIN_FOA"
d_claw,title,"CAPTAIN"
d_claw,title_female,"CAPTAIN"
d_code_helm,foa,"CAPTAIN_FOA"
d_code_helm,title,"CAPTAIN"
d_code_helm,title_female,"CAPTAIN"
d_company_of_hunnar,foa,"CAPTAIN_FOA"
d_company_of_hunnar,title,"CAPTAIN"
d_company_of_hunnar,title_female,"CAPTAIN"
d_company_of_the_cane,foa,"CAPTAIN_FOA"
d_company_of_the_cane,title,"CAPTAIN"
d_company_of_the_cane,title_female,"CAPTAIN"
d_company_of_the_ebon_spur,foa,"CAPTAIN_FOA"
d_company_of_the_ebon_spur,title,"SPUR_LORD"
d_company_of_the_ebon_spur,title_female,"SPUR_LADY"
d_company_of_the_singing_dawn,foa,"CAPTAIN_FOA"
d_company_of_the_singing_dawn,title,"CAPTAIN"
d_company_of_the_singing_dawn,title_female,"CAPTAIN"
d_company_of_the_wolf,foa,"CAPTAIN_FOA"
d_company_of_the_wolf,title,"CAPTAIN"
d_company_of_the_wolf,title_female,"CAPTAIN"
d_conjuration,title,"ZULKIR"
d_conjuration,title_female,"ZULKIR"
d_conjuration,title_prefix,"ZULKIRATEOF"
d_conjuration_exile,title,"ZULKIR"
d_conjuration_exile,title_female,"ZULKIR"
d_conjuration_exile,title_prefix,"ZULKIRATEOF"
d_cult_of_gilgeam,foa,"HIGH_PRIEST_FOA"
d_cult_of_gilgeam,title,"HIGH_PRIEST"
d_cult_of_gilgeam,title_female,"HIGH_PRIESTESS"
d_cult_of_ragarra,foa,"HIGH_PRIEST_FOA"
d_cult_of_ragarra,title,"HIGH_PRIEST"
d_cult_of_ragarra,title_female,"HIGH_PRIESTESS"
d_cult_of_shajar,foa,"HIGH_PRIEST_FOA"
d_cult_of_shajar,title,"HIGH_PRIEST"
d_cult_of_shajar,title_female,"HIGH_PRIESTESS"
d_cult_of_tiamat,foa,"HIGH_PRIEST_FOA"
d_cult_of_tiamat,title,"HIGH_PRIEST"
d_cult_of_tiamat,title_female,"HIGH_PRIESTESS"
d_daggerford,title,"DUKE"
d_daggerford,title_female,"DUCHESS"
d_daggerford,title_prefix,"DUCHY_OF"
d_daggers_of_truth,foa,"CAPTAIN_FOA"
d_daggers_of_truth,title,"CAPTAIN"
d_daggers_of_truth,title_female,"CAPTAIN"
d_dark_watch,foa,"CAPTAIN_FOA"
d_dark_watch,title,"CAPTAIN"
d_dark_watch,title_female,"CAPTAIN"
d_darksong_knights,foa,"CAPTAIN_FOA"
d_darksong_knights,title,"CAPTAIN"
d_darksong_knights,title_female,"CAPTAIN"
d_dauntless_mamluk_society,foa,"GENERAL_FOA"
d_dauntless_mamluk_society,title,"GENERAL"
d_dauntless_mamluk_society,title_female,"GENERAL"
d_deep_glade,title,"ARCHDRUID"
d_deep_glade,title_female,"ARCHDRUID"
d_defenders_mamluk_society,foa,"GENERAL_FOA"
d_defenders_mamluk_society,title,"GENERAL"
d_defenders_mamluk_society,title_female,"GENERAL"
d_dervishes,foa,"CAPTAIN_FOA"
d_dervishes,title,"CAPTAIN"
d_dervishes,title_female,"CAPTAIN"
d_desert_wind,foa,"CAPTAIN_FOA"
d_desert_wind,title,"CAPTAIN"
d_desert_wind,title_female,"CAPTAIN"
d_destroyers,foa,"CAPTAIN_FOA"
d_destroyers,title,"CAPTAIN"
d_destroyers,title_female,"CAPTAIN"
d_devoted_mamluk_society,foa,"MARSHAL_FOA"
d_devoted_mamluk_society,title,"MARSHAL"
d_devoted_mamluk_society,title_female,"MARSHAL"
d_devout_mamluk_society,foa,"GENERAL_FOA"
d_devout_mamluk_society,title,"GENERAL"
d_devout_mamluk_society,title_female,"GENERAL"
d_diligent_mamluk_society,foa,"GENERAL_FOA"
d_diligent_mamluk_society,title,"GENERAL"
d_diligent_mamluk_society,title_female,"GENERAL"
d_divination,title,"ZULKIR"
d_divination,title_female,"ZULKIR"
d_divination,title_prefix,"ZULKIRATEOF"
d_divination_exile,title,"ZULKIR"
d_divination_exile,title_female,"ZULKIR"
d_divination_exile,title_prefix,"ZULKIRATEOF"
d_dragonmen,foa,"CAPTAIN_FOA"
d_dragonmen,title,"CAPTAIN"
d_dragonmen,title_female,"CAPTAIN"
d_dusk_circle,title,"ARCHDRUID"
d_dusk_circle,title_female,"ARCHDRUID"
d_dutiful_mamluk_society,foa,"GENERAL_FOA"
d_dutiful_mamluk_society,title,"GENERAL"
d_dutiful_mamluk_society,title_female,"GENERAL"
d_earthmother_reformed,foa,"POPE_FOA"
d_earthmother_reformed,title,"HEAD_VERGOBRET"
d_earthmother_reformed,title_female,"HEAD_VERGOBRETA"
d_ebonbrand,foa,"CAPTAIN_FOA"
d_ebonbrand,title,"CAPTAIN"
d_ebonbrand,title_female,"CAPTAIN"
d_elder_brains,title,"SUPREME_CONCORD"
d_emerald_brotherhood,foa,"CAPTAIN_FOA"
d_emerald_brotherhood,title,"CAPTAIN"
d_emerald_brotherhood,title_female,"CAPTAIN"
d_emerald_grove,title,"ARCHDRUID"
d_emerald_grove,title_female,"ARCHDRUID"
d_enchantment,title,"ZULKIR"
d_enchantment,title_female,"ZULKIR"
d_enchantment,title_prefix,"ZULKIRATEOF"
d_enchantment_exile,title,"ZULKIR"
d_enchantment_exile,title_female,"ZULKIR"
d_enchantment_exile,title_prefix,"ZULKIRATEOF"
d_enclave,foa,"MAGUS_FOA"
d_enclave,title,"MAGUS"
d_enclave,title_female,"MAGUS"
d_enforcers,foa,"CAPTAIN_FOA"
d_enforcers,title,"CAPTAIN"
d_enforcers,title_female,"CAPTAIN"
d_enzo,title,"MARQUIS"
d_enzo,title_female,"MARQUESSA"
d_evocation,title,"ZULKIR"
d_evocation,title_female,"ZULKIR"
d_evocation,title_prefix,"ZULKIRATEOF"
d_evocation_exile,title,"ZULKIR"
d_evocation_exile,title_female,"ZULKIR"
d_evocation_exile,title_prefix,"ZULKIRATEOF"
d_exalted_mamluk_society,foa,"MARSHAL_FOA"
d_exalted_mamluk_society,title,"MARSHAL"
d_exalted_mamluk_society,title_female,"MARSHAL"
d_eye_of_the_gods,foa,"CAPTAIN_FOA"
d_eye_of_the_gods,title,"CAPTAIN"
d_eye_of_the_gods,title_female,"CAPTAIN"
d_faithful_mamluk_society,foa,"GENERAL_FOA"
d_faithful_mamluk_society,title,"GENERAL"
d_faithful_mamluk_society,title_female,"GENERAL"
d_fallen_justice,foa,"HIGH_PRIEST_FOA"
d_fallen_justice,title,"HIGH_PRIEST"
d_fallen_justice,title_female,"HIGH_PRIESTESS"
d_fellowship_of_the_white_owl,foa,"CAPTAIN_FOA"
d_fellowship_of_the_white_owl,title,"CAPTAIN"
d_fellowship_of_the_white_owl,title_female,"CAPTAIN"
d_fighting_cocks,foa,"CAPTAIN_FOA"
d_fighting_cocks,title,"CAPTAIN"
d_fighting_cocks,title_female,"CAPTAIN"
d_flaming_fist,foa,"CAPTAIN_FOA"
d_flaming_fist,title,"CAPTAIN"
d_flaming_fist,title_female,"CAPTAIN"
d_flash_of_the_dragon,foa,"CAPTAIN_FOA"
d_flash_of_the_dragon,title,"CAPTAIN"
d_flash_of_the_dragon,title_female,"CAPTAIN"
d_forlorn_field_army,foa,"CAPTAIN_FOA"
d_forlorn_field_army,title,"CAPTAIN"
d_forlorn_field_army,title_female,"CAPTAIN"
d_gauntlet,foa,"CAPTAIN_FOA"
d_gauntlet,title,"CAPTAIN"
d_gauntlet,title_female,"CAPTAIN"
d_geomancy,foa,"HIGH_PRIEST_FOA"
d_geomancy,title,"ARCHGEOMANCER"
d_geomancy,title_female,"ARCHGEOMANCER"
d_goblin_reformed,foa,"HEAD_PRIEST_FOA"
d_goblin_reformed,title,"HEAD_HIGH_PRIEST"
d_goblin_reformed,title_female,"HEAD_HIGH_PRIESTESS"
d_golden_blades,foa,"CAPTAIN_FOA"
d_golden_blades,title,"CAPTAIN"
d_golden_blades,title_female,"CAPTAIN"
d_golden_legion,foa,"CAPTAIN_FOA"
d_golden_legion,title,"CAPTAIN"
d_golden_legion,title_female,"CAPTAIN"
d_grand_cabal,foa,"MAGUS_FOA"
d_grand_cabal,title,"MAGUS"
d_grand_cabal,title_female,"MAGUS"
d_great_oak,title,"ARCHDRUID"
d_great_oak,title_female,"ARCHDRUID"
d_griffon_legion,foa,"CAPTAIN_FOA"
d_griffon_legion,title,"CAPTAIN"
d_griffon_legion,title_female,"CAPTAIN"
d_guardians_of_daggerford,foa,"CAPTAIN_FOA"
d_guardians_of_daggerford,title,"CAPTAIN"
d_guardians_of_daggerford,title_female,"CAPTAIN"
d_hand_behind_the_mirror,foa,"CAPTAIN_FOA"
d_hand_behind_the_mirror,title,"CAPTAIN"
d_hand_behind_the_mirror,title_female,"CAPTAIN"
d_handmaidens_of_the_spider_queen,foa,"HIGH_PRIEST_FOA"
d_handmaidens_of_the_spider_queen,title,"HIGH_PRIEST"
d_handmaidens_of_the_spider_queen,title_female,"HIGH_PRIESTESS"
d_heartseekers,foa,"CAPTAIN_FOA"
d_heartseekers,title,"CAPTAIN"
d_heartseekers,title_female,"CAPTAIN"
d_heroes_of_the_realm,foa,"CAPTAIN_FOA"
d_heroes_of_the_realm,title,"LORD"
d_heroes_of_the_realm,title_female,"LADY"
d_high_dale,title,"HIGH_CONSTABLE"
d_high_dale,title_female,"HIGH_CONSTABLE"
d_honored_mamluk_society,foa,"GENERAL_FOA"
d_honored_mamluk_society,title,"GENERAL"
d_honored_mamluk_society,title_female,"GENERAL"
d_horns_of_winter,foa,"CAPTAIN_FOA"
d_horns_of_winter,title,"CAPTAIN"
d_horns_of_winter,title_female,"CAPTAIN"
d_illusion,title,"ZULKIR"
d_illusion,title_female,"ZULKIR"
d_illusion,title_prefix,"ZULKIRATEOF"
d_illusion_exile,title,"ZULKIR"
d_illusion_exile,title_female,"ZULKIR"
d_illusion_exile,title_prefix,"ZULKIRATEOF"
d_imperial_arrows,foa,"CAPTAIN_FOA"
d_imperial_arrows,title,"CAPTAIN"
d_imperial_arrows,title_female,"CAPTAIN"
d_imperishable_mamluk_society,foa,"GENERAL_FOA"
d_imperishable_mamluk_society,title,"GENERAL"
d_imperishable_mamluk_society,title_female,"GENERAL"
d_information,title,"ZULKIR"
d_information,title_female,"ZULKIR"
d_information,title_prefix,"ZULKIRATEOF"
d_iron_throne,foa,"CAPTAIN_FOA"
d_iron_throne,title,"CAPTAIN"
d_iron_throne,title_female,"CAPTAIN"
d_jaguar_guard,foa,"CAPTAIN_FOA"
d_jaguar_guard,title,"CAPTAIN"
d_jaguar_guard,title_female,"CAPTAIN"
d_jaziri_reformed,foa,"POPE_FOA"
d_jaziri_reformed,title,"HEAD_SUPREME_MYSTIC"
d_jaziri_reformed,title_female,"HEAD_SUPREME_MYSTIC"
d_klarthlurr,title,"MHAUROG"
d_klarthlurr,title_female,"MHAUROG"
d_knights_fentan,foa,"CAPTAIN_FOA"
d_knights_fentan,title,"CAPTAIN"
d_knights_fentan,title_female,"CAPTAIN"
d_knights_of_blue_moon,foa,"CAPTAIN_FOA"
d_knights_of_blue_moon,title,"CAPTAIN"
d_knights_of_blue_moon,title_female,"CAPTAIN"
d_knights_of_samular,foa,"CAPTAIN_FOA"
d_knights_of_samular,title,"CAPTAIN"
d_knights_of_samular,title_female,"CAPTAIN"
d_knights_of_the_everlasting_dragon,foa,"CAPTAIN_FOA"
d_knights_of_the_everlasting_dragon,title,"CAPTAIN"
d_knights_of_the_everlasting_dragon,title_female,"CAPTAIN"
d_knights_of_the_unicorn,foa,"CAPTAIN_FOA"
d_knights_of_the_unicorn,title,"CAPTAIN"
d_knights_of_the_unicorn,title_female,"CAPTAIN"
d_llandrydds_steel,foa,"CAPTAIN_FOA"
d_llandrydds_steel,title,"CAPTAIN"
d_llandrydds_steel,title_female,"CAPTAIN"
d_long_death,title,"ABBOT"
d_long_death,title_female,"ABBESS"
d_longbolts,foa,"CAPTAIN_FOA"
d_longbolts,title,"CAPTAIN"
d_longbolts,title_female,"CAPTAIN"
d_lords_of_war,foa,"CAPTAIN_FOA"
d_lords_of_war,title,"CAPTAIN"
d_lords_of_war,title_female,"CAPTAIN"
d_mage_hunters,foa,"CAPTAIN_FOA"
d_mage_hunters,title,"CAPTAIN"
d_mage_hunters,title_female,"CAPTAIN"
d_magis_mir,foa,"MAGUS_FOA"
d_magis_mir,title,"MAGUS"
d_magis_mir,title_female,"MAGUS"
d_magister,title,"MAGISTER"
d_magister,title_female,"MAGISTER"
d_man_eaters,foa,"CAPTAIN_FOA"
d_man_eaters,title,"CAPTAIN"
d_man_eaters,title_female,"CAPTAIN"
d_marsember,title,"GRANDDUKE"
d_marsember,title_female,"GRANDDUCHESS"
d_masquerade,foa,"CAPTAIN_FOA"
d_masquerade,title,"CAPTAIN"
d_masquerade,title_female,"CAPTAIN"
d_medusas_eyes,foa,"CAPTAIN_FOA"
d_medusas_eyes,title,"CAPTAIN"
d_medusas_eyes,title_female,"CAPTAIN"
d_mercenaries_guild_of_westgate,foa,"CAPTAIN_FOA"
d_mercenaries_guild_of_westgate,title,"CAPTAIN"
d_mercenaries_guild_of_westgate,title_female,"CAPTAIN"
d_mighty_mamluk_society,foa,"GENERAL_FOA"
d_mighty_mamluk_society,title,"GENERAL"
d_mighty_mamluk_society,title_female,"GENERAL"
d_mindulgulph_mercenary_company,foa,"CAPTAIN_FOA"
d_mindulgulph_mercenary_company,title,"CAPTAIN"
d_mindulgulph_mercenary_company,title_female,"CAPTAIN"
d_minsorran,title,"THEOCRAT"
d_minsorran,title_female,"THEOCRAT"
d_minsorran,title_prefix,"THEOCRACYOF"
d_moonlight_men,foa,"CAPTAIN_FOA"
d_moonlight_men,title,"CAPTAIN"
d_moonlight_men,title_female,"CAPTAIN"
d_morndivver,title,"ARDUKE"
d_morndivver,title_female,"ARDUCHESS"
d_muhjari,foa,"CALIPH_FOA"
d_muhjari,title,"CALIPH"
d_muhjari,title_female,"CALIPHA"
d_mulmaster,title,"HIGH_BLADE"
d_mulmaster,title_female,"HIGH_BLADE"
d_mulmaster_beholder_corps,foa,"CAPTAIN_FOA"
d_mulmaster_beholder_corps,title,"CAPTAIN"
d_mulmaster_beholder_corps,title_female,"CAPTAIN"
d_myriadic,foa,"CALIPH_FOA"
d_myriadic,title,"GRAND_MUFTI"
d_myriadic,title_female,"GRAND_MUFTI"
d_naelors_banner,foa,"CAPTAIN_FOA"
d_naelors_banner,title,"CAPTAIN"
d_naelors_banner,title_female,"CAPTAIN"
d_necromancy,title,"ZULKIR"
d_necromancy,title_female,"ZULKIR"
d_necromancy,title_prefix,"ZULKIRATEOF"
d_necromancy_exile,title,"ZULKIR"
d_necromancy_exile,title_female,"ZULKIR"
d_necromancy_exile,title_prefix,"ZULKIRATEOF"
d_nelanther_isles,title,"GRAND_VIZIER"
d_nelanther_isles,title_female,"GRAND_VIZARA"
d_new_blood,foa,"CAPTAIN_FOA"
d_new_blood,title,"CAPTAIN"
d_new_blood,title_female,"CAPTAIN"
d_nogari_reformed,foa,"POPE_FOA"
d_nogari_reformed,title,"HEAD_SUPREME_MYSTIC"
d_nogari_reformed,title_female,"HEAD_SUPREME_MYSTIC"
d_norheim_marauders,foa,"CAPTAIN_FOA"
d_norheim_marauders,title,"CAPTAIN"
d_norheim_marauders,title_female,"CAPTAIN"
d_nsi_warriors,foa,"CAPTAIN_FOA"
d_nsi_warriors,title,"CAPTAIN"
d_nsi_warriors,title_female,"CAPTAIN"
d_old_legion,foa,"CAPTAIN_FOA"
d_old_legion,title,"CAPTAIN"
d_old_legion,title_female,"CAPTAIN"
d_old_reach,title,"GRAND_PRINCE"
d_old_reach,title_female,"GRAND_PRINCESS"
d_orc_reformed,foa,"HEAD_PRIEST_FOA"
d_orc_reformed,title,"HEAD_HIGH_PRIEST"
d_orc_reformed,title_female,"HEAD_HIGH_PRIESTESS"
d_order_of_the_aster,foa,"CAPTAIN_FOA"
d_order_of_the_aster,title,"CAPTAIN"
d_order_of_the_aster,title_female,"CAPTAIN"
d_order_of_the_blue_boar,foa,"CAPTAIN_FOA"
d_order_of_the_blue_boar,title,"CAPTAIN"
d_order_of_the_blue_boar,title_female,"CAPTAIN"
d_order_of_the_burning_dawn,foa,"CAPTAIN_FOA"
d_order_of_the_burning_dawn,title,"CAPTAIN"
d_order_of_the_burning_dawn,title_female,"CAPTAIN"
d_order_of_the_calming_wave,foa,"CAPTAIN_FOA"
d_order_of_the_calming_wave,title,"ABBOT"
d_order_of_the_calming_wave,title_female,"ABBESS"
d_order_of_the_gauntlet,foa,"CAPTAIN_FOA"
d_order_of_the_gauntlet,title,"CAPTAIN"
d_order_of_the_gauntlet,title_female,"CAPTAIN"
d_order_of_the_gilded_eye,foa,"CAPTAIN_FOA"
d_order_of_the_gilded_eye,title,"CAPTAIN"
d_order_of_the_gilded_eye,title_female,"CAPTAIN"
d_order_of_the_pure_flame,title,"ABBOT"
d_order_of_the_pure_flame,title_female,"ABBESS"
d_order_of_the_sapphire_crescent,foa,"CAPTAIN_FOA"
d_order_of_the_sapphire_crescent,title,"CAPTAIN"
d_order_of_the_sapphire_crescent,title_female,"CAPTAIN"
d_order_of_the_silver_lance,foa,"CAPTAIN_FOA"
d_order_of_the_silver_lance,title,"CAPTAIN"
d_order_of_the_silver_lance,title_female,"CAPTAIN"
d_padhran,foa,"LAMA_FOA"
d_padhran,title,"GREAT_LAMA"
d_padhran,title_female,"GREAT_LAMA"
d_pale_giants,title,"LORD"
d_pale_giants,title_female,"LADY"
d_pantheist,foa,"CALIPH_FOA"
d_pantheist,title,"EMIR"
d_pantheist,title_female,"EMIRA"
d_parched_mamluk_society,foa,"MARSHAL_FOA"
d_parched_mamluk_society,title,"MARSHAL"
d_parched_mamluk_society,title_female,"MARSHAL"
d_pegasus_archery_company,foa,"CAPTAIN_FOA"
d_pegasus_archery_company,title,"CAPTAIN"
d_pegasus_archery_company,title_female,"CAPTAIN"
d_pirate_hunters,foa,"CAPTAIN_FOA"
d_pirate_hunters,title,"CAPTAIN"
d_pirate_hunters,title_female,"CAPTAIN"
d_priesthood_of_gilgeam,title,"GOD_KING"
d_priesthood_of_gilgeam,title_female,"GOD_QUEEN"
d_priesthood_of_horus,title,"GOD_KING"
d_priesthood_of_horus,title_female,"GOD_QUEEN"
d_priesthood_of_ishtar,foa,"HIGH_PRIEST_FOA"
d_priesthood_of_ishtar,title,"HIGH_PRIEST"
d_priesthood_of_ishtar,title_female,"HIGH_PRIESTESS"
d_promenade_of_the_dark_maiden,foa,"HIGH_PRIEST_FOA"
d_promenade_of_the_dark_maiden,title,"HIGH_PRIEST"
d_promenade_of_the_dark_maiden,title_female,"HIGH_PRIESTESS"
d_purple_dragons,foa,"CAPTAIN_FOA"
d_purple_dragons,title,"CAPTAIN"
d_purple_dragons,title_female,"CAPTAIN"
d_purple_flame,foa,"CAPTAIN_FOA"
d_purple_flame,title,"CAPTAIN"
d_purple_flame,title_female,"CAPTAIN"
d_qisma,foa,"CALIPH_FOA"
d_qisma,title,"IMAM"
d_qisma,title_female,"IMAM"
d_qotal_reformed,foa,"HEAD_PRIEST_FOA"
d_qotal_reformed,title,"TLATOANI"
d_qotal_reformed,title_female,"CIHUATLATOANI"
d_realm_of_chaos,title,"LORD_OF_CHAOS"
d_realm_of_chaos,title_female,"LADY_OF_CHAOS"
d_realm_of_fire,title,"LORD_OF_FIRE"
d_realm_of_fire,title_female,"LADY_OF_FIRE"
d_realm_of_lands,title,"LORD_OF_LANDS"
d_realm_of_lands,title_female,"LADY_OF_LANDS"
d_realm_of_tides,title,"LORD_OF_TIDES"
d_realm_of_tides,title_female,"LADY_OF_TIDES"
d_red_brigade,foa,"CAPTAIN_FOA"
d_red_brigade,title,"CAPTAIN"
d_red_brigade,title_female,"CAPTAIN"
d_red_flayers,foa,"CAPTAIN_FOA"
d_red_flayers,title,"CAPTAIN"
d_red_flayers,title_female,"CAPTAIN"
d_red_plumes_of_hillsfar,foa,"CAPTAIN_FOA"
d_red_plumes_of_hillsfar,title,"CAPTAIN"
d_red_plumes_of_hillsfar,title_female,"CAPTAIN"
d_red_rain,foa,"CAPTAIN_FOA"
d_red_rain,title,"CAPTAIN"
d_red_rain,title_female,"CAPTAIN"
d_red_ravens,foa,"CAPTAIN_FOA"
d_red_ravens,title,"CAPTAIN"
d_red_ravens,title_female,"CAPTAIN"
d_red_shields,foa,"CAPTAIN_FOA"
d_red_shields,title,"CAPTAIN"
d_red_shields,title_female,"CAPTAIN"
d_red_spears,foa,"CAPTAIN_FOA"
d_red_spears,title,"CAPTAIN"
d_red_spears,title_female,"CAPTAIN"
d_red_thunder_mercenary_corps,foa,"CAPTAIN_FOA"
d_red_thunder_mercenary_corps,title,"CAPTAIN"
d_red_thunder_mercenary_corps,title_female,"CAPTAIN"
d_renegades,foa,"CAPTAIN_FOA"
d_renegades,title,"CAPTAIN"
d_renegades,title_female,"CAPTAIN"
d_respected_mamluk_society,foa,"GENERAL_FOA"
d_respected_mamluk_society,title,"GENERAL"
d_respected_mamluk_society,title_female,"GENERAL"
d_riders_of_nesme,foa,"CAPTAIN_FOA"
d_riders_of_nesme,title,"CAPTAIN"
d_riders_of_nesme,title_female,"CAPTAIN"
d_roselucks,foa,"CAPTAIN_FOA"
d_roselucks,title,"CAPTAIN"
d_roselucks,title_female,"CAPTAIN"
d_royal_corsairs,foa,"CAPTAIN_FOA"
d_royal_corsairs,title,"CAPTAIN"
d_royal_corsairs,title_female,"CAPTAIN"
d_ruby_blades,foa,"CAPTAIN_FOA"
