ck3_terrain,climate,lat_band,file,count,p
farmlands,none,3,tree_leaf_high_generator_1.txt,572,0.421518
farmlands,none,3,tree_leaf_high_generator_2.txt,161,0.118644
farmlands,none,3,tree_leaf_high_generator_3.txt,356,0.262343
farmlands,none,3,tree_pine_01_b_generator_1.txt,2,0.001474
farmlands,none,4,tree_cypress_01_generator_1.txt,140,0.159453
farmlands,none,4,tree_leaf_2_high_generator_1.txt,30,0.034169
farmlands,none,4,tree_leaf_high_generator_1.txt,307,0.349658
farmlands,none,4,tree_leaf_high_generator_2.txt,133,0.151481
farmlands,none,4,tree_leaf_high_generator_3.txt,266,0.302961
farmlands,none,4,tree_sakura_01_generator.txt,2,0.002278
farmlands,none,5,tree_cypress_01_generator_1.txt,128,0.137634
farmlands,none,5,tree_leaf_01_single_generator_1.txt,21,0.022581
farmlands,none,5,tree_leaf_2_high_generator_1.txt,29,0.031183
farmlands,none,5,tree_leaf_high_generator_1.txt,343,0.368817
farmlands,none,5,tree_leaf_high_generator_2.txt,113,0.121505
farmlands,none,5,tree_leaf_high_generator_3.txt,295,0.317204
farmlands,none,5,tree_pine_01_b_generator_1.txt,1,0.001075
farmlands,none,6,tree_jungle_01_d_generator_1.txt,7,0.037037
farmlands,none,6,tree_leaf_high_generator_1.txt,61,0.322751
farmlands,none,6,tree_leaf_high_generator_2.txt,44,0.232804
farmlands,none,6,tree_leaf_high_generator_3.txt,77,0.407407
farmlands,none,7,tree_jungle_01_d_generator_1.txt,13,0.040752
farmlands,none,7,tree_leaf_2_high_generator_1.txt,23,0.0721
farmlands,none,7,tree_leaf_high_generator_1.txt,110,0.344828
farmlands,none,7,tree_leaf_high_generator_2.txt,51,0.159875
farmlands,none,7,tree_leaf_high_generator_3.txt,122,0.382445
farmlands,none,8,tree_leaf_high_generator_1.txt,3,0.428571
farmlands,none,8,tree_leaf_high_generator_2.txt,1,0.142857
farmlands,none,8,tree_leaf_high_generator_3.txt,3,0.428571
farmlands,normal,3,tree_leaf_2_high_generator_1.txt,1,0.008264
farmlands,normal,3,tree_leaf_high_generator_1.txt,51,0.421488
farmlands,normal,3,tree_leaf_high_generator_2.txt,20,0.165289
farmlands,normal,3,tree_leaf_high_generator_3.txt,49,0.404959
farmlands,normal,6,tree_leaf_high_generator_2.txt,2,0.5
farmlands,normal,6,tree_leaf_high_generator_3.txt,2,0.5
farmlands,severe,3,tree_leaf_high_generator_1.txt,44,0.478261
farmlands,severe,3,tree_leaf_high_generator_2.txt,19,0.206522
farmlands,severe,3,tree_leaf_high_generator_3.txt,29,0.315217
farmlands,severe,6,tree_leaf_high_generator_1.txt,7,0.368421
farmlands,severe,6,tree_leaf_high_generator_2.txt,5,0.263158
farmlands,severe,6,tree_leaf_high_generator_3.txt,7,0.368421
floodplains,none,4,reeds_01_generator_1.txt,5,0.005938
floodplains,none,4,tree_leaf_high_generator_1.txt,421,0.5
floodplains,none,4,tree_leaf_high_generator_2.txt,133,0.157957
floodplains,none,4,tree_leaf_high_generator_3.txt,283,0.336105
floodplains,none,5,tree_jungle_01_d_generator_1.txt,57,0.038229
floodplains,none,5,tree_leaf_high_generator_1.txt,360,0.241449
floodplains,none,5,tree_leaf_high_generator_2.txt,147,0.098592
floodplains,none,5,tree_leaf_high_generator_3.txt,262,0.175721
floodplains,none,5,tree_palm_generator_1.txt,665,0.446009
floodplains,none,6,reeds_01_generator_1.txt,60,0.04
floodplains,none,6,tree_jungle_01_d_generator_1.txt,86,0.057333
floodplains,none,6,tree_leaf_high_generator_1.txt,33,0.022
floodplains,none,6,tree_leaf_high_generator_2.txt,20,0.013333
floodplains,none,6,tree_leaf_high_generator_3.txt,45,0.03
floodplains,none,6,tree_palm_generator_1.txt,1256,0.837333
floodplains,none,7,reeds_01_generator_1.txt,22,0.008136
floodplains,none,7,tree_jungle_01_c_generator_1.txt,14,0.005178
floodplains,none,7,tree_leaf_high_generator_1.txt,70,0.025888
floodplains,none,7,tree_leaf_high_generator_2.txt,51,0.018861
floodplains,none,7,tree_leaf_high_generator_3.txt,105,0.038831
floodplains,none,7,tree_palm_generator_1.txt,2442,0.903107
floodplains,none,8,tree_leaf_high_generator_2.txt,1,0.005263
floodplains,none,8,tree_palm_generator_1.txt,189,0.994737
forest,mild,1,tree_leaf_high_generator_3.txt,1,1.0
forest,mild,2,reeds_01_generator_1.txt,335,0.110927
forest,mild,2,tree_leaf_2_high_generator_1.txt,13,0.004305
forest,mild,2,tree_leaf_high_generator_1.txt,1917,0.634768
forest,mild,2,tree_leaf_high_generator_2.txt,266,0.088079
forest,mild,2,tree_leaf_high_generator_3.txt,487,0.161258
forest,mild,2,tree_pine_01_b_generator_1.txt,2,0.000662
forest,mild,4,tree_leaf_high_generator_1.txt,30,0.365854
forest,mild,4,tree_leaf_high_generator_2.txt,19,0.231707
forest,mild,4,tree_leaf_high_generator_3.txt,33,0.402439
forest,mild,6,tree_leaf_high_generator_1.txt,17,0.346939
forest,mild,6,tree_leaf_high_generator_2.txt,14,0.285714
forest,mild,6,tree_leaf_high_generator_3.txt,18,0.367347
forest,none,1,tree_leaf_2_high_generator_1.txt,4,0.002825
forest,none,1,tree_leaf_high_generator_1.txt,202,0.142655
forest,none,1,tree_leaf_high_generator_2.txt,71,0.050141
forest,none,1,tree_leaf_high_generator_3.txt,140,0.09887
forest,none,1,tree_pine_01_a_generator_1.txt,5,0.003531
forest,none,1,tree_pine_01_b_generator_1.txt,994,0.701977
forest,none,2,reeds_01_generator_1.txt,254,0.003513
forest,none,2,tree_leaf_01_single_generator_1.txt,3,4.1e-05
forest,none,2,tree_leaf_2_high_generator_1.txt,773,0.010691
forest,none,2,tree_leaf_high_generator_1.txt,43735,0.604893
forest,none,2,tree_leaf_high_generator_2.txt,7742,0.107079
forest,none,2,tree_leaf_high_generator_3.txt,15088,0.20868
forest,none,2,tree_pine_01_a_generator_1.txt,6,8.3e-05
forest,none,2,tree_pine_01_b_generator_1.txt,4696,0.06495
forest,none,2,tree_pine_impassable_01_a_generator_1.txt,5,6.9e-05
forest,none,3,reeds_01_generator_1.txt,1,4.1e-05
forest,none,3,tree_cypress_01_generator_1.txt,25,0.001016
forest,none,3,tree_leaf_2_high_generator_1.txt,452,0.01837
forest,none,3,tree_leaf_high_generator_1.txt,15800,0.64212
forest,none,3,tree_leaf_high_generator_2.txt,2635,0.107088
forest,none,3,tree_leaf_high_generator_3.txt,5678,0.230757
forest,none,3,tree_sakura_01_generator.txt,5,0.000203
forest,none,3,tree_sakura_03_generator.txt,9,0.000366
forest,none,3,tree_sakura_forest_generator.txt,1,4.1e-05
forest,none,4,tree_cypress_01_generator_1.txt,214,0.015675
forest,none,4,tree_jungle_01_d_generator_1.txt,66,0.004834
forest,none,4,tree_leaf_01_single_generator_1.txt,31,0.002271
forest,none,4,tree_leaf_2_high_generator_1.txt,90,0.006592
forest,none,4,tree_leaf_high_generator_1.txt,8436,0.617931
forest,none,4,tree_leaf_high_generator_2.txt,1468,0.10753
forest,none,4,tree_leaf_high_generator_3.txt,3272,0.239672
forest,none,4,tree_palm_generator_1.txt,9,0.000659
forest,none,4,tree_pine_01_a_generator_1.txt,11,0.000806
forest,none,4,tree_sakura_01_generator.txt,14,0.001025
forest,none,4,tree_sakura_02_generator.txt,8,0.000586
forest,none,4,tree_sakura_03_generator.txt,29,0.002124
forest,none,4,tree_sakura_forest_generator.txt,4,0.000293
forest,none,5,tree_cypress_01_generator_1.txt,10,0.00299
forest,none,5,tree_jungle_01_d_generator_1.txt,202,0.060389
forest,none,5,tree_leaf_2_high_generator_1.txt,11,0.003288
forest,none,5,tree_leaf_high_generator_1.txt,1837,0.549178
forest,none,5,tree_leaf_high_generator_2.txt,432,0.129148
forest,none,5,tree_leaf_high_generator_3.txt,853,0.255007
forest,none,6,tree_leaf_01_single_generator_1.txt,4,0.011461
forest,none,6,tree_leaf_2_high_generator_1.txt,216,0.618911
forest,none,6,tree_leaf_high_generator_1.txt,59,0.169054
forest,none,6,tree_leaf_high_generator_2.txt,24,0.068768
forest,none,6,tree_leaf_high_generator_3.txt,46,0.131805
forest,none,7,tree_jungle_01_d_generator_1.txt,9,0.00236
forest,none,7,tree_leaf_high_generator_1.txt,2537,0.665355
forest,none,7,tree_leaf_high_generator_2.txt,365,0.095725
forest,none,7,tree_leaf_high_generator_3.txt,902,0.236559
forest,none,8,reeds_01_generator_1.txt,62,0.006574
forest,none,8,tree_jungle_01_c_generator_1.txt,1,0.000106
forest,none,8,tree_jungle_01_d_generator_1.txt,42,0.004453
forest,none,8,tree_leaf_01_single_generator_1.txt,17,0.001803
forest,none,8,tree_leaf_high_generator_1.txt,6483,0.687414
forest,none,8,tree_leaf_high_generator_2.txt,783,0.083024
forest,none,8,tree_leaf_high_generator_3.txt,2040,0.216308
forest,none,8,tree_palm_generator_1.txt,3,0.000318
forest,normal,2,reeds_01_generator_1.txt,58,0.022112
forest,normal,2,tree_leaf_high_generator_1.txt,1822,0.694624
forest,normal,2,tree_leaf_high_generator_2.txt,259,0.098742
forest,normal,2,tree_leaf_high_generator_3.txt,484,0.184522
forest,normal,3,tree_leaf_2_high_generator_1.txt,6,0.016043
forest,normal,3,tree_leaf_high_generator_1.txt,219,0.585561
forest,normal,3,tree_leaf_high_generator_2.txt,43,0.114973
forest,normal,3,tree_leaf_high_generator_3.txt,106,0.283422
forest,severe,2,tree_leaf_2_high_generator_1.txt,140,0.066572
forest,severe,2,tree_leaf_high_generator_1.txt,1252,0.59534
forest,severe,2,tree_leaf_high_generator_2.txt,217,0.103186
forest,severe,2,tree_leaf_high_generator_3.txt,466,0.221588
forest,severe,2,tree_pine_01_b_generator_1.txt,28,0.013314
hills,mild,0,tree_leaf_high_generator_1.txt,30,0.361446
hills,mild,0,tree_leaf_high_generator_2.txt,11,0.13253
hills,mild,0,tree_leaf_high_generator_3.txt,29,0.349398
hills,mild,0,tree_pine_01_a_generator_1.txt,7,0.084337
hills,mild,0,tree_pine_01_b_generator_1.txt,6,0.072289
hills,mild,1,tree_pine_01_a_generator_1.txt,105,0.913043
hills,mild,1,tree_pine_01_b_generator_1.txt,10,0.086957
hills,mild,2,reeds_01_generator_1.txt,39,0.322314
hills,mild,2,tree_leaf_01_single_generator_1.txt,4,0.033058
hills,mild,2,tree_leaf_2_high_generator_1.txt,41,0.338843
hills,mild,2,tree_leaf_high_generator_1.txt,9,0.07438
hills,mild,2,tree_leaf_high_generator_2.txt,9,0.07438
hills,mild,2,tree_leaf_high_generator_3.txt,12,0.099174
hills,mild,2,tree_pine_01_b_generator_1.txt,7,0.057851
hills,mild,3,tree_leaf_2_high_generator_1.txt,58,0.920635
hills,mild,3,tree_leaf_high_generator_2.txt,3,0.047619
hills,mild,3,tree_leaf_high_generator_3.txt,2,0.031746
hills,mild,4,tree_cypress_01_generator_1.txt,90,0.253521
hills,mild,4,tree_leaf_high_generator_1.txt,124,0.349296
hills,mild,4,tree_leaf_high_generator_2.txt,59,0.166197
hills,mild,4,tree_leaf_high_generator_3.txt,82,0.230986
hills,mild,5,tree_cypress_01_generator_1.txt,5,0.277778
hills,mild,5,tree_leaf_high_generator_1.txt,6,0.333333
hills,mild,5,tree_leaf_high_generator_2.txt,3,0.166667
hills,mild,5,tree_leaf_high_generator_3.txt,4,0.222222
hills,mild,6,tree_jungle_01_d_generator_1.txt,10,0.625
hills,mild,6,tree_leaf_high_generator_1.txt,2,0.125
hills,mild,6,tree_leaf_high_generator_2.txt,1,0.0625
hills,mild,6,tree_leaf_high_generator_3.txt,3,0.1875
hills,none,1,tree_leaf_01_single_generator_1.txt,28,0.004147
hills,none,1,tree_leaf_2_high_generator_1.txt,15,0.002222
hills,none,1,tree_leaf_high_generator_1.txt,172,0.025474
hills,none,1,tree_leaf_high_generator_2.txt,114,0.016884
hills,none,1,tree_leaf_high_generator_3.txt,230,0.034064
hills,none,1,tree_pine_01_a_generator_1.txt,5448,0.806872
hills,none,1,tree_pine_01_b_generator_1.txt,705,0.104414
hills,none,1,tree_pine_impassable_01_a_generator_1.txt,40,0.005924
hills,none,2,tree_leaf_01_single_generator_1.txt,6,0.000478
hills,none,2,tree_leaf_2_high_generator_1.txt,1752,0.13968
hills,none,2,tree_leaf_high_generator_1.txt,1897,0.15124
hills,none,2,tree_leaf_high_generator_2.txt,851,0.067847
hills,none,2,tree_leaf_high_generator_3.txt,1737,0.138484
hills,none,2,tree_pine_01_a_generator_1.txt,5724,0.45635
hills,none,2,tree_pine_01_b_generator_1.txt,558,0.044487
hills,none,2,tree_pine_impassable_01_a_generator_1.txt,18,0.001435
hills,none,3,reeds_01_generator_1.txt,9,0.001053
hills,none,3,tree_cypress_01_generator_1.txt,18,0.002106
hills,none,3,tree_leaf_01_single_generator_1.txt,18,0.002106
hills,none,3,tree_leaf_2_high_generator_1.txt,2099,0.245612
hills,none,3,tree_leaf_high_generator_1.txt,2989,0.349754
hills,none,3,tree_leaf_high_generator_2.txt,1080,0.126375
hills,none,3,tree_leaf_high_generator_3.txt,2284,0.26726
hills,none,3,tree_pine_01_a_generator_1.txt,18,0.002106
hills,none,3,tree_pine_01_b_generator_1.txt,16,0.001872
hills,none,3,tree_sakura_01_generator.txt,11,0.001287
hills,none,3,tree_sakura_03_generator.txt,2,0.000234
hills,none,3,tree_sakura_forest_generator.txt,2,0.000234
hills,none,4,reeds_01_generator_1.txt,2,0.000222
hills,none,4,tree_cypress_01_generator_1.txt,1671,0.185584
hills,none,4,tree_jungle_01_d_generator_1.txt,22,0.002443
hills,none,4,tree_leaf_01_single_generator_1.txt,28,0.00311
hills,none,4,tree_leaf_2_high_generator_1.txt,594,0.065971
hills,none,4,tree_leaf_high_generator_1.txt,2979,0.330853
hills,none,4,tree_leaf_high_generator_2.txt,1193,0.132497
hills,none,4,tree_leaf_high_generator_3.txt,2369,0.263105
hills,none,4,tree_palm_generator_1.txt,2,0.000222
hills,none,4,tree_pine_01_a_generator_1.txt,77,0.008552
hills,none,4,tree_pine_01_b_generator_1.txt,41,0.004554
hills,none,4,tree_sakura_01_generator.txt,18,0.001999
hills,none,4,tree_sakura_02_generator.txt,3,0.000333
hills,none,4,tree_sakura_03_generator.txt,3,0.000333
hills,none,4,tree_sakura_forest_generator.txt,2,0.000222
hills,none,5,reeds_01_generator_1.txt,14,0.001572
hills,none,5,tree_cypress_01_generator_1.txt,623,0.069969
hills,none,5,tree_jungle_01_d_generator_1.txt,1460,0.163971
hills,none,5,tree_leaf_01_single_generator_1.txt,66,0.007412
hills,none,5,tree_leaf_2_high_generator_1.txt,218,0.024483
hills,none,5,tree_leaf_high_generator_1.txt,3282,0.368598
hills,none,5,tree_leaf_high_generator_2.txt,1047,0.117588
hills,none,5,tree_leaf_high_generator_3.txt,2159,0.242475
hills,none,5,tree_palm_generator_1.txt,34,0.003819
hills,none,5,tree_pine_01_b_generator_1.txt,1,0.000112
hills,none,6,tree_jungle_01_c_generator_1.txt,14,0.004355
hills,none,6,tree_jungle_01_d_generator_1.txt,1057,0.328771
hills,none,6,tree_leaf_01_single_generator_1.txt,69,0.021462
hills,none,6,tree_leaf_2_high_generator_1.txt,30,0.009331
hills,none,6,tree_leaf_high_generator_1.txt,809,0.251633
hills,none,6,tree_leaf_high_generator_2.txt,391,0.121617
hills,none,6,tree_leaf_high_generator_3.txt,845,0.26283
hills,none,7,reeds_01_generator_1.txt,8,0.003429
hills,none,7,tree_jungle_01_c_generator_1.txt,2,0.000857
hills,none,7,tree_jungle_01_d_generator_1.txt,187,0.080154
hills,none,7,tree_leaf_01_single_generator_1.txt,23,0.009859
hills,none,7,tree_leaf_2_high_generator_1.txt,55,0.023575
hills,none,7,tree_leaf_high_generator_1.txt,848,0.36348
hills,none,7,tree_leaf_high_generator_2.txt,373,0.15988
hills,none,7,tree_leaf_high_generator_3.txt,759,0.325332
hills,none,7,tree_palm_generator_1.txt,78,0.033433
hills,none,8,tree_jungle_01_c_generator_1.txt,21,0.005941
hills,none,8,tree_jungle_01_d_generator_1.txt,535,0.151344
hills,none,8,tree_leaf_01_single_generator_1.txt,194,0.05488
hills,none,8,tree_leaf_2_high_generator_1.txt,16,0.004526
hills,none,8,tree_leaf_high_generator_1.txt,1226,0.346818
hills,none,8,tree_leaf_high_generator_2.txt,452,0.127864
hills,none,8,tree_leaf_high_generator_3.txt,985,0.278642
hills,none,8,tree_palm_generator_1.txt,106,0.029986
hills,none,9,tree_jungle_01_c_generator_1.txt,1,0.013333
hills,none,9,tree_jungle_01_d_generator_1.txt,50,0.666667
hills,none,9,tree_leaf_01_single_generator_1.txt,24,0.32
hills,normal,0,tree_pine_01_a_generator_1.txt,285,0.669014
hills,normal,0,tree_pine_01_b_generator_1.txt,141,0.330986
hills,normal,1,tree_pine_01_a_generator_1.txt,56,0.5
hills,normal,1,tree_pine_01_b_generator_1.txt,56,0.5
hills,normal,2,reeds_01_generator_1.txt,1,0.004739
hills,normal,2,tree_leaf_01_single_generator_1.txt,5,0.023697
hills,normal,2,tree_leaf_2_high_generator_1.txt,39,0.184834
hills,normal,2,tree_leaf_high_generator_1.txt,47,0.222749
hills,normal,2,tree_leaf_high_generator_2.txt,23,0.109005
hills,normal,2,tree_leaf_high_generator_3.txt,49,0.232227
hills,normal,2,tree_pine_01_a_generator_1.txt,46,0.218009
hills,normal,2,tree_pine_01_b_generator_1.txt,1,0.004739
hills,normal,3,tree_leaf_2_high_generator_1.txt,65,0.210356
hills,normal,3,tree_leaf_high_generator_1.txt,102,0.330097
hills,normal,3,tree_leaf_high_generator_2.txt,44,0.142395
hills,normal,3,tree_leaf_high_generator_3.txt,98,0.317152
hills,severe,0,tree_pine_01_a_generator_1.txt,264,0.814815
hills,severe,0,tree_pine_01_b_generator_1.txt,60,0.185185
hills,severe,1,tree_pine_01_a_generator_1.txt,389,0.849345
hills,severe,1,tree_pine_01_b_generator_1.txt,69,0.150655
hills,severe,2,tree_leaf_2_high_generator_1.txt,195,0.296804
hills,severe,2,tree_leaf_high_generator_1.txt,146,0.222222
hills,severe,2,tree_leaf_high_generator_2.txt,95,0.144597
hills,severe,2,tree_leaf_high_generator_3.txt,151,0.229833
hills,severe,2,tree_pine_01_a_generator_1.txt,20,0.030441
hills,severe,2,tree_pine_01_b_generator_1.txt,50,0.076104
jungle,mild,6,tree_jungle_01_d_generator_1.txt,89,1.0
jungle,none,3,tree_leaf_high_generator_1.txt,1,0.333333
jungle,none,3,tree_leaf_high_generator_3.txt,2,0.666667
jungle,none,5,tree_jungle_01_c_generator_1.txt,110,0.028932
jungle,none,5,tree_jungle_01_d_generator_1.txt,2732,0.718569
jungle,none,5,tree_leaf_2_high_generator_1.txt,3,0.000789
jungle,none,5,tree_leaf_high_generator_1.txt,429,0.112835
jungle,none,5,tree_leaf_high_generator_2.txt,177,0.046554
jungle,none,5,tree_leaf_high_generator_3.txt,338,0.088901
jungle,none,5,tree_palm_generator_1.txt,13,0.003419
jungle,none,6,tree_jungle_01_c_generator_1.txt,177,0.018069
jungle,none,6,tree_jungle_01_d_generator_1.txt,7670,0.782973
jungle,none,6,tree_leaf_01_single_generator_1.txt,40,0.004083
jungle,none,6,tree_leaf_2_high_generator_1.txt,18,0.001837
jungle,none,6,tree_leaf_high_generator_1.txt,857,0.087485
jungle,none,6,tree_leaf_high_generator_2.txt,350,0.035729
jungle,none,6,tree_leaf_high_generator_3.txt,681,0.069518
jungle,none,6,tree_palm_generator_1.txt,3,0.000306
jungle,none,7,tree_jungle_01_c_generator_1.txt,24,0.006378
jungle,none,7,tree_jungle_01_d_generator_1.txt,2884,0.76641
jungle,none,7,tree_leaf_01_single_generator_1.txt,231,0.061387
jungle,none,7,tree_leaf_2_high_generator_1.txt,22,0.005846
jungle,none,7,tree_leaf_high_generator_1.txt,214,0.05687
jungle,none,7,tree_leaf_high_generator_2.txt,112,0.029763
jungle,none,7,tree_leaf_high_generator_3.txt,262,0.069625
jungle,none,7,tree_palm_generator_1.txt,14,0.00372
jungle,none,8,reeds_01_generator_1.txt,16,0.001976
jungle,none,8,tree_jungle_01_c_generator_1.txt,429,0.052983
jungle,none,8,tree_jungle_01_d_generator_1.txt,6017,0.743115
jungle,none,8,tree_leaf_01_single_generator_1.txt,468,0.057799
jungle,none,8,tree_leaf_2_high_generator_1.txt,18,0.002223
jungle,none,8,tree_leaf_high_generator_1.txt,534,0.06595
jungle,none,8,tree_leaf_high_generator_2.txt,186,0.022971
jungle,none,8,tree_leaf_high_generator_3.txt,383,0.047301
jungle,none,8,tree_palm_generator_1.txt,46,0.005681
jungle,none,9,tree_jungle_01_c_generator_1.txt,8,0.013986
