script_file,errors,shadowed_by_mod
common/legends/chronicles/00_chronicles.txt,32,yes
common/scripted_effects/00_ep3_decision_effects.txt,32,yes
common/casus_belli_types/07_ep3_wars.txt,31,no
common/scripted_modifiers/00_activity_scripted_modifiers.txt,31,no
common/scripted_effects/00_title_effects.txt,31,no
common/casus_belli_types/10_tgp_china_wars.txt,30,no
common/decisions/dlc_decisions/tgp/tgp_silk_road_decisions.txt,30,yes
events/dlc/ce1/epidemic_events.txt,30,no
common/script_values/tgp_tribute_mission_values.txt,30,yes
common/achievements/standard_achievements.txt,28,yes
common/decisions/80_major_decisions_east_asia.txt,28,yes
events/decisions_events/south_asia_events.txt,28,yes
common/scripted_triggers/00_war_and_peace_triggers.txt,28,no
common/on_action/yearly_on_actions.txt,27,no
common/character_interactions/00_tributary_interactions.txt,25,no
events/religion_events/great_holy_war_events.txt,25,no
common/scripted_triggers/00_law_triggers.txt,25,no
common/decisions/dlc_decisions/fp_1/00_fp1_major_decisions.txt,24,yes
common/decisions/dlc_decisions/tgp/tgp_dynastic_cycle_decisions.txt,24,yes
common/diarchies/diarchy_types/00_primeministerships.txt,24,no
common/character_interactions/00_fp3_interactions.txt,23,no
events/activities/pilgrimage_activity/pilgrimage_events.txt,23,no
common/on_action/activities/pilgrimage_on_actions.txt,23,no
common/script_values/07_ep3_values.txt,23,no
common/decisions/dlc_decisions/bp3/00_bp3_other_decisions.txt,22,yes
events/dlc/ep3/ep3_travel_events_3.txt,22,no
events/dlc/ep1/ep1_fund_inspiration_events.txt,22,no
events/dlc/fp3/fp3_story_cycle_zanj_rebellion_events.txt,22,no
common/decisions/80_major_decisions_south_asia.txt,21,yes
common/laws/02_admininistrative_laws.txt,21,no
common/casus_belli_types/00_event_war.txt,20,no
common/decisions/dlc_decisions/tgp/tgp_tribute_mission_decisions.txt,20,yes
events/decisions_events/iberia_north_africa_events.txt,20,yes
events/dlc/ep3/ep3_emperor_yearly_8.txt,20,no
events/game_rule_events.txt,20,no
common/scripted_triggers/00_hunt_triggers.txt,20,no
common/scripted_triggers/10_tgp_dynastic_cycle_triggers.txt,20,yes
common/important_actions/tgp_actions.txt,19,no
events/story_cycles/story_cycle_mongol_invasion_events.txt,19,yes
common/council_tasks/00_steward_tasks.txt,19,no
gfx/court_scene/scene_cultures/00_default_cultures.txt,18,yes
common/decisions/dlc_decisions/fp_3/fp3_islamic_decisions.txt,18,yes
events/religion_events/local_shrine_events.txt,18,no
events/religion_events/head_of_faith_events.txt,18,no
common/scripted_effects/00_religious_interaction_effects.txt,18,no
common/scripted_triggers/00_coa_triggers.txt,17,no
common/decisions/80_major_decisions_central_asia.txt,16,yes
events/dlc/ep3/ep3_laamp_events.txt,16,no
events/dlc/tgp/tgp_silk_road_events.txt,16,no
common/council_tasks/00_kurultai_tasks.txt,16,no
common/scripted_effects/03_dlc_fp2_scripted_effects.txt,16,no
common/scripted_character_templates/04_ep2_accolade_character_templates.txt,15,no
common/decisions/dlc_decisions/tgp/tgp_korea_decisions.txt,15,yes
events/dlc/ach/ach_coronation_events.txt,15,no
common/story_cycles/story_cycle_mongol_invasion.txt,15,yes
common/scripted_triggers/07_ep3_triggers.txt,15,no
common/scripted_triggers/tgp_silk_road_triggers.txt,15,no
common/on_action/death.txt,14,no
common/tutorial_lessons/00_tutorial_lessons_basics.txt,13,yes
common/decisions/00_fp3_decisions.txt,13,yes
events/title_events.txt,13,no
events/varangian_events.txt,13,no
common/story_cycles/ep3_story_cycle_frankokratia.txt,13,yes
common/script_values/tgp_values.txt,13,no
common/scripted_effects/03_dlc_fp3_scripted_effects.txt,13,no
common/scripted_triggers/00_relation_triggers.txt,13,no
common/schemes/scheme_types/tgp_dynastic_cycle_schemes.txt,12,no
common/decisions/dlc_decisions/mpo/mpo_decisions.txt,12,yes
common/character_interactions/00_prison_interactions.txt,12,no
common/character_interactions/00_vassal_interactions.txt,12,no
common/factions/00_nation_fracturing_faction.txt,12,no
common/scripted_effects/00_almohad_invasion_effects.txt,12,no
common/scripted_effects/01_dlc_fp3_scripted_effects.txt,12,no
common/scripted_effects/00_flavorization_effects.txt,12,no
common/tutorial_lessons/00_tutorial_lessons_war.txt,11,yes
common/character_interactions/00_dynast_interactions.txt,11,no
common/character_interactions/10_tgp_japan_interactions.txt,11,no
common/culture/aesthetics_bundles/00_aesthetics.txt,11,no
common/on_action/war_on_actions.txt,11,no
common/council_tasks/00_chancellor_tasks.txt,11,no
common/scripted_effects/09_mpo_greatest_of_khans_effects.txt,11,no
common/scripted_triggers/00_religious_triggers.txt,11,no
common/succession_appointment/celestial_minister.txt,10,no
gfx/portraits/portrait_modifiers/01_headgear_base.txt,10,yes
events/dlc/fp2/fp2_other_decision_events.txt,10,no
events/dlc/fp1/fp1_major_decision_events.txt,10,no
events/situation_events/tgp_natural_disaster_events.txt,10,no
events/activities/coronation_activity/coronation_events.txt,10,no
events/activities/imperial_examination_activity/imperial_examination_events.txt,10,no
events/decisions_events/ep4_decision_events.txt,10,yes
events/dlc/fp3/fp3_struggle_events.txt,9,no
events/dlc/tgp/tgp_china_ministry_events.txt,9,no
events/activities/imperial_examination_activity/emperor_prep_phase_imperial_examination_events.txt,9,no
common/factions/00_factions.txt,9,no
common/story_cycles/ep3_story_cycle_restoring_rome.txt,9,yes
common/scripted_triggers/03_fp2_scripted_triggers.txt,9,no
common/scripted_modifiers/00_marriage_scripted_modifiers.txt,8,no
events/dlc/fp3/fp3_heritage_events.txt,8,no
events/education_and_childhood/chinese_disciple_events.txt,8,no
common/on_action/tutorial.txt,8,no
common/scripted_effects/08_bp3_effects.txt,8,no
common/scripted_effects/10_dlc_tgp_korea_scripted_effects.txt,8,no
common/scripted_triggers/00_succession_triggers.txt,8,no
common/scripted_triggers/mpo_scripted_triggers.txt,8,no
common/scripted_rules/00_rules.txt,7,no
common/casus_belli_types/05_fp3_wars.txt,7,no
common/customizable_localization/00_title_custom_loc.txt,7,no
common/customizable_localization/07_ep3_custom_loc.txt,7,no
events/scheme_events/scheme_critical_moments_events.txt,7,no
events/activities/coronation_activity/coronation_events_klank.txt,7,no
common/script_values/10_tgp_dynastic_cycle_values.txt,7,no
common/scripted_triggers/00_major_decision_triggers.txt,7,no
common/coat_of_arms/template_lists/coa_templates.txt,6,no
common/scripted_guis/tgp_scripted_guis.txt,6,no
common/casus_belli_types/00_dejure_war.txt,6,no
common/achievements/ep3_achievements.txt,6,yes
common/artifacts/templates/00_historical_artifacts_templates.txt,6,no
gfx/portraits/portrait_animations/animations.modifierpack,6,no
common/character_interactions/00_diarch_interactions.txt,6,no
common/character_interactions/00_grant_titles_interaction.txt,6,no
events/dlc/ep3/ep3_governor_yearly_3.txt,6,no
common/scripted_modifiers/00_religion_scripted_modifiers.txt,6,no
events/dlc/fp2/fp2_struggle_events.txt,6,no
events/dlc/fp3/fp3_religious_decision_events.txt,6,no
events/religion_events/religious_interaction_events.txt,6,no
events/birth_events.txt,6,no
events/activities/pilgrimage_activity/hajj_events.txt,6,no
common/on_action/child_birth_on_actions.txt,6,no
common/on_action/culture_on_actions.txt,6,no
common/coat_of_arms/dynamic_definitions/00_dynamic_coas.txt,6,yes
common/activities/activity_types/university_visit.txt,6,no
common/subject_contracts/contracts/celestial.txt,6,no
common/script_values/00_court_position_values.txt,6,no
common/script_values/00_war_values.txt,6,no
common/script_values/01_starting_values.txt,6,no
common/script_values/99_court_chaplain_values.txt,6,no
common/script_values/destiny_score_interest_value.txt,6,no
common/scripted_effects/00_secret_effects.txt,6,no
common/scripted_effects/00_war_effects.txt,6,no
common/scripted_effects/10_dlc_tgp_natural_disaster_scripted_effects.txt,6,no
common/scripted_triggers/06_fp3_scripted_triggers.txt,6,no
common/achievements/fp3_achievements.txt,5,yes
gfx/portraits/portrait_modifiers/01_clothes_base.txt,5,yes
common/decisions/10_culture_conversion_decisions.txt,5,yes
common/decisions/10_nomad_other_decisions.txt,5,yes
common/customizable_localization/00_councillor_custom_loc.txt,5,no
common/decisions/dlc_decisions/ep_1/00_ep1_other_decisions.txt,5,yes
common/casus_belli_types/10_tgp_japan_wars.txt,5,no
common/decisions/dlc_decisions/ep_3/06_ep3_admin_decisions.txt,5,yes
gfx/portraits/portrait_animations/animations.txt,5,no
common/customizable_localization/00_rich_presence_flavor_status.txt,5,no
events/dlc/tgp/tgp_japan_general_events.txt,5,no
events/secret_events/secrets_events.txt,5,no
events/yearly_events/yearly_events_4.txt,5,no
common/on_action/dynastic_cycle_on_actions.txt,5,no
common/epidemics/00_epidemics.txt,5,no
common/script_values/10_dlc_tgp_china_values.txt,5,no
common/scripted_triggers/00_laamp_triggers.txt,5,no
common/scripted_triggers/00_ai_value_triggers.txt,5,no
common/scripted_triggers/00_marriage_triggers.txt,5,no
common/scripted_triggers/00_court_position_triggers.txt,5,no
common/event_themes/00_event_themes.txt,4,no
gfx/court_scene/character_roles/00_default_roles.txt,4,no
common/decisions/10_religious_decisions.txt,4,yes
events/activities/pilgrimage_activity/pilgrimage_events_seasia.txt,4,no
events/decisions_events/central_asia_events.txt,4,yes
common/culture/traditions/tgp_traditions.txt,4,no
common/character_interactions/00_invite_agent_to_scheme.txt,4,no
events/dlc/ep3/ep3_story_cycle_grand_ambitions_events.txt,4,no
common/scripted_modifiers/07_ep3_scripted_modifiers.txt,4,no
events/dlc/ep3/ep3_interactions_events.txt,4,no
events/dlc/ep3/ep3_decisions_events.txt,4,no
events/dlc/tgp/tgp_japan_career_events.txt,4,no
events/dlc/tgp/tgp_genpei_character_events.txt,4,no
events/story_cycles/ep3_story_cycle_hasan.txt,4,yes
common/activities/activity_types/coronation.txt,4,no
common/activities/activity_types/hunt.txt,4,no
common/activities/activity_types/imperial_examination.txt,4,no
common/activities/activity_types/local_examination.txt,4,no
common/laws/00_realm_laws.txt,4,no
common/council_tasks/00_marshal_tasks.txt,4,no
common/script_values/00_decision_values.txt,4,yes
common/script_values/99_marshal_values.txt,4,no
events/scheme_events/murder_scheme/murder_save_events.txt,4,no
common/scripted_triggers/00_illustration_triggers.txt,4,no
events/court_events/court_events_general.txt,4,no
common/diarchies/diarchy_mandates/00_mandates.txt,3,no
common/achievements/ep1_achievements.txt,3,yes
common/achievements/ep4_achievements.txt,3,yes
common/achievements/fp1_achievements.txt,3,yes
common/event_backgrounds/activity_backgrounds.txt,3,no
common/casus_belli_types/03_fp2_wars.txt,3,no
common/decisions/90_minor_decisions.txt,3,yes
common/decisions/dlc_decisions/fp_3/fp3_zoroastrian_decisions.txt,3,yes
common/culture/traditions/00_regional_traditions.txt,3,no
events/decisions_events/tgp_decision_events.txt,3,yes
events/dlc/ep3/ep3_story_cycle_admin_eunuch_events.txt,3,no
events/dlc/ep3/ep3_emperor_yearly_3.txt,3,no
events/dlc/fp2/neutral_struggle_events.txt,3,no
events/dlc/fp2/fp2_lyonese_monk_events.txt,3,no
events/dlc/fp1/fp1_yearly_events.txt,3,no
events/dlc/tgp/tgp_japan_yearly_events.txt,3,no
events/dlc/tgp/tgp_japan_decision_events.txt,3,no
events/dlc/tgp/tgp_japan_yearly_events_ariana.txt,3,no
common/customizable_localization/99_fr_custom_loc.txt,3,no
common/character_interactions/06_ep3_interactions.txt,3,no
common/on_action/combat_on_actions.txt,3,no
common/activities/activity_types/debate.txt,3,no
common/struggle/struggles/persian_struggle_script.txt,3,yes
common/court_positions/types/00_court_positions.txt,3,no
common/story_cycles/story_cycle_seljuk_invasion.txt,3,yes
common/script_values/tgp_japan_values.txt,3,yes
common/script_values/tgp_natural_disaster_values.txt,3,no
common/scripted_effects/00_major_decisions_scripted_effects_2.txt,3,yes
common/scripted_effects/00_accolades_scripted_effects.txt,3,no
common/scripted_effects/06_dlc_ce1_legitimacy_effects.txt,3,no
common/scripted_effects/07_dlc_ep3_scripted_effects.txt,3,no
common/scripted_effects/10_dlc_tgp_japan_scripted_effects.txt,3,no
common/scripted_triggers/00_clothing_triggers.txt,3,no
common/scripted_triggers/03_bp1_scripted_triggers.txt,3,no
common/tutorial_lesson_chains/00_tutorial_lesson_chains.txt,2,yes
common/succession_appointment/celestial_governor.txt,2,no
common/tutorial_lessons/00_tutorial_lessons_china.txt,2,yes
common/casus_belli_types/00_invasion_war.txt,2,no
common/important_actions/00_title_actions.txt,2,no
common/schemes/scheme_types/claim_throne_scheme.txt,2,no
common/decisions/30_activity_decisions.txt,2,yes
common/decisions/30_mongol_invasion_decisions.txt,2,yes
common/activities/pulse_actions/debate_pulse_actions.txt,2,no
events/court_events/introduce_court_fashion_events.txt,2,no
common/character_interactions/00_character_interactions.txt,2,no
common/governments/01_japan_government_types.txt,2,no
common/customizable_localization/00_regional_custom_localization.txt,2,no
events/dlc/ep1/ep1_flavor_events.txt,2,no
events/dlc/ce1/epidemic_events_2.txt,2,no
events/dlc/ep3/ep3_story_cycle_violet_poet_events.txt,2,no
common/character_interactions/00_perk_interactions.txt,2,no
common/character_interactions/00_revoke_title_interaction.txt,2,no
common/customizable_localization/10_ach_custom_loc.txt,2,no
events/dlc/tgp/tgp_tribute_mission_events.txt,2,no
events/dlc/tgp/tgp_movement_events.txt,2,no
events/religion_events/fervor_events.txt,2,no
events/story_cycles/story_cycle_almohad_events.txt,2,yes
events/error_suppression_events.txt,2,no
events/tutorial_events.txt,2,no
events/activities/coronation_activity/coronation_events_1.txt,2,no
events/yearly_events/yearly_events_sahara.txt,2,no
common/scripted_modifiers/10_tgp_faction_modifiers.txt,2,no
common/on_action/religion_on_actions.txt,2,no
common/on_action/scheme_on_actions.txt,2,no
common/activities/activity_types/feast.txt,2,no
common/activities/activity_types/funeral.txt,2,no
common/activities/activity_types/hike.txt,2,no
common/activities/activity_types/monument_expedition.txt,2,no
common/activities/activity_types/tournament.txt,2,no
common/traits/00_traits.txt,2,no
common/court_types/00_court_types.txt,2,no
common/laws/00_succession_laws.txt,2,no
common/laws/01_title_succession_laws.txt,2,no
common/legitimacy/00_legitimacy.txt,2,no
common/council_tasks/00_court_chaplain_tasks.txt,2,no
common/council_tasks/00_spymaster_tasks.txt,2,no
common/buildings/00_special_buildings.txt,2,no
common/story_cycles/ep3_story_cycle_harrying_of_the_north.txt,2,yes
common/story_cycles/story_cycle_restored_roman_provinces.txt,2,yes
common/script_values/03_dlc_fp2_script_values.txt,2,no
common/script_values/99_chancellor_values.txt,2,no
common/scripted_effects/10_dlc_tgp_house_bloc_scripted_effects.txt,2,no
common/scripted_effects/10_dlc_tgp_silk_road_scripted_effects.txt,2,no
events/single_combat_events.txt,2,no
common/scripted_triggers/00_building_requirement_triggers.txt,2,no
common/scripted_triggers/00_secret_type_triggers.txt,2,no
common/scripted_triggers/01_fp1_scripted_triggers.txt,2,no
common/scripted_triggers/music_triggers.txt,2,no
common/scripted_triggers/20_health_triggers.txt,2,no
common/coat_of_arms/template_lists/colored_emblem_lists.txt,1,no
common/succession_appointment/japanese_admin_governor.txt,1,no
common/succession_appointment/japanese_admin_regent.txt,1,no
common/tutorial_lessons/00_tutorial_lessons_reactive.txt,1,yes
common/succession_appointment/meritocratic_regent.txt,1,no
common/decisions/00_diarchy_decisions.txt,1,yes
common/achievements/ep2_achievements.txt,1,yes
common/decisions/00_guest_decisions.txt,1,yes
common/secret_types/dynastic_cycle_secrets.txt,1,no
common/casus_belli_types/00_subjugation.txt,1,no
common/decisions/30_court_decisions.txt,1,yes
common/decisions/40_japan_decisions.txt,1,yes
common/schemes/scheme_types/ep3_prepare_fire_dromons_scheme.txt,1,no
common/decisions/test_decision.txt,1,yes
common/decisions/dlc_decisions/ce_1/ce1_legendary_decisions.txt,1,yes
common/decisions/dlc_decisions/ep_1/00_ep1_court_grandeur_and_amenity_decisions.txt,1,yes
common/decisions/dlc_decisions/ep_3/06_ep3_separatist_uprising_decision.txt,1,yes
common/character_interactions/00_blackmail_interactions.txt,1,no
events/culture_events/culture_emergence_events.txt,1,no
common/governments/00_government_types.txt,1,no
common/character_interactions/00_debug_interactions.txt,1,no
common/customizable_localization/00_pilgrimage_custom_loc.txt,1,no
events/decisions_events/pledge_loyalty_to_liege_events.txt,1,yes
events/decisions_events/mpo_greatest_of_khans_events.txt,1,yes
common/character_interactions/00_gift.txt,1,no
common/character_interactions/00_heir.txt,1,no
events/dlc/ce1/legend_spread_events_veronica.txt,1,no
events/dlc/ce1/legend_spread_events_8.txt,1,no
events/travel_events/travel_start_events.txt,1,no
events/dlc/ep3/ep3_roman_restoration_events.txt,1,no
events/dlc/ep3/ep3_laamp_decision_events.txt,1,no
common/character_interactions/00_religious_interactions.txt,1,no
common/character_interactions/00_test_interactions.txt,1,no
events/dlc/fp3/fp3_misc_decision_events.txt,1,no
events/dlc/fp3/fp3_yearly_events_ola_batch_1.txt,1,no
events/dlc/tgp/tgp_korea_decision_events.txt,1,no
events/dlc/tgp/tgp_faction_events.txt,1,no
events/interaction_events/character_interaction_events.txt,1,no
events/scheme_events/governor_contract_events.txt,1,no
events/religion_events/faith_conversion_events.txt,1,no
events/scheme_events/murder_scheme/murder_scheme_maintenance_events.txt,1,no
events/scheme_events/seduce_scheme/seduce_scheme_outcome_events.txt,1,no
events/story_cycles/story_cycle_pet_animal_events.txt,1,yes
common/character_interactions/06_ep3_laamp_interactions.txt,1,no
events/travel_events/travel_events_bp3.txt,1,no
events/travel_events/travel_events_cities.txt,1,no
events/scheme_events/laamp_base_contract_scheme_events.txt,1,no
events/test_events/debug.txt,1,no
events/realm_maintenance_events.txt,1,no
common/character_interactions/09_mpo_interactions.txt,1,no
events/activities/feast_activity/feast_default_events_axel.txt,1,no
events/activities/petition_liege_activity/petition_liege_events.txt,1,no
common/on_action/diarchy_on_action.txt,1,no
common/on_action/ruler_designer.txt,1,no
common/activities/activity_types/inspection.txt,1,no
common/council_positions/00_council_positions.txt,1,no
common/domiciles/buildings/00_chinese_estate_buildings.txt,1,no
common/court_positions/tasks/00_court_musician_tasks.txt,1,no
common/story_cycles/story_cycle_almohad_invasion.txt,1,yes
common/script_values/00_invasion_values.txt,1,yes
common/script_values/00_scheme_values.txt,1,no
common/script_values/00_struggle_values.txt,1,no
common/script_values/01_dlc_fp1_script_values.txt,1,no
common/script_values/10_tgp_japan_values.txt,1,yes
common/scripted_effects/00_pregnancy_effects.txt,1,no
common/scripted_effects/00_administrative_effects.txt,1,no
common/scripted_effects/00_ai_budget_effects.txt,1,no
common/scripted_effects/04_dlc_ep2_tournament_effects.txt,1,no
events/dlc/fp1/fp1_scandinavian_adventurer_events.txt,1,no
common/scripted_triggers/00_pilgrimage_triggers.txt,1,no
common/scripted_triggers/00_game_rule_triggers.txt,1,no
common/scripted_triggers/05_bp2_triggers.txt,1,no
common/scripted_triggers/09_mpo_greatest_of_khans_triggers.txt,1,no
common/scripted_triggers/00_courtier_guest_management_triggers.txt,1,no
common/scripted_triggers/10_tgp_korea_triggers.txt,1,no
