kind,key,uses
trigger,event_target:assassin_protege,27
trigger,fromfrom,26
trigger,is_smart_trigger,26
trigger,year,26
trigger,is_friend,26
trigger,event_target:extra_tax_target,26
trigger,is_inaccessible_or_incapable_trigger,26
trigger,secret_religion,26
trigger,is_merchant_republic,26
trigger,has_dlc,25
trigger,is_patrician,25
trigger,war_with,25
trigger,stewardship,25
trigger,any_trade_post,25
trigger,society_can_rank_up,24
trigger,event_target:infiltration_target,24
trigger,yearly_income,24
trigger,is_child_of,23
trigger,is_lover,23
trigger,real_tier,22
trigger,is_landless_type_title,22
trigger,is_nomadic,22
trigger,owner,22
trigger,province_id,22
trigger,allow_changing_race,22
trigger,is_generic_sacrifice_religion,21
trigger,raiding_ruler_trigger,20
trigger,any_courtier_or_vassal,20
trigger,any_demesne_title,20
trigger,has_job_title,20
trigger,war,20
trigger,is_maimed_trigger,20
trigger,religion_has_incest,20
trigger,event_target:dirt_target,20
trigger,is_married,19
trigger,evilcat_is_chosen,19
trigger,in_command,19
trigger,has_patron_god,19
trigger,is_dumb_trigger,18
trigger,higher_real_tier_than,18
trigger,any_war,18
trigger,is_primary_heir,18
trigger,is_ill,18
trigger,has_any_quest,17
trigger,z_psion,17
trigger,event_target:target_ruler,17
trigger,has_non_aggression_pact_with,17
trigger,is_infertile_race,17
trigger,has_building,17
trigger,has_focus,17
trigger,event_target:tourney_sponsor,17
trigger,has_holder,16
trigger,event_target:final_boss,16
trigger,flag,16
trigger,fertility,16
trigger,has_religion_feature,16
trigger,power,16
trigger,is_member_of_any_knight_order_trigger,16
trigger,z_has_class,15
trigger,using_cb,15
trigger,is_primary_war_defender,15
trigger,any_artifact,15
trigger,has_injury_trigger,15
trigger,event_target:party_leader,15
trigger,is_weak_trigger,14
trigger,event_target:party_member_1_ai_pick,14
trigger,event_target:party_member_2_ai_pick,14
trigger,event_target:party_member_3_ai_pick,14
trigger,event_target:party_member_4_ai_pick,14
trigger,race_is_ogrekin,14
trigger,plot_target_char,14
trigger,is_playable,14
trigger,is_powerful_vassal,14
trigger,has_lover,14
trigger,event_target:accused_apostate,14
trigger,event_target:combatant_1,13
trigger,event_target:other_combatant,13
trigger,is_consort,13
trigger,immortal,13
trigger,had_character_flag,13
trigger,is_tribal,13
trigger,gfx_culture_scope,13
trigger,evilcat_is_human_cultured,13
trigger,at_location,13
trigger,defender,12
trigger,wealth,12
trigger,is_quest_target_of,12
trigger,num_of_children,12
trigger,num_of_count_titles,12
trigger,has_nickname,12
trigger,event_target:assassins_target,12
trigger,event_target:newborn,12
trigger,has_uthgardt_totem,12
trigger,is_devil_worshiper_trigger,12
trigger,is_member_of_any_warrior_lodge_trigger,11
trigger,scaled_wealth,11
trigger,distance_from_realm,11
trigger,race_is_goblinoid,11
trigger,any_spouse,11
trigger,has_artifact,11
trigger,is_pregnant,11
trigger,any_courtier,10
trigger,is_island,10
trigger,years,10
trigger,port,10
trigger,reverse_opinion,10
trigger,has_severe_disability_trigger,10
trigger,character_disease_trigger,10
trigger,z_aristocrat,10
trigger,has_any_symptom,10
trigger,faction_power,10
trigger,faction,10
trigger,temporary,9
trigger,attacker,9
trigger,event_target:gathering_companion,9
trigger,race_is_orcish,9
trigger,has_horns,9
trigger,is_dragon,9
trigger,event_target:first_spouse,9
trigger,vampire_incompatible_race,9
trigger,assassins_appropriate_target_trigger,9
trigger,is_faerun_horde_nomad_culture,9
trigger,religion_has_polyamory,9
trigger,any_de_jure_vassal_title,9
trigger,religion_authority,9
trigger,event_target:infector,9
trigger,spouse,9
trigger,is_save_game,8
trigger,can_hold_title,8
trigger,num_of_count_titles_in_realm,8
trigger,is_primary_war_attacker,8
trigger,rank,8
trigger,quality,8
trigger,faerun_immortal_race_trigger,8
trigger,is_humanoid,8
trigger,is_planetouched,8
trigger,host,8
trigger,top_liege,8
trigger,months,8
trigger,has_attractive_trait_trigger,8
trigger,terrain,8
trigger,uthgardt_faith_trigger,8
trigger,is_allied_with,7
trigger,has_society_currency_medium_trigger,7
trigger,is_benevolent_trigger,7
trigger,same_realm,7
trigger,event_target:destr_artifact,7
trigger,race_is_yuanti,7
trigger,has_undead_portrait,7
trigger,father_of_unborn,7
trigger,event_target:second_spouse,7
trigger,practical_age,7
trigger,race_is_illithid,7
trigger,any_neighbor_province,7
trigger,same_sex,7
trigger,any_province_holding,7
trigger,is_lowborn,7
trigger,leader_traits,7
trigger,num_culture_realm_provs,7
trigger,num_religion_realm_provs,7
trigger,is_main_spouse,7
trigger,z_divine_caster,6
trigger,historical,6
trigger,is_heir,6
trigger,any_independent_ruler,6
trigger,any_owned_bloodline,6
trigger,new_character,6
trigger,has_earmarked_regiments,6
trigger,can_have_more_leadership_traits,6
trigger,in_revolt,6
trigger,z_rogue_classes,6
trigger,has_epidemic,6
trigger,is_special_courtier,6
trigger,has_society_landed_title,6
trigger,is_a_mammal_trigger,6
trigger,calc_true_if,6
trigger,amount,6
trigger,has_symptom_trigger,6
trigger,artifact_type,5
trigger,olrox_has_specific_sorc_origin,5
trigger,unconvertable_culture_trigger,5
trigger,min,5
trigger,max,5
trigger,current_heir,5
trigger,has_bloodline_flag,5
trigger,ruled_years,5
trigger,reverse_has_opinion_modifier,5
trigger,true_religion_qisma_trigger,5
trigger,relative_power,5
trigger,lifestyle_traits,5
trigger,is_capital,5
trigger,has_fair_trait_congenital_tier_3_trigger,5
trigger,has_fair_trait_congenital_tier_2_trigger,5
trigger,has_fair_trait_congenital_tier_1_trigger,5
trigger,has_fair_trait_non_congenital_tier_3_trigger,5
trigger,has_fair_trait_non_congenital_tier_2_trigger,5
trigger,has_fair_trait_non_congenital_tier_1_trigger,5
trigger,has_ugly_trait_congenital_tier_3_trigger,5
trigger,has_ugly_trait_congenital_tier_2_trigger,5
trigger,has_ugly_trait_congenital_tier_1_trigger,5
trigger,has_ugly_trait_non_congenital_tier_3_trigger,5
trigger,has_ugly_trait_non_congenital_tier_2_trigger,5
trigger,has_ugly_trait_non_congenital_tier_1_trigger,5
trigger,any_province_character,5
trigger,has_planetouched_subtype,5
trigger,is_member_of_any_thieves_guild_trigger,5
trigger,sibling,5
trigger,relative_realm_size,5
trigger,size,5
trigger,has_children,4
trigger,mother,4
trigger,job_spymaster,4
trigger,holder,4
trigger,can_join_society,4
trigger,multiplayer,4
trigger,realm_size,4
trigger,event_target:invader_char,4
trigger,race_part_animal,4
trigger,race_is_giantkin,4
trigger,race_is_fey,4
trigger,faerun_any_race,4
trigger,is_married_matrilineally,4
trigger,is_senior_consort_party,4
trigger,among_most_powerful_vassals,4
trigger,can_be_maimed_trigger,4
trigger,is_nomadic_tribal_culture,4
trigger,race_is_neckless,4
trigger,capital_holding,4
trigger,is_feudal,4
trigger,is_abroad,4
trigger,is_immune_to_conversion_trigger,4
trigger,has_education_martial_trigger,4
trigger,has_fair_trait_non_congenital_trigger,4
trigger,is_patriarchal_religion_or_culture,4
trigger,has_medium_disability_trigger,4
trigger,has_fair_trait_trigger,4
trigger,is_metamour_of_prev,4
trigger,is_old_enough_to_die_trigger,4
trigger,is_pilgrim,4
trigger,e_yaimunnahar,4
trigger,k_thesk,4
trigger,is_vassal_or_below_of,4
trigger,reverse_has_truce,4
trigger,secret_religion_group,4
trigger,has_polygamy,4
trigger,father,3
trigger,is_society_landed_title_trigger,3
trigger,persistent_event_target:society_persist,3
trigger,any_close_relative,3
trigger,race_is_aberrant,3
trigger,prestige,3
trigger,can_grant_title,3
trigger,had_global_flag,3
trigger,total_years_played,3
trigger,is_parent_of,3
trigger,is_strong_non_congenital_trait_upgradeable_trigger,3
trigger,is_strong_congenital_trait_upgradeable_trigger,3
trigger,is_fair_non_congenital_trait_upgradeable_trigger,3
trigger,is_fair_congenital_trait_upgradeable_trigger,3
trigger,is_smart_congenital_trait_upgradeable_trigger,3
trigger,selected_ingredient_1_and_2_are_same,3
trigger,has_selected_ingredient_2_trigger,3
trigger,death_no_trace_trigger,3
trigger,death_in_shou_lung_trigger,3
trigger,is_smart_non_congenital_trigger,3
trigger,race_is_outsider,3
trigger,race_is_planar,3
trigger,has_tiefling_subtype,3
trigger,is_lycanthrope_compatible,3
trigger,is_genetically_compatible_with_prev,3
trigger,any_lover,3
trigger,event_target:first_spouses_liege,3
trigger,event_target:second_spouses_liege,3
trigger,e_zhentarim,3
trigger,event_target:dracolich_target,3
trigger,z_legendary_class,3
trigger,health,3
trigger,has_disease_trigger,3
trigger,event_target:ancestors_lover,3
trigger,any_attacker,3
trigger,is_offmap_ruler,3
trigger,event_target:assassin_protege_1,3
trigger,event_target:assassin_protege_2,3
trigger,event_target:assassin_protege_3,3
trigger,z_arcane_caster,3
trigger,persistent_event_target:prep_invader_target,3
trigger,has_truce,3
trigger,is_liege_or_above_of,3
trigger,has_owner,3
trigger,has_job_action,3
trigger,is_matriarchal_religion_or_culture,3
trigger,killer,3
trigger,event_target:ng_province,3
trigger,province,3
trigger,all_immortals_trigger,3
trigger,has_ugly_trait_trigger,3
trigger,is_partner_of_prev,3
trigger,event_target:polyamory_mother,3
trigger,event_target:true_father,3
trigger,is_valid_viking_invasion_target,3
trigger,faerun_secret_immortal_race_trigger,3
trigger,religion_allows_female_temple_holders,3
trigger,de_jure_liege_or_above,3
trigger,has_education_learning_trigger,3
trigger,event_target:divine_class_candidate,3
trigger,race_is_draconic,3
trigger,is_variable_equal,3
trigger,is_pro_death_religion,3
trigger,true_father,3
trigger,olrox_is_environmental_religion_trigger,3
trigger,has_warlock_patron,3
trigger,is_pretender,3
trigger,is_indestructible,2
trigger,trade_post_has_building,2
trigger,dishonorable_ai_chance_increase_score,2
trigger,is_true_outsider,2
trigger,event_target:previous_liege,2
trigger,is_smart_non_congenital_trait_upgradeable_trigger,2
trigger,selected_ingredient_is_sleep_inducing_trigger,2
trigger,event_target:infiltration_companion,2
trigger,has_fair_trait_congenital_trigger,2
trigger,is_smart_congenital_trigger,2
trigger,is_strong_congenital_trigger,2
trigger,race_is_elven,2
trigger,race_is_saurid,2
trigger,betrothed,2
trigger,male_can_hold_minor_commander_title_trigger,2
trigger,female_can_hold_minor_commander_title_trigger,2
trigger,is_member_of_any_zhent_like_society_trigger,2
trigger,e_brotherhood_of_true_flame,2
trigger,is_ascetic_trigger,2
trigger,any_player,2
trigger,is_important_character_to,2
trigger,is_werebeast,2
trigger,has_education_diplomacy_trigger,2
trigger,likes_other_combatant_score,2
trigger,is_using_intrigue_trigger,2
trigger,is_allowed_to_loot,2
trigger,is_occupied,2
trigger,is_liege_or_above,2
trigger,tech_naval,2
trigger,can_naval_path_to,2
trigger,any_realm_title,2
trigger,is_weak_congenital_trigger,2
trigger,prefers_men_trigger,2
trigger,job_marshal,2
trigger,is_dumb_congenital_trigger,2
trigger,any_playable_ruler,2
trigger,has_alternate_start_parameter,2
trigger,key,2
trigger,is_evil_trigger,2
trigger,event_target:writing_target,2
trigger,job_event_mtth_modifier_learning_score,2
trigger,has_society_currency_massive_trigger,2
trigger,has_society_currency_major_trigger,2
trigger,is_member_of_any_alliance_society_trigger,2
trigger,event_target:abductor,2
trigger,is_master_for_prev_trigger,2
trigger,lower_tier_than,2
trigger,player_heir,2
trigger,any_current_enemy,2
trigger,is_tribal_type_title,2
trigger,is_faerun_horse_nomad_culture,2
trigger,has_plot,2
trigger,event_target:introducing_partner,2
trigger,is_viking_invader_religion,2
trigger,is_faerun_aquatic_culture,2
trigger,is_faerun_subterranean_culture,2
trigger,is_race_lifespan_1000_trigger,2
trigger,is_race_lifespan_800_trigger,2
trigger,is_race_lifespan_600_trigger,2
trigger,is_race_lifespan_500_trigger,2
trigger,is_race_lifespan_400_trigger,2
trigger,is_race_lifespan_350_trigger,2
trigger,is_race_lifespan_300_trigger,2
trigger,is_race_lifespan_250_trigger,2
trigger,is_race_lifespan_200_trigger,2
trigger,is_race_lifespan_180_trigger,2
trigger,is_race_lifespan_160_trigger,2
trigger,is_race_lifespan_150_trigger,2
trigger,infertile_age_trigger,2
trigger,k_thindol,2
trigger,has_education_stewardship_trigger,2
trigger,race_is_serpent,2
trigger,is_dying,2
trigger,same_patron_as_prev_trigger,2
trigger,is_cleric_class_allowed,2
trigger,is_paladin_class_allowed,2
trigger,is_druid_class_allowed,2
trigger,any_realm_wonder_upgrade,2
trigger,has_wonder_upgrade,2
trigger,is_active,2
trigger,original_artifact_owner,2
trigger,c_56072,2
trigger,c_7154,2
trigger,can_be_given_away,2
trigger,c_30550,2
trigger,is_government_potential,2
trigger,has_minion_culture_province_modifier_trigger,2
trigger,has_minion_culture_trigger,2
trigger,religion_allows_male_temple_holders,2
trigger,piety,2
trigger,event_target:rival_target,2
trigger,in_faction,2
trigger,event_target:duel_society_title,1
trigger,is_society_title_matching_society_of_prev_trigger,1
trigger,society_has_linked_title_trigger,1
trigger,persistent_event_target:society_title_persist,1
trigger,evilcat_has_sorc_origin_or_race,1
trigger,z_legendary_arcane,1
trigger,is_multiplayer_host_character,1
trigger,start_date,1
trigger,year_of_birth,1
trigger,e_a_brotherhood,1
trigger,is_strong_non_congenital_trait_downgradeable_trigger,1
trigger,is_strong_congenital_trait_downgradeable_trigger,1
trigger,is_fair_non_congenital_trait_downgradeable_trigger,1
trigger,is_fair_congenital_trait_downgradeable_trigger,1
trigger,is_smart_non_congenital_trait_downgradeable_trigger,1
trigger,is_smart_congenital_trait_downgradeable_trigger,1
trigger,has_a_herb_ingredient_trigger,1
trigger,has_an_animal_part_ingredient_trigger,1
trigger,has_selected_herb_ingredient_1_trigger,1
trigger,has_selected_herb_ingredient_2_trigger,1
trigger,has_selected_animal_part_ingredient_1_trigger,1
trigger,has_selected_animal_part_ingredient_2_trigger,1
trigger,event_target:hermetic_collaborator,1
trigger,is_artifact_equipped,1
trigger,num_of_artifacts,1
trigger,founder,1
trigger,has_genasi_subtype,1
trigger,any_dynasty_member_even_if_dead,1
trigger,any_consort,1
trigger,is_foe,1
trigger,any_character,1
trigger,war_participation,1
trigger,score,1
trigger,z_renowned_class,1
trigger,z_master_class,1
trigger,has_wonder,1
trigger,title_tier_reduction_score,1
trigger,quest_target,1
trigger,is_liege_of,1
trigger,is_tributary,1
trigger,suzerain,1
trigger,has_an_omen_modifier_trigger,1
trigger,event_target:human_sacrifice_prisoner,1
trigger,gender_equality_trigger,1
trigger,z_tattooed,1
trigger,race_is_psionic,1
trigger,additive_modifier,1
trigger,event_target:tax_discount_target,1
trigger,can_land_path_to,1
trigger,target,1
trigger,event_target:harper_invasion_target,1
trigger,z_basic_class,1
trigger,z_trained_class,1
trigger,z_journeyman_class,1
trigger,job_event_mtth_modifier_diplomacy_score,1
trigger,job_event_mtth_modifier_inverted_learning_score,1
trigger,job_event_mtth_modifier_inverted_diplomacy_score,1
trigger,has_lifestyle_martial_trigger,1
trigger,has_ugly_trait_non_congenital_trigger,1
trigger,is_society,1
trigger,is_land,1
trigger,event_target:legendary_society,1
trigger,society_has_members,1
trigger,is_quest_target,1
trigger,de_jure_liege,1
trigger,liege_before_war,1
trigger,lower_real_tier_than,1
trigger,character_culture_can_be_changed_to_prev,1
trigger,religion_has_patrons,1
trigger,has_patron_god_heavy_trigger,1
trigger,plot_power_contribution,1
trigger,plotter,1
trigger,is_any_kinslayer_trigger,1
trigger,religion_tolerates_kinslaying,1
trigger,has_ugly_trait_congenital_trigger,1
trigger,any_de_jure_liege_title,1
trigger,can_fly,1
trigger,in_seclusion,1
trigger,has_disease,1
trigger,culture_scope,1
trigger,days,1
trigger,undead_incompatible_race,1
trigger,event_target:raid_candidate_1,1
trigger,event_target:raid_candidate_2,1
trigger,event_target:raid_candidate_3,1
trigger,event_target:raid_candidate_4,1
trigger,event_target:raider_candidate_1,1
trigger,event_target:raider_candidate_2,1
trigger,event_target:raider_candidate_3,1
trigger,any_dynasty_member,1
trigger,event_target:patrol_leader,1
trigger,death_duel_kill_trigger,1
trigger,can_apply_super_cool_nickname_trigger,1
trigger,is_allowed_to_sacrifice_true_believers,1
trigger,diplomatic_immunity,1
trigger,orc_religion_trigger,1
trigger,goblin_religion_trigger,1
trigger,siege,1
trigger,is_attacker,1
trigger,can_apply_cool_nickname_trigger,1
trigger,c_420,1
trigger,event_target:zariel,1
trigger,d_neverwinter,1
trigger,c_61026,1
trigger,e_anauroch,1
trigger,k_chessenta,1
trigger,c_52140,1
trigger,c_17286,1
trigger,in_siege,1
trigger,county,1
trigger,has_siege,1
trigger,c_53007,1
trigger,k_halruaa,1
trigger,is_member_of_any_spy_net_society_trigger,1
trigger,over_max_demesne_size,1
trigger,num_of_claims,1
trigger,free_court_slots,1
trigger,num_of_courtiers,1
trigger,obedient,1
trigger,any_friend,1
trigger,any_rival,1
trigger,c_61358,1
trigger,family_palace,1
trigger,is_reformed_religion,1
trigger,not_casting,1
trigger,c_hillsfar,1
trigger,num_of_king_titles,1
trigger,k_cormyr,1
trigger,is_primary_holder_title,1
trigger,consort,1
trigger,muhjari_has_syncretism,1
trigger,is_true_immortal,1
trigger,is_sick_or_injured_trigger,1
trigger,is_theocracy,1
trigger,has_full_court,1
trigger,job_chancellor,1
trigger,job_treasurer,1
trigger,job_spiritual,1
trigger,has_special_succession_trigger,1
trigger,is_arcane_title_trigger,1
trigger,is_druidic_title_trigger,1
trigger,event_target:title_to_destroy,1
trigger,event_target:temp_landless_title,1
trigger,has_education_intrigue_trigger,1
trigger,has_wiz_spec,1
trigger,plot_is_known_by,1
trigger,c_35067,1
trigger,event_target:current_caliph,1
trigger,is_councillor,1
trigger,any_voter,1
trigger,is_monastic_member_trigger,1
trigger,has_assigned_minor_title,1
trigger,demesne_size,1
trigger,has_inheritance_blocker,1
effect,add_trait,3085
effect,id,2623
effect,character_event,1832
effect,trait,1315
effect,who,1056
effect,days,1054
effect,set_character_flag,1003
effect,years,930
effect,culture,901
effect,which,854
effect,set_graphical_culture,795
effect,clr_character_flag,657
effect,remove_trait,655
effect,name,556
effect,save_event_target_as,547
effect,allow_changing_race,544
effect,religion,451
effect,add_artifact,400
effect,chance,392
effect,set_creation_date,384
effect,set_variable,362
effect,text,338
effect,prestige,329
effect,is_patrician,317
effect,duration,292
effect,mult_modifier,273
effect,break,260
effect,owner,235
effect,province,231
effect,from,229
effect,random_traits,228
effect,increase_adv_fatigue_effect,221
effect,dynasty,215
effect,has_character_flag,211
effect,spawn_unit,208
effect,attrition,201
effect,add_character_modifier,200
effect,martial,191
effect,home,184
effect,female,183
effect,attributes,176
effect,mother_even_if_dead,174
effect,true_father_even_if_dead,173
effect,age,172
effect,set_secret_religion,172
effect,root,169
effect,repeat_event,162
effect,remove_character_modifier,162
effect,troops,159
effect,flag,157
effect,diplomacy,155
effect,create_character,154
effect,wealth,154
effect,set_global_flag,154
effect,new_character,152
effect,opinion,150
effect,learning,148
effect,disband_on_peace,148
effect,maintenance_multiplier,148
effect,min,147
effect,intrigue,141
effect,change_variable,140
effect,merge,137
effect,cannot_inherit,136
effect,months,133
effect,reinforces,133
effect,stewardship,130
effect,graphical_culture,122
effect,add_friend,118
effect,any_society_member,116
effect,add_province_modifier,112
effect,death_reason,110
effect,tooltip,107
effect,immortal_age,100
effect,piety,99
effect,to,97
effect,death,96
effect,has_character_modifier,96
effect,tb_graph_culture_racial,96
effect,heavy_infantry,95
effect,archers,95
effect,match_character,94
effect,match_mult,94
effect,reverse_add_favor,93
effect,clr_artifact_flagsmodifiers_effect,93
effect,location,88
effect,is_ruler,87
effect,holy_order,87
effect,event_target:party_member_2,85
effect,event_target:party_member_3,85
effect,event_target:party_member_4,85
effect,leader,83
effect,reinforce_rate_multiplier,83
effect,province_event,83
effect,join_society,79
effect,earmark,78
effect,create_random_soldier,77
effect,event_target:party_member_1,77
effect,liege,73
effect,on_trigger,73
effect,light_infantry,70
effect,preferred_limit,69
effect,can_toggle_looting,67
effect,any_vassal,67
effect,character,66
effect,light_cavalry,66
effect,add_building,61
effect,letter_event,60
effect,capital_scope,60
effect,give_nickname,60
effect,hidden_effect,59
effect,random_realm_character,58
effect,set_province_flag,57
effect,hidden,55
effect,historical,55
effect,remove_opinion,53
effect,killer,51
effect,event_target:target_ruler,51
effect,region,51
effect,match_min,51
effect,reverse_has_opinion_modifier,51
effect,trigger_switch,49
effect,clr_quest,47
effect,type,47
effect,add_law,47
effect,tooltip_info,46
effect,heal_wounds_adv_effect,44
effect,holder,44
effect,random_vassal,43
effect,is_looter,40
effect,max,39
effect,export_to_variable,39
effect,remove_title,39
effect,narrative_event,37
effect,create_bloodline,36
effect,failure,36
effect,set_society_grandmaster,35
effect,mages_troops,35
effect,set_father,33
effect,scaled_wealth,33
effect,target,32
effect,has_global_flag,32
effect,random_courtier_or_vassal,31
effect,casus_belli,31
effect,remove_province_modifier,31
effect,can_join_society,31
effect,society_quest_event,30
effect,show_scope_change,30
effect,add_rival,29
effect,spawn_random_genasi,29
effect,elemental_troops,29
effect,is_landed,28
effect,disband_event_forces,28
effect,government,28
effect,society_rank_up,27
effect,race,27
effect,holder_scope,27
effect,clear_event_target,27
effect,relative_power,27
effect,power,27
effect,pikemen,27
effect,grant_title,26
effect,spawn_random_tiefling,26
effect,clr_global_flag,26
effect,tier,25
effect,add_claim,25
effect,decrease_adv_fatigue_effect,24
effect,add_society_currency_minor_effect,24
effect,spawn_random_hengeyokai,24
effect,event_target:assassin,24
effect,law,24
effect,opinion_effect,24
effect,attracted_to_prev_trigger,24
effect,any_realm_province,23
effect,random_society_member,23
effect,additive_modifier,23
effect,add_age,22
effect,set_quest_target,22
effect,spellplague_change_province,22
effect,modifier_spreader_effect,22
effect,distance,21
effect,combat_rating_diff,21
effect,random_independent_ruler,20
effect,society,20
effect,any_trade_post,20
effect,event_target:lover_to_introduce,20
effect,is_special_courtier,20
effect,random_direct_de_jure_vassal_title,20
effect,reverse_opinion,19
effect,sound_effect,19
effect,show_portrait,19
effect,spawn_random_aasimar,19
effect,race_is_fiendish,19
effect,set_defacto_liege,18
effect,recalc_succession,18
effect,spawn_good_commander_effect,18
effect,add_maimed_trait_effect,18
effect,thirdparty_title,18
effect,reverse_unsafe_war,18
effect,any_demesne_title,18
effect,create_title,17
effect,landless,17
effect,imprison,17
effect,any_player,17
effect,set_government_type,17
effect,persistent_event_target:prep_invader_target,17
effect,undead_troops,17
effect,unsafe_destroy_landed_title,16
effect,random_realm_province,16
effect,dna,16
effect,ai,16
effect,turn_vampire_effect,16
effect,any_liege,16
effect,clr_province_flag,16
effect,add_society_currency_medium_effect,15
effect,set_mother,15
effect,update_hidden_modifiers,15
effect,temporary,15
effect,event_target:first_spouse,15
effect,subtract_variable,14
effect,knights,14
effect,cooldown,14
effect,event_target:partner_to_introduce_lover_to,14
effect,fromfrom,13
effect,give_minor_title,13
effect,mother,13
effect,clean_up_after_duel_effect,13
effect,random_courtier,13
effect,prev,13
effect,log,13
effect,event_target:second_spouse,13
effect,any_realm_character,13
effect,beast_troops,13
effect,year_of_birth,13
effect,primary_title,12
effect,event_target:final_boss,12
effect,default_race_inheritance,12
effect,attribute_diff,12
effect,attribute,12
effect,event_target:raider_leader,12
effect,check_variable,12
effect,thirdparty,12
effect,set_original_owner,12
effect,change_learning,11
effect,while,11
effect,spawn_fleet,11
effect,is_evil_religion,11
effect,any_character,11
effect,war,11
effect,score_value,11
effect,destroy_artifact,11
effect,remove_all_race_traits,11
effect,destroy_landed_title,11
effect,event_target:quest_giver,11
effect,random_demesne_province,11
effect,any_playable_ruler,11
effect,set_name,10
effect,gfx_culture_scope,10
effect,adventurer,10
effect,add_society_currency_major_effect,10
effect,event_target:infiltration_companion,10
effect,add_legend_progress_trivial_effect,10
effect,apply_nomad_leadership_duel_defeat_effect,10
effect,tooltip_info_custom,10
effect,random_playable_ruler,10
effect,add_legend_progress_massive_effect,10
effect,seize_trade_post,10
effect,allow_changing_culture,10
effect,event_target:human_sacrifice,10
effect,has_lover,10
effect,add_custom_xp_effect,9
effect,add_trait_adventurer_effect,9
effect,event_target:other_combatant,9
effect,event_target:infiltration_target,9
effect,event_target:gathering_companion,9
effect,is_female,9
effect,event_target:assassin_protege,9
effect,c_waterdeep,9
effect,elfharrow_effect,9
effect,has_dlc,8
effect,long_character_event,8
effect,port,8
effect,adventurer_reward_effect,8
effect,random_magic_item_effect,8
effect,galleys,8
effect,origin_description,8
effect,economy_techpoints,8
effect,has_artifact_flag,8
effect,any_courtier,8
effect,pick_culture_for_spawned_courtier_effect,8
effect,turn_lich_effect,8
effect,any_demesne_province,8
effect,holding_type,8
effect,random_landed_title,8
effect,add_trait_wounded_effect,8
effect,set_religion_head,8
effect,event_target:accused_apostate,8
effect,set_quest,7
effect,change_martial,7
effect,random_character,7
effect,reset_duel_timers_effect,7
effect,clear_flags_with_prefix,7
effect,father,7
effect,detract_society_currency_medium_effect,7
