stage,cycles_per_km,amplitude_levels
before,0.1749547709518058,76.77671277544907
before,0.17576474674324935,76.7494995239703
before,0.1765747225346929,75.13865440199558
before,0.17738469832613643,74.00211810410981
before,0.17819467411757997,70.78421375918218
before,0.1790046499090235,69.34012149445249
before,0.17981462570046705,68.43527974147915
before,0.1806246014919106,67.52099760551236
before,0.18143457728335416,70.14942199161615
before,0.1822445530747977,68.28685761192274
before,0.18305452886624124,64.10389665943957
before,0.18386450465768478,67.00086714529209
before,0.18467448044912835,64.05078195519873
before,0.1854844562405719,59.95450408996255
before,0.18629443203201543,61.20940954043662
before,0.18710440782345897,65.16099843778757
before,0.18791438361490254,64.67548621255177
before,0.18872435940634608,63.60181580500044
before,0.18953433519778962,63.54157667411138
before,0.19034431098923316,59.96277004010294
before,0.1911542867806767,60.19491227284982
before,0.19196426257212024,60.40299274899298
before,0.19277423836356378,60.0999760450305
before,0.19358421415500732,59.781287472370664
before,0.19439418994645086,61.26319100412491
before,0.19520416573789445,59.0595931073344
before,0.196014141529338,58.94723907356123
before,0.19682411732078153,57.511287013662816
before,0.19763409311222507,57.893249930255784
before,0.1984440689036686,56.70872700415985
before,0.19925404469511215,55.567403160366275
before,0.2000640204865557,54.15928499543117
before,0.20087399627799923,54.076501067092394
before,0.20168397206944277,54.272713880967274
before,0.20249394786088631,52.77157304733397
before,0.20330392365232985,52.78080220835533
before,0.20411389944377342,51.1283155224158
before,0.20492387523521696,49.74239995198177
before,0.20573385102666053,48.91628847600782
before,0.20654382681810407,48.296002408532274
before,0.2073538026095476,50.61946326305207
before,0.20816377840099115,49.2548497079118
before,0.2089737541924347,46.75223669390825
before,0.20978372998387826,46.50184168224333
before,0.2105937057753218,47.97291830278354
before,0.21140368156676534,46.90750863647717
before,0.21221365735820888,44.88783538863516
before,0.21302363314965242,44.81534782891468
before,0.21383360894109596,46.645016411777696
before,0.2146435847325395,45.21999966209053
before,0.21545356052398304,44.73037720398263
before,0.21626353631542664,42.80049478497659
before,0.21707351210687018,43.70513617150265
before,0.21788348789831372,43.78634265702158
before,0.21869346368975726,43.192608451536
before,0.2195034394812008,42.30325326672776
before,0.22031341527264434,42.24040574713922
before,0.22112339106408788,41.19443707881371
before,0.22193336685553142,40.52143553416857
before,0.22274334264697496,41.08489592804614
before,0.2235533184384185,40.00585671822106
before,0.22436329422986204,39.0515136006185
before,0.22517327002130558,38.81926252731391
before,0.22598324581274915,39.5113372384453
before,0.2267932216041927,40.10498727738747
before,0.22760319739563625,38.832429725877915
before,0.2284131731870798,37.90125176359009
before,0.22922314897852333,37.40153982245833
before,0.23003312476996687,38.54044514151476
before,0.2308431005614104,38.145192766588565
before,0.23165307635285395,37.261883699988516
before,0.23246305214429752,37.431176325629295
before,0.23327302793574106,35.98768484849578
before,0.2340830037271846,35.99681277122264
before,0.23489297951862814,37.08946036607364
before,0.23570295531007168,35.76643733118772
before,0.23651293110151522,34.86888281949173
before,0.2373229068929588,34.7953088852442
before,0.23813288268440233,34.313250967701165
before,0.2389428584758459,33.56965390354878
before,0.23975283426728944,34.42406704255138
before,0.24056281005873298,33.97551454894495
before,0.24137278585017652,33.29201944162847
before,0.24218276164162006,33.11126957096924
before,0.2429927374330636,32.2588703462027
before,0.24380271322450714,31.53250721147542
before,0.24461268901595068,30.70330396138389
before,0.24542266480739422,31.623437183664798
before,0.24623264059883776,32.142906654836665
before,0.2470426163902813,31.23822974577657
before,0.2478525921817249,32.40774336008901
before,0.24866256797316844,33.02506658365283
before,0.24947254376461198,32.33471706223724
before,0.2502825195560555,30.596700374868455
before,0.25109249534749906,30.881190503126245
before,0.2519024711389426,30.298419371454553
before,0.25271244693038614,30.49076832967492
before,0.2535224227218297,29.872087297940684
before,0.2543323985132732,30.15169265615286
before,0.25514237430471676,29.77225053071351
before,0.2559523500961603,29.67575735333089
before,0.25676232588760384,29.53681357101234
before,0.2575723016790474,29.98176775425347
before,0.258382277470491,30.30077890343772
before,0.2591922532619345,28.640078572459036
before,0.26000222905337805,28.46261840304604
before,0.2608122048448216,28.92065266060835
before,0.26162218063626513,29.11530152494329
before,0.2624321564277087,30.143275117353223
before,0.2632421322191522,29.538017220810257
before,0.26405210801059575,28.250464678687273
before,0.2648620838020393,28.408554304475587
before,0.26567205959348283,28.209120309771485
before,0.26648203538492643,27.235620294944546
before,0.26729201117636997,27.624739309743173
before,0.2681019869678135,27.793719269090865
before,0.26891196275925705,27.530844383770347
before,0.2697219385507006,27.354537641891895
before,0.27053191434214413,27.093472057211002
before,0.27134189013358767,27.90218776280954
before,0.27215186592503127,28.08765080069485
before,0.2729618417164748,27.069827201106996
before,0.27377181750791835,26.804663735005185
before,0.2745817932993619,27.44993311436276
before,0.2753917690908054,27.486697235324748
before,0.27620174488224897,27.323376200739443
before,0.2770117206736925,27.700606796907287
before,0.27782169646513605,27.83798070065763
before,0.2786316722565796,26.7067259783403
before,0.2794416480480232,25.792920854743414
before,0.2802516238394667,25.72285146884907
before,0.28106159963091026,26.344857639946593
before,0.2818715754223538,26.39627415913802
before,0.28268155121379734,26.453435440597357
before,0.2834915270052409,26.88732149945461
before,0.2843015027966844,27.196970672897375
before,0.28511147858812796,26.64944467584709
before,0.2859214543795715,25.55184285197455
before,0.28673143017101504,25.17821205956646
before,0.2875414059624586,25.001051071549927
before,0.2883513817539021,25.44398465563096
before,0.28916135754534567,25.25676164864775
before,0.28997133333678926,25.02721657654158
before,0.2907813091282328,24.97421463228668
before,0.29159128491967634,25.036035017837
before,0.2924012607111199,24.983920613841427
before,0.2932112365025634,25.883848796241914
before,0.29402121229400696,26.362704583624367
before,0.2948311880854505,25.960131762474564
before,0.29564116387689404,25.385309886705603
before,0.2964511396683376,25.296392157536356
before,0.2972611154597811,24.952768792641855
before,0.29807109125122466,25.815052741475945
before,0.2988810670426682,26.66748511493643
before,0.29969104283411174,25.75503149490726
before,0.30050101862555534,25.180117512261695
before,0.3013109944169989,24.85537577299355
before,0.3021209702084424,25.26279370149936
before,0.30293094599988596,25.19580691528388
before,0.3037409217913295,23.696997128778087
before,0.30455089758277304,24.337380878347446
before,0.3053608733742166,25.395256629097034
before,0.3061708491656601,25.73062937552762
before,0.30698082495710366,25.599187533453385
before,0.3077908007485472,24.95500698069605
before,0.30860077653999074,24.45757171977225
before,0.3094107523314343,25.05267383405749
before,0.3102207281228778,26.128831883721197
before,0.3110307039143214,25.235843556675604
before,0.31184067970576496,24.999234374476995
before,0.3126506554972085,26.085864116030375
before,0.31346063128865204,26.350065174067964
before,0.3142706070800956,26.561837264136848
before,0.3150805828715391,25.636257893095458
before,0.31589055866298266,26.511540932321488
before,0.3167005344544262,26.068093730926027
before,0.3175105102458698,25.299995447772705
before,0.31832048603731333,26.078522746473634
before,0.3191304618287569,25.722389853339294
before,0.3199404376202004,25.21457476962473
before,0.32075041341164395,26.980094486512673
before,0.3215603892030875,27.208891499553545
before,0.32237036499453103,27.09037996865647
before,0.3231803407859746,29.117913702076997
before,0.32399031657741817,27.109245890894634
before,0.3248002923688617,26.59176383122238
before,0.32561026816030525,28.72905098283966
before,0.3264202439517488,27.71190132427392
before,0.32723021974319233,26.274312206409622
before,0.32804019553463587,26.701043822443594
before,0.3288501713260794,27.0714998766366
before,0.32966014711752295,26.847100269315092
before,0.3304701229089665,25.801250220017703
before,0.33128009870041003,28.508846848855438
before,0.3320900744918536,28.790114161742366
before,0.33290005028329717,27.845091596807737
before,0.3337100260747407,27.163001762189555
before,0.33452000186618425,28.507141300130606
before,0.3353299776576278,27.62527295470795
before,0.3361399534490713,27.61766351820609
after,0.0008099757914435454,291978.13168732263
after,0.0016199515828870907,124216.45985225076
after,0.002429927374330636,55734.55290148998
after,0.0032399031657741814,53371.79036202846
after,0.004049878957217727,42591.657614666976
after,0.004859854748661272,26770.40503470781
after,0.0056698305401048175,23632.353795488016
after,0.006479806331548363,19879.355300031148
after,0.007289782122991908,14265.921283712203
after,0.008099757914435454,13018.333241939097
after,0.008909733705878999,12150.39065489869
after,0.009719709497322544,9609.99934953674
after,0.01052968528876609,8263.000517903245
after,0.011339661080209635,8678.511297222354
after,0.012149636871653179,7865.1301084230245
after,0.012959612663096726,7055.643669998237
after,0.013769588454540271,5135.839167866324
after,0.014579564245983816,5684.514592833802
after,0.01538954003742736,5217.047497384956
after,0.016199515828870907,4892.8723752698115
after,0.017009491620314454,4142.10867023577
after,0.017819467411757998,3770.2414056333414
after,0.01862944320320154,3322.443200573767
after,0.01943941899464509,2862.6810770961824
after,0.020249394786088636,3093.2918136149515
after,0.02105937057753218,2737.0499475557335
after,0.021869346368975726,2506.842848575655
after,0.02267932216041927,2353.283610690135
after,0.023489297951862817,2395.853364207846
after,0.024299273743306357,2144.574309426345
after,0.025109249534749904,1706.6585991469767
after,0.02591922532619345,1565.3611632823379
after,0.026729201117636995,1571.910460084935
after,0.027539176909080542,1556.993458481609
after,0.02834915270052409,1354.3556651111373
after,0.029159128491967633,1374.3376440173267
after,0.02996910428341118,1316.8649090851654
after,0.03077908007485472,1178.9952088723428
after,0.03158905586629827,1155.883667664132
after,0.032399031657741814,1093.4470800147997
after,0.033209007449185354,1090.968825139409
after,0.03401898324062891,1161.3321171624068
after,0.03482895903207245,1186.62392258601
after,0.035638934823515996,1047.7781257228069
after,0.03644891061495954,937.383041667554
after,0.03725888640640308,842.492347005174
after,0.03806886219784663,780.5400792912792
after,0.03887883798929018,757.4149908530754
after,0.039688813780733724,771.0439121406665
after,0.04049878957217727,701.7516685726789
after,0.04130876536362081,626.4507050534118
after,0.04211874115506436,584.1117043597703
after,0.0429287169465079,588.7161723678059
after,0.04373869273795145,617.0028238273089
after,0.04454866852939499,573.8604982595461
after,0.04535864432083854,555.3889888972594
after,0.04616862011228209,536.0645314883332
after,0.046978595903725634,505.07428986565606
after,0.047788571695169174,492.9464448001429
after,0.048598547486612714,445.4142469378086
after,0.04940852327805627,431.27416137799844
after,0.05021849906949981,436.907751113144
after,0.051028474860943356,427.9960494812763
after,0.0518384506523869,418.1408567186306
after,0.05264842644383045,405.4702388047651
after,0.05345840223527399,408.04429816322744
after,0.054268378026717544,402.99492532867765
after,0.055078353818161084,403.62511129145724
after,0.055888329609604624,346.6154526223301
after,0.05669830540104818,324.81597204439635
after,0.05750828119249172,309.76979622286797
after,0.058318256983935265,339.6588881309243
after,0.059128232775378806,341.30997574133545
after,0.05993820856682236,331.09199693734587
after,0.0607481843582659,313.113447096583
after,0.06155816014970944,302.49686036418643
after,0.062368135941152994,292.6729238522313
after,0.06317811173259653,287.1754031896862
after,0.06398808752404007,287.93350540865526
after,0.06479806331548363,287.4650985681409
after,0.06560803910692717,271.33642048141803
after,0.06641801489837071,258.2861711445091
after,0.06722799068981426,248.40205384312284
after,0.06803796648125782,244.46884770561255
after,0.06884794227270136,222.0929149943444
after,0.0696579180641449,237.45990387864535
after,0.07046789385558845,226.43980114894225
after,0.07127786964703199,220.41431091851072
after,0.07208784543847553,216.47736902347629
after,0.07289782122991909,216.2655386231018
after,0.07370779702136263,210.6583852099227
after,0.07451777281280617,199.14263242757391
after,0.07532774860424972,195.9624630026111
after,0.07613772439569326,191.25137204687925
after,0.0769477001871368,186.37990065677644
after,0.07775767597858035,196.85714631001858
after,0.0785676517700239,188.23113811941857
after,0.07937762756146745,182.55706417246978
after,0.08018760335291099,174.41069301857348
after,0.08099757914435454,170.61893983487798
after,0.08180755493579808,179.22727052939814
after,0.08261753072724162,176.23882216053607
after,0.08342750651868518,164.39750913200118
after,0.08423748231012872,147.02314115553378
after,0.08504745810157226,142.77836617613642
after,0.0858574338930158,151.07663438234135
after,0.08666740968445934,145.80257340308506
after,0.0874773854759029,146.85976746598942
after,0.08828736126734645,156.84888656077771
after,0.08909733705878999,149.26427200755563
after,0.08990731285023353,138.48097247546121
after,0.09071728864167708,141.36819687153886
after,0.09152726443312062,137.51911331266382
after,0.09233724022456417,132.4940624228214
after,0.09314721601600771,123.47908347335635
after,0.09395719180745127,117.8252782373079
after,0.09476716759889481,116.88153016047849
after,0.09557714339033835,119.23549154300449
after,0.09638711918178189,115.1671732628552
after,0.09719709497322543,110.49368319746462
after,0.098007070764669,108.56061786583628
after,0.09881704655611254,106.35151496660082
after,0.09962702234755608,113.87054025078892
after,0.10043699813899962,112.08399055507519
after,0.10124697393044316,104.87712726112079
after,0.10205694972188671,101.63482772205825
after,0.10286692551333027,100.98700479146328
after,0.1036769013047738,93.03569179209404
after,0.10448687709621735,92.4242643189271
after,0.1052968528876609,93.73367204149557
after,0.10610682867910444,93.08551576774039
after,0.10691680447054798,93.56228752100135
after,0.10772678026199152,92.20434470554045
after,0.10853675605343509,92.71333790960257
after,0.10934673184487863,88.01083951759071
after,0.11015670763632217,85.96098961410276
after,0.11096668342776571,84.20242592842392
after,0.11177665921920925,82.76971869443653
after,0.11258663501065279,81.31768272849695
after,0.11339661080209636,74.36307894901144
after,0.1142065865935399,72.76894166244765
after,0.11501656238498344,74.51219194204482
after,0.11582653817642698,70.37661519562829
after,0.11663651396787053,72.52501923194099
after,0.11744648975931407,78.99573922417376
after,0.11825646555075761,78.01836710351228
after,0.11906644134220117,74.94538777241202
after,0.11987641713364472,72.59273439437423
after,0.12068639292508826,70.74174855259714
after,0.1214963687165318,71.85349462659123
after,0.12230634450797534,71.68555881875224
after,0.12311632029941888,69.94876993673363
after,0.12392629609086245,68.54446208210508
after,0.12473627188230599,67.42034697013781
after,0.12554624767374953,66.40773405008488
after,0.12635622346519307,67.92816858268803
after,0.1271661992566366,66.14543947624264
after,0.12797617504808015,61.941215825488186
after,0.1287861508395237,61.49154660338697
after,0.12959612663096726,59.31256923956052
after,0.1304061024224108,60.2575422436487
after,0.13121607821385434,61.571055106277306
after,0.13202605400529788,62.70040849487367
after,0.13283602979674142,61.547523716557556
after,0.13364600558818499,60.8582578237483
after,0.13445598137962853,57.46588851728711
after,0.13526595717107207,53.43198448312517
after,0.13607593296251563,55.6093623070369
after,0.13688590875395917,55.494062708985126
after,0.1376958845454027,53.75473543584424
after,0.13850586033684625,52.07025310629049
after,0.1393158361282898,51.17453608555467
after,0.14012581191973336,50.69524469108631
after,0.1409357877111769,49.28837658242674
after,0.14174576350262044,49.81854694018692
after,0.14255573929406398,49.72623526962182
after,0.14336571508550752,49.3055217500005
after,0.14417569087695106,47.601270100309904
after,0.14498566666839463,50.1652151730866
after,0.14579564245983817,49.26502909643256
after,0.1466056182512817,49.06793861077381
after,0.14741559404272525,45.97571876581773
after,0.1482255698341688,44.67116873508274
after,0.14903554562561233,44.47449027116669
after,0.14984552141705587,44.22047875324407
after,0.15065549720849944,45.303640628532214
after,0.15146547299994298,45.11514145808949
after,0.15227544879138652,44.96225871525011
after,0.15308542458283006,45.55960845034427
after,0.1538954003742736,44.90941297766763
after,0.15470537616571714,42.90229316914376
after,0.1555153519571607,41.22424641177652
after,0.15632532774860425,40.51175037217177
after,0.1571353035400478,41.47398391556321
after,0.15794527933149133,41.37998153583625
after,0.1587552551229349,41.40733703981156
after,0.15956523091437844,41.24015261845547
after,0.16037520670582198,40.23421039989797
after,0.16118518249726552,39.87172629728927
after,0.16199515828870908,39.10780067540105
after,0.16280513408015262,39.07105815747155
after,0.16361510987159616,39.008992128980275
after,0.1644250856630397,39.73906550794935
after,0.16523506145448325,41.84621825613118
after,0.1660450372459268,39.06152929769386
after,0.16685501303737035,37.416411505702946
after,0.1676649888288139,38.750741084244865
after,0.16847496462025743,38.5199006602672
after,0.16928494041170097,35.485915717695526
after,0.1700949162031445,36.25951129211369
after,0.17090489199458805,36.10720579366906
after,0.1717148677860316,35.64453297642673
after,0.17252484357747513,35.43257885661768
after,0.17333481936891867,35.3408452646006
after,0.17414479516036227,34.028084025518865
after,0.1749547709518058,34.84262254922655
after,0.17576474674324935,35.82291818666175
after,0.1765747225346929,34.26206974763416
after,0.17738469832613643,34.88428831108325
after,0.17819467411757997,33.701989428668156
after,0.1790046499090235,33.105599975102315
after,0.17981462570046705,32.51698627448734
after,0.1806246014919106,31.178173188036602
after,0.18143457728335416,30.698049592753264
after,0.1822445530747977,32.22137138778561
after,0.18305452886624124,32.13283214173584
after,0.18386450465768478,31.331354457555303
after,0.18467448044912835,30.738406837221582
after,0.1854844562405719,31.034212043522153
after,0.18629443203201543,30.13572377700571
after,0.18710440782345897,29.928864321776583
after,0.18791438361490254,29.040540164760415
after,0.18872435940634608,28.156739174027443
after,0.18953433519778962,28.081300350407023
after,0.19034431098923316,28.7294997523716
after,0.1911542867806767,28.120359304793197
after,0.19196426257212024,28.170786838844
after,0.19277423836356378,28.043943507532045
after,0.19358421415500732,27.70449814480555
after,0.19439418994645086,27.617614597508837
after,0.19520416573789445,27.407760635065774
after,0.196014141529338,26.946866197063176
after,0.19682411732078153,27.372913233144295
after,0.19763409311222507,27.015611529240623
after,0.1984440689036686,27.29392047450754
after,0.19925404469511215,27.06713995877422
after,0.2000640204865557,26.48319912246692
after,0.20087399627799923,25.739453644517468
after,0.20168397206944277,25.745542722445062
after,0.20249394786088631,25.83294484567888
after,0.20330392365232985,24.638220858409525
after,0.20411389944377342,24.862432451079236
after,0.20492387523521696,25.649511025674876
after,0.20573385102666053,25.23246723117464
after,0.20654382681810407,24.322060303537725
after,0.2073538026095476,24.384790098210654
after,0.20816377840099115,24.009953668959614
after,0.2089737541924347,24.627596276635494
after,0.20978372998387826,23.55524775911422
after,0.2105937057753218,23.24237743217131
after,0.21140368156676534,23.128349630529172
after,0.21221365735820888,23.250981122566124
after,0.21302363314965242,22.468970845106355
after,0.21383360894109596,22.80572157457993
after,0.2146435847325395,23.14527615552596
after,0.21545356052398304,22.718940169581877
after,0.21626353631542664,23.38189797400778
after,0.21707351210687018,23.36272292111839
after,0.21788348789831372,22.288351800263033
after,0.21869346368975726,21.67641536270977
after,0.2195034394812008,21.37185094340479
after,0.22031341527264434,21.789611544161648
after,0.22112339106408788,21.513638110354545
after,0.22193336685553142,21.405368857231117
after,0.22274334264697496,21.534845314657137
after,0.2235533184384185,21.064184783953372
after,0.22436329422986204,21.10525582358176
after,0.22517327002130558,20.207374404891695
after,0.22598324581274915,20.491978667144277
after,0.2267932216041927,20.99277761143293
after,0.22760319739563625,19.823475271976697
after,0.2284131731870798,19.896835589393564
after,0.22922314897852333,20.008934688063764
after,0.23003312476996687,19.30649358777006
after,0.2308431005614104,19.502265633376762
after,0.23165307635285395,19.717153011263246
after,0.23246305214429752,19.969278237193425
after,0.23327302793574106,20.099355843805075
after,0.2340830037271846,20.055515415763217
after,0.23489297951862814,19.89362415610949
after,0.23570295531007168,19.282460246286092
after,0.23651293110151522,19.60447085544239
after,0.2373229068929588,18.687566515142866
after,0.23813288268440233,18.79283875530261
after,0.2389428584758459,19.203385216609497
after,0.23975283426728944,18.84642195789381
after,0.24056281005873298,17.66620883998806
after,0.24137278585017652,17.700801918967745
after,0.24218276164162006,17.906199840770277
after,0.2429927374330636,17.72417395000738
after,0.24380271322450714,17.01138904530355
after,0.24461268901595068,16.921055502680638
after,0.24542266480739422,17.262533853374652
after,0.24623264059883776,16.62875755321308
after,0.2470426163902813,16.357947258658378
after,0.2478525921817249,17.139622612947665
after,0.24866256797316844,17.31560588194257
after,0.24947254376461198,17.21173507647925
after,0.2502825195560555,16.842395935393064
after,0.25109249534749906,16.874155434769893
after,0.2519024711389426,16.550830574352137
after,0.25271244693038614,16.663603810153216
after,0.2535224227218297,16.458245989612195
after,0.2543323985132732,16.026106936566983
after,0.25514237430471676,16.42850803484829
after,0.2559523500961603,16.4116901225403
after,0.25676232588760384,16.009238196034747
after,0.2575723016790474,15.840173744512036
