region,transect,y,x,land,plain_rescale,build15,after
spine,interior,416,2133,0,4729,4308,4308
spine,interior,416,2134,0,4729,4428,4428
spine,interior,416,2135,0,4729,4476,4476
spine,interior,416,2136,0,4729,4476,4476
spine,interior,416,2137,0,4729,4595,4595
spine,interior,416,2138,0,4832,4680,4680
spine,interior,416,2139,1,5437,5113,5436
spine,interior,416,2140,1,5714,5196,5441
spine,interior,416,2141,1,5714,5318,5576
spine,interior,416,2142,1,5991,5450,5727
spine,interior,416,2143,1,6545,5999,6524
spine,interior,416,2144,1,6822,6087,6576
spine,interior,416,2145,1,6822,6364,6626
spine,interior,416,2146,1,6822,6787,6642
spine,interior,416,2147,1,7099,7246,6766
spine,interior,416,2148,1,7099,7659,7033
spine,interior,416,2149,1,7653,7876,7226
spine,interior,416,2150,1,8484,8900,8282
spine,interior,416,2151,1,9315,9651,9121
spine,interior,416,2152,1,9592,9788,9329
spine,interior,416,2153,1,9592,10071,9584
spine,interior,416,2154,1,9592,10268,9731
spine,interior,416,2155,1,9869,10355,9888
spine,interior,416,2156,1,10146,10443,10127
spine,interior,416,2157,1,10146,10532,10324
spine,interior,416,2158,1,10146,10552,10430
spine,interior,416,2159,1,10423,10523,10524
spine,interior,416,2160,1,10977,10661,10736
spine,interior,416,2161,1,10977,10733,10750
spine,interior,416,2162,1,10700,10852,10759
spine,interior,416,2163,1,10700,10937,10794
spine,interior,416,2164,1,10700,10930,10811
spine,interior,416,2165,1,10700,10854,10790
spine,interior,416,2166,1,10423,10759,10745
spine,interior,416,2167,1,10423,10676,10690
spine,interior,416,2168,1,10700,10610,10645
spine,interior,416,2169,1,10700,10562,10621
spine,interior,416,2170,1,10423,10534,10612
spine,interior,416,2171,1,10423,10525,10617
spine,interior,416,2172,1,10423,10537,10635
spine,interior,416,2173,1,10423,10572,10665
spine,interior,416,2174,1,10700,10628,10706
spine,interior,416,2175,1,10977,10695,10748
spine,interior,416,2176,1,10977,10768,10787
spine,interior,416,2177,1,10977,10854,10835
spine,interior,416,2178,1,10700,10966,10907
spine,interior,416,2179,1,10700,11105,11010
spine,interior,416,2180,1,11254,11255,11136
spine,interior,416,2181,1,11531,11383,11256
spine,interior,416,2182,1,11531,11473,11392
spine,interior,416,2183,1,11531,11528,11441
spine,interior,416,2184,1,11531,11557,11519
spine,interior,416,2185,1,11531,11587,11593
spine,interior,416,2186,1,11531,11645,11678
spine,interior,416,2187,1,11808,11746,11791
spine,interior,416,2188,1,12085,11894,11937
spine,interior,416,2189,1,12085,12076,12106
spine,interior,416,2190,1,12362,12270,12284
spine,interior,416,2191,1,12639,12454,12444
spine,interior,416,2192,1,12916,12604,12563
spine,interior,416,2193,1,12916,12684,12632
spine,interior,416,2194,1,12916,12669,12654
spine,interior,416,2195,1,12639,12574,12637
spine,interior,416,2196,1,12362,12433,12593
spine,interior,416,2197,1,12639,12279,12529
spine,interior,416,2198,1,12639,12134,12453
spine,interior,416,2199,1,12362,12017,12362
spine,interior,416,2200,1,12085,11930,12253
spine,interior,416,2201,1,11808,11867,12139
spine,interior,416,2202,1,11808,11836,12048
spine,interior,416,2203,1,12085,11852,11991
spine,interior,416,2204,1,12085,11911,11969
spine,interior,416,2205,1,12085,11974,11976
spine,interior,416,2206,1,12085,12022,12006
spine,interior,416,2207,1,12085,12081,12053
spine,interior,416,2208,1,12085,12176,12110
spine,interior,416,2209,1,12362,12280,12166
spine,interior,416,2210,1,12362,12345,12208
spine,interior,416,2211,1,12362,12360,12237
spine,interior,416,2212,1,12362,12348,12259
spine,interior,416,2213,1,12362,12326,12283
spine,interior,416,2214,1,12362,12306,12318
spine,interior,416,2215,1,12085,12296,12373
spine,interior,416,2216,1,12362,12311,12451
spine,interior,416,2217,1,12916,12348,12543
spine,interior,416,2218,1,12916,12403,12637
spine,interior,416,2219,1,12639,12474,12726
spine,interior,416,2220,1,12639,12553,12812
spine,interior,416,2221,1,12916,12641,12902
spine,interior,416,2222,1,12916,12745,13009
spine,interior,416,2223,1,13193,12863,13133
spine,interior,416,2224,1,13470,12967,13229
spine,interior,416,2225,1,13470,13058,13286
spine,interior,416,2226,1,13193,13151,13315
spine,interior,416,2227,1,12916,13255,13343
spine,interior,416,2228,1,12916,13385,13405
spine,interior,416,2229,1,13470,13579,13550
spine,interior,416,2230,1,13747,13770,13712
spine,interior,416,2231,1,14024,13946,13871
spine,interior,416,2232,1,14301,14094,14007
spine,interior,416,2233,1,14301,14211,14117
spine,interior,416,2234,1,14301,14295,14209
spine,interior,416,2235,1,14301,14343,14297
spine,interior,416,2236,1,14301,14362,14391
spine,interior,416,2237,1,14301,14370,14487
spine,interior,416,2238,1,14301,14373,14573
spine,interior,416,2239,1,14578,14376,14635
spine,interior,416,2240,1,14855,14393,14679
spine,interior,416,2241,1,14855,14447,14724
spine,interior,416,2242,1,14855,14548,14753
spine,interior,416,2243,1,14855,14681,14782
spine,interior,416,2244,1,14855,14800,14794
spine,interior,416,2245,1,14855,14851,14776
spine,interior,416,2246,1,14855,14799,14725
spine,interior,416,2247,1,14855,14648,14643
spine,interior,416,2248,1,14855,14432,14533
spine,interior,416,2249,1,14578,14193,14404
spine,interior,416,2250,1,14024,13961,14272
spine,interior,416,2251,1,14024,13736,14128
spine,interior,416,2252,1,14301,13547,13959
spine,interior,416,2253,1,14301,13472,13805
spine,interior,416,2254,1,13747,13526,13699
spine,interior,416,2255,1,13747,13718,13714
spine,interior,416,2256,1,13747,13845,13687
spine,interior,416,2257,1,13470,13832,13527
spine,interior,416,2258,1,13193,13788,13315
spine,interior,416,2259,1,12916,13773,13154
spine,interior,416,2260,1,12916,13766,13084
spine,interior,416,2261,1,12916,13769,13103
spine,interior,416,2262,1,13193,13776,13166
spine,interior,416,2263,1,13193,13770,13233
spine,interior,416,2264,1,13193,13737,13284
spine,interior,416,2265,1,13193,13662,13314
spine,interior,416,2266,1,13193,13560,13326
spine,interior,416,2267,1,13193,13472,13327
spine,interior,416,2268,1,13470,13416,13319
spine,interior,416,2269,1,13470,13373,13298
spine,interior,416,2270,1,13470,13328,13258
spine,interior,416,2271,1,13193,13286,13211
spine,interior,416,2272,1,12916,13260,13178
spine,interior,416,2273,1,12916,13254,13171
spine,interior,416,2274,1,13193,13266,13196
spine,interior,416,2275,1,13193,13283,13252
spine,interior,416,2276,1,13193,13295,13321
spine,interior,416,2277,1,13193,13306,13403
spine,interior,416,2278,1,13470,13328,13477
spine,interior,416,2279,1,13470,13366,13537
spine,interior,416,2280,1,13470,13421,13578
spine,interior,416,2281,1,13470,13498,13601
spine,interior,416,2282,1,13470,13598,13608
spine,interior,416,2283,1,13470,13705,13609
spine,interior,416,2284,1,13470,13799,13677
spine,interior,416,2285,1,13747,13875,13703
spine,interior,416,2286,1,13747,13938,13729
spine,interior,416,2287,1,13747,13977,13750
spine,interior,416,2288,1,13747,13969,13753
spine,interior,416,2289,1,13470,13900,13726
spine,interior,416,2290,1,13470,13774,13672
spine,interior,416,2291,1,13470,13625,13602
spine,interior,416,2292,1,13470,13498,13541
spine,interior,416,2293,1,13470,13419,13501
spine,interior,416,2294,1,13470,13363,13455
spine,interior,416,2295,1,13193,13297,13380
spine,interior,416,2296,1,13193,13230,13298
spine,interior,416,2297,1,13193,13186,13236
spine,interior,416,2298,1,13193,13139,13171
spine,interior,416,2299,1,12916,13030,13057
spine,interior,416,2300,1,12639,12853,12880
spine,interior,416,2301,1,12362,12659,12672
spine,interior,416,2302,1,12362,12490,12473
spine,interior,416,2303,1,12362,12407,12352
spine,interior,416,2304,1,12362,12395,12307
spine,interior,416,2305,1,12085,12427,12321
spine,interior,416,2306,1,12085,12459,12360
spine,interior,416,2307,1,12362,12466,12398
spine,interior,416,2308,1,12639,12452,12430
spine,interior,416,2309,1,12639,12432,12448
spine,interior,416,2310,1,12639,12412,12444
spine,interior,416,2311,1,12362,12400,12423
spine,interior,416,2312,1,12362,12414,12416
spine,interior,416,2313,1,12362,12470,12452
spine,interior,416,2314,1,12362,12560,12527
spine,rim,476,2032,1,10977,10866,10780
spine,rim,476,2033,1,11254,11070,11000
spine,rim,476,2034,1,11254,11199,11145
spine,rim,476,2035,1,11531,11329,11296
spine,rim,476,2036,1,11531,11488,11467
spine,rim,476,2037,1,11808,11836,11791
spine,rim,476,2038,1,11808,12156,12065
spine,rim,476,2039,1,12085,12474,12330
spine,rim,476,2040,1,12639,12674,12464
spine,rim,476,2041,1,13193,13543,13274
spine,rim,476,2042,1,14024,14146,13843
spine,rim,476,2043,1,14578,14987,14672
spine,rim,476,2044,1,15409,15737,15454
spine,rim,476,2045,1,16518,16707,16537
spine,rim,476,2046,1,17626,17335,17354
spine,rim,476,2047,1,19011,18647,18875
spine,rim,476,2048,1,20119,19740,20128
spine,rim,476,2049,1,21227,20801,21255
spine,rim,476,2050,1,22058,21708,22172
spine,rim,476,2051,1,22889,22629,23079
spine,rim,476,2052,1,23443,22633,23040
spine,rim,476,2053,1,24274,23268,23715
spine,rim,476,2054,1,24274,22837,23499
spine,rim,476,2055,1,23443,22349,23180
spine,rim,476,2056,1,22889,22534,23280
spine,rim,476,2057,1,21781,20934,21582
spine,rim,476,2058,1,21227,20969,21758
spine,rim,476,2059,1,20396,19449,20386
spine,rim,476,2060,1,19842,19557,20342
spine,rim,476,2061,1,19011,18875,19287
spine,rim,476,2062,1,18180,18018,18119
spine,rim,476,2063,1,17626,17779,17765
spine,rim,476,2064,1,16795,16745,16652
spine,rim,476,2065,1,16241,16915,16530
spine,rim,476,2066,1,15686,15952,15149
spine,rim,476,2067,1,15409,15764,14780
spine,rim,476,2068,1,14855,15037,14225
spine,rim,476,2069,1,14855,14577,14149
spine,rim,476,2070,1,14301,14424,14578
spine,rim,476,2071,1,14578,14163,14975
spine,rim,476,2072,1,15409,15013,16124
spine,rim,476,2073,1,15686,14972,15754
spine,rim,476,2074,1,15686,15481,15548
spine,rim,476,2075,1,15686,16121,15552
spine,rim,476,2076,1,16241,16408,15664
spine,rim,476,2077,1,16241,16335,15842
spine,rim,476,2078,1,16241,16237,15945
spine,rim,476,2079,1,15964,16109,15754
spine,rim,476,2080,1,15686,15889,15613
spine,rim,476,2081,1,15409,15560,15677
spine,rim,476,2082,1,15132,15423,15781
spine,rim,476,2083,1,14578,14675,14869
spine,rim,476,2084,1,14578,14903,14824
spine,rim,476,2085,1,14578,15052,14822
spine,rim,476,2086,1,14578,15081,14787
spine,rim,476,2087,1,14855,15128,14814
spine,rim,476,2088,1,15409,15270,14965
spine,rim,476,2089,1,15409,15457,15170
spine,rim,476,2090,1,15132,15586,15330
spine,rim,476,2091,1,15409,15483,15291
spine,rim,476,2092,1,14855,15204,15143
spine,rim,476,2093,1,14855,15032,15040
spine,rim,476,2094,1,14855,15338,15039
spine,rim,476,2095,1,15132,16050,15110
spine,rim,476,2096,1,15686,16470,15202
spine,rim,476,2097,1,17072,17655,16927
spine,rim,476,2098,1,19011,18013,18556
spine,rim,476,2099,1,20950,19032,20750
spine,rim,476,2100,1,21504,18754,20752
spine,rim,476,2101,1,21227,19223,20684
spine,rim,476,2102,1,20119,18812,19939
spine,rim,476,2103,1,20119,18874,20470
spine,rim,476,2104,1,20396,18773,20955
spine,rim,476,2105,1,21227,19366,21638
spine,rim,476,2106,1,22058,19685,21765
spine,rim,476,2107,1,21504,19509,21204
spine,rim,476,2108,1,20673,19089,19829
spine,rim,476,2109,1,19011,19176,18361
spine,rim,476,2110,1,17626,19532,17469
spine,rim,476,2111,1,16241,18716,16599
spine,rim,476,2112,1,15964,18308,17131
spine,rim,476,2113,1,15964,17170,16967
spine,rim,476,2114,1,15964,15990,16276
spine,rim,476,2115,1,15686,14966,15488
spine,rim,476,2116,1,15686,14441,15103
spine,rim,476,2117,1,15964,14703,15280
spine,rim,476,2118,1,16241,15558,15792
spine,rim,476,2119,1,16241,16354,16229
spine,rim,476,2120,1,16795,16751,16545
spine,rim,476,2121,1,17626,17890,17901
spine,rim,476,2122,1,18734,18801,18955
spine,rim,476,2123,1,19288,19811,19709
spine,rim,476,2124,1,19565,20116,19593
spine,rim,476,2125,1,20673,22110,21331
spine,rim,476,2126,1,21227,22677,21737
spine,rim,476,2127,1,21781,22835,21798
spine,rim,476,2128,1,22335,23079,22308
spine,rim,476,2129,1,22889,23449,23324
spine,rim,476,2130,1,23166,23009,23384
spine,rim,476,2131,1,23443,23015,23412
spine,rim,476,2132,1,23443,23230,23411
spine,rim,476,2133,1,23720,23307,23281
spine,rim,476,2134,1,23720,23303,23022
spine,rim,476,2135,1,23443,23402,22860
spine,rim,476,2136,1,23166,23590,22983
spine,rim,476,2137,1,23443,23710,23303
spine,rim,476,2138,1,23720,23605,23630
spine,rim,476,2139,1,24274,23939,24496
spine,rim,476,2140,1,24551,23596,24480
spine,rim,476,2141,1,24274,23416,24272
spine,rim,476,2142,1,23997,23401,23992
spine,rim,476,2143,1,23443,23480,23529
spine,rim,476,2144,1,23443,24074,23320
spine,rim,476,2145,1,23997,24568,23348
spine,rim,476,2146,1,24828,25527,24686
spine,rim,476,2147,1,25936,26019,25959
spine,rim,476,2148,1,26767,26915,27286
spine,rim,476,2149,1,27321,27090,27472
spine,rim,476,2150,1,27875,27254,27582
spine,rim,476,2151,1,28429,28371,28695
spine,rim,476,2152,1,28983,28533,28795
spine,rim,476,2153,1,28983,28735,28837
spine,rim,476,2154,1,28429,28577,28476
spine,rim,476,2155,1,27875,28974,28694
spine,rim,476,2156,1,27875,29248,28879
spine,rim,476,2157,1,28152,29223,28947
spine,rim,476,2158,1,28983,29285,29347
spine,rim,476,2159,1,29537,29600,30096
spine,rim,476,2160,1,29814,29338,30006
spine,rim,476,2161,1,29814,29561,29968
spine,rim,476,2162,1,30091,29938,29941
spine,rim,476,2163,1,30091,30073,29906
spine,rim,476,2164,1,30368,30099,29927
spine,rim,476,2165,1,30091,30359,30065
spine,rim,476,2166,1,29537,29959,29504
spine,rim,476,2167,1,29814,30029,29692
spine,rim,476,2168,1,29814,29716,29783
spine,rim,476,2169,1,29814,29379,29870
spine,rim,476,2170,1,29537,29123,29917
spine,rim,476,2171,1,29537,28875,29786
spine,rim,476,2172,1,28983,28875,29489
spine,rim,476,2173,1,28429,29290,29106
spine,rim,476,2174,1,27875,28606,27652
spine,rim,476,2175,1,27598,28456,27435
spine,rim,476,2176,1,27321,27957,27376
spine,rim,476,2177,1,26767,27021,26574
spine,rim,476,2178,1,25936,26159,25534
spine,rim,476,2179,1,25659,26048,25730
spine,rim,476,2180,1,25659,25626,26157
spine,rim,476,2181,1,26213,25228,26376
spine,rim,476,2182,1,26767,24851,26154
spine,rim,476,2183,1,26767,24619,25992
spine,rim,476,2184,1,26490,24620,26000
spine,rim,476,2185,1,26490,24616,25824
spine,rim,476,2186,1,27044,24467,25607
spine,rim,476,2187,1,27321,24539,25862
spine,rim,476,2188,1,27044,24951,26370
spine,rim,476,2189,1,26767,25418,26584
spine,rim,476,2190,1,26767,25756,26487
spine,rim,476,2191,1,26767,26011,26465
spine,rim,476,2192,1,27044,26152,26693
spine,rim,476,2193,1,27321,26212,27128
spine,rim,476,2194,1,27321,26359,27691
spine,rim,476,2195,1,28152,26520,28159
spine,rim,476,2196,1,28429,26245,28105
spine,rim,476,2197,1,28983,26913,29027
spine,rim,476,2198,1,29260,26737,29169
spine,rim,476,2199,1,29537,26850,29375
spine,rim,476,2200,1,28706,27007,28989
spine,rim,476,2201,1,27321,26923,27775
spine,rim,476,2202,1,26213,26948,26652
spine,rim,476,2203,1,25936,27333,26289
spine,rim,476,2204,1,26213,27287,25918
spine,rim,476,2205,1,26213,27329,26069
spine,rim,476,2206,1,26767,26981,26298
spine,rim,476,2207,1,27321,27297,27375
spine,rim,476,2208,1,27321,27049,27436
spine,rim,476,2209,1,26213,26411,26397
spine,rim,476,2210,1,25105,25347,24735
spine,rim,476,2211,1,24274,25531,24585
spine,rim,476,2212,1,23443,24354,23102
spine,rim,476,2213,1,23166,24574,22915
spine,rim,476,2214,1,23443,24601,22954
spine,rim,476,2215,1,24551,25750,24747
spine,rim,476,2216,1,25105,25457,25086
spine,rim,476,2217,1,25105,25468,25245
spine,rim,476,2218,1,25105,25473,25222
spine,rim,476,2219,1,24828,25227,25088
spine,rim,476,2220,1,24551,24971,24880
spine,rim,476,2221,1,24551,25046,24655
spine,rim,476,2222,1,24551,25397,24511
spine,rim,476,2223,1,24828,25623,24590
spine,rim,476,2224,1,25382,25924,25370
spine,rim,476,2225,1,25936,26295,26309
spine,rim,476,2226,1,26213,26173,26181
spine,rim,476,2227,1,26490,26336,26007
spine,rim,476,2228,1,26767,26373,26026
spine,rim,476,2229,1,26767,26328,26211
spine,rim,476,2230,1,26767,26563,26461
spine,rim,476,2231,1,27044,27194,26957
spine,rim,476,2232,1,27321,27268,27087
spine,rim,476,2233,1,28152,28277,28253
spine,rim,476,2234,1,28706,28775,28619
spine,rim,476,2235,1,28983,29351,28677
spine,rim,476,2236,1,29260,29745,28498
spine,rim,476,2237,1,28983,29709,28161
spine,rim,476,2238,1,28706,29487,27861
spine,rim,476,2239,1,28429,29176,27546
spine,rim,476,2240,1,28152,28779,27254
spine,rim,476,2241,1,28429,28473,26859
spine,rim,476,2242,1,27875,27550,26433
spine,rim,476,2243,1,27598,27093,26467
spine,rim,476,2244,1,27321,26509,26681
spine,rim,476,2245,1,27044,25726,26599
spine,rim,476,2246,1,26490,25529,26210
spine,rim,476,2247,1,25105,25004,24216
spine,rim,476,2248,1,22612,24229,21847
spine,rim,476,2249,1,21504,23376,20837
spine,rim,476,2250,1,21504,22300,20693
spine,rim,476,2251,1,20950,22137,20846
spine,rim,476,2252,1,19288,21019,19005
spine,rim,476,2253,1,18457,20644,18152
spine,rim,476,2254,1,19011,20616,18674
spine,rim,476,2255,1,19288,19733,18687
spine,rim,476,2256,1,19288,19449,18820
spine,rim,476,2257,1,19565,19545,19131
spine,rim,476,2258,1,19842,19247,19476
spine,rim,476,2259,1,20673,20108,21100
spine,rim,476,2260,1,21227,20066,21029
spine,rim,476,2261,1,21227,20741,20798
spine,rim,476,2262,1,21227,21487,20773
spine,rim,476,2263,1,21781,21639,21074
spine,rim,476,2264,1,22612,22829,22917
spine,rim,476,2265,1,23166,22852,23235
spine,rim,476,2266,1,23720,23681,23827
spine,rim,476,2267,1,23720,24030,23835
spine,rim,476,2268,1,23997,24197,23839
spine,rim,476,2269,1,23997,24215,23771
spine,rim,476,2270,1,23443,24258,23623
spine,rim,476,2271,1,22889,23831,22945
spine,rim,476,2272,1,22335,23098,22116
spine,rim,476,2273,1,22058,23027,21983
spine,rim,476,2274,1,21504,23048,21549
spine,rim,476,2275,1,20673,22025,19936
spine,rim,476,2276,1,20119,21432,19598
spine,rim,476,2277,1,20119,20430,19881
spine,rim,476,2278,1,20119,19345,19966
spine,rim,476,2279,1,19565,18824,19610
spine,rim,476,2280,1,19011,18217,18646
spine,rim,476,2281,1,18457,17027,17413
spine,rim,476,2282,1,18180,16860,17383
spine,rim,476,2283,1,18180,16958,17284
spine,rim,476,2284,1,18457,17694,17281
spine,rim,476,2285,1,19011,19145,17958
spine,rim,476,2286,1,20396,20040,19391
spine,rim,476,2287,1,22058,20786,21110
spine,rim,476,2288,1,23166,21627,22361
spine,rim,476,2289,1,23166,22325,22277
spine,rim,476,2290,1,22612,23207,21612
spine,rim,476,2291,1,22058,23854,21246
spine,rim,476,2292,1,21781,24127,21753
spine,rim,476,2293,1,22335,23664,22346
spine,rim,476,2294,1,23443,23483,23512
spine,rim,476,2295,1,25659,23988,25410
spine,rim,476,2296,1,26767,24078,26461
spine,rim,476,2297,1,27875,24430,26971
spine,rim,476,2298,1,27875,25116,27143
spine,rim,476,2299,1,27321,26022,27258
spine,rim,476,2300,1,26767,26760,27268
spine,rim,476,2301,1,26213,26995,27063
spine,rim,476,2302,1,26490,26889,26867
spine,rim,476,2303,1,26767,26581,26636
spine,rim,476,2304,1,26767,26377,26434
spine,rim,476,2305,1,27044,26340,26382
spine,rim,476,2306,1,27044,26307,26579
spine,rim,476,2307,1,26767,26219,26878
spine,rim,476,2308,1,26767,26190,26967
spine,rim,476,2309,1,26490,26416,26880
spine,rim,476,2310,1,26213,26786,26656
spine,rim,476,2311,1,25382,25814,25033
spine,rim,476,2312,1,25105,26125,25000
spine,rim,476,2313,1,25382,26309,25418
spine,rim,476,2314,1,25936,26049,25772
