# barony_id,x,y,note
# PROTOTYPE, NOT WIRED IN. Candidate barony seeds derived from the CK2
# positions.txt slots; same format as overrides/barony_seeds.csv, so a
# reviewer can copy rows across.  x,y are canvas pixels of the generated
# map_data/provinces.png, top-left origin.
# Generated by scripts/barony_seeds_from_ck2_positions.py.
# Only the slot-0 (capital/city) and slot-4 (port) rows carry a meaning
# CK2 itself gives the slot; the rest are geometry, not semantics.
# See docs/map_fidelity.md.
b_airspur,4351,2198,c_airspur city_holding <- slot0 capital/city
b_akanawater,4322,2171,c_airspur church_holding <- slot6 (farthest free in-county slot)
b_the_crimson_wall,4335,2221,c_airspur castle_holding <- slot5 (farthest free in-county slot)
b_ajayib,5254,6265,c_ajayib castle_holding <- slot0 capital/city
b_buni,5240,6234,c_ajayib church_holding <- slot2 (farthest free in-county slot)
b_khamah,5256,6249,c_ajayib church_holding <- slot1 (farthest free in-county slot)
b_orodan,6012,3177,c_ajmer_forest tribal_holding <- slot0 capital/city
b_akaam,2651,3558,c_akaam castle_holding <- slot0 capital/city
b_trawich,2635,3582,c_akaam city_holding <- slot5 (farthest free in-county slot)
b_akanax,4421,2395,c_akanax castle_holding <- slot0 capital/city
b_tulach,4431,2409,c_akanax city_holding <- slot4 port
b_akararbasa,5439,2921,c_akararbasa tribal_holding <- slot0 capital/city
b_akashay,6561,2399,c_akashay tribal_holding <- slot0 capital/city
b_akshu,8021,3851,c_akshu castle_holding <- slot0 capital/city
b_mudanxing,8056,3836,c_akshu city_holding <- slot4 port
b_qingmay,8017,3818,c_akshu church_holding <- slot6 (farthest free in-county slot)
b_al_suweb,5397,5919,c_al_abib tribal_holding <- slot0 capital/city
b_al_anwahr,6026,5225,c_al_anwahr tribal_holding <- slot0 capital/city
b_al_asirr,6727,6312,c_al_asirr castle_holding <- slot0 capital/city
b_bashera,6751,6296,c_al_asirr city_holding <- slot1 (farthest free in-county slot)
b_taxal,6731,6284,c_al_asirr church_holding <- slot3 (farthest free in-county slot)
b_al_azra,5455,4699,c_al_azra castle_holding <- slot0 capital/city
b_khanala,5439,4723,c_al_azra city_holding <- slot5 (farthest free in-county slot)
b_el_khrouled,5400,5299,c_al_faddi tribal_holding <- slot0 capital/city
b_faihakus,5789,6321,c_al_faraq_islands tribal_holding <- slot0 capital/city
b_al_hanieh,6575,5835,c_al_hanieh castle_holding <- slot0 capital/city
b_al_harir,5547,4711,c_al_harir castle_holding <- slot0 capital/city
b_al_harmah,6116,6218,c_al_harmah tribal_holding <- slot0 capital/city
b_tetari,6135,6230,c_al_harmah city_holding <- slot1 (farthest free in-county slot)
b_al_haul,5764,4891,c_al_haul tribal_holding <- slot0 capital/city
b_rana,5924,4891,c_al_kidr tribal_holding <- slot0 capital/city
b_al_kurtum,6827,5972,c_al_kurtum castle_holding <- slot0 capital/city
b_al_mahabanah,5312,6157,c_al_mahabanah tribal_holding <- slot0 capital/city
b_sadul,5889,5649,c_al_malih castle_holding <- slot0 capital/city
b_arehla,5858,5653,c_al_malih city_holding <- slot4 port
b_biduraq,6090,6083,c_al_munamma castle_holding <- slot0 capital/city
b_umm_salal_barata,6110,6095,c_al_munamma church_holding <- slot1 (farthest free in-county slot)
b_al_nuziyyah,5682,5698,c_al_nuziyyah castle_holding <- slot0 capital/city
b_suwut,5678,5682,c_al_nuziyyah city_holding <- slot2 (farthest free in-county slot)
b_al_qahera,5707,2985,c_al_qahera castle_holding <- slot0 capital/city
b_abaghajin,5678,2958,c_al_qahera church_holding <- slot6 (farthest free in-county slot)
b_atao,5678,2968,c_al_qahera city_holding <- slot4 port
b_wadurah,5875,5759,c_al_sarif tribal_holding <- slot0 capital/city
b_bidbooth,5371,6415,c_al_tarik_islands tribal_holding <- slot0 capital/city
b_budiya,5510,5409,c_al_wahl castle_holding <- slot0 capital/city
b_halura,5510,5391,c_al_wahl city_holding <- slot4 port
b_qudana,5676,6609,c_al_zabdiyat castle_holding <- slot0 capital/city
b_alaghon_city,4048,2083,c_alaghon city_holding <- slot4 port
b_demstar,4023,2094,c_alaghon castle_holding <- slot0 (farthest free in-county slot)
b_karakast,4042,2106,c_alaghon church_holding <- slot1 (farthest free in-county slot)
b_alamaqu,7503,998,c_alamaqu city_holding <- slot0 capital/city
b_alamir_rock,3153,2919,c_alamirs_end castle_holding <- slot0 capital/city
b_cliffcrest,3139,2892,c_alamirs_end city_holding <- slot2 (farthest free in-county slot)
b_wensin,3137,2942,c_alamirs_end church_holding <- slot5 (farthest free in-county slot)
b_alamontyr,3847,2868,c_alamontyr castle_holding <- slot0 capital/city
b_felshroum,3839,2870,c_alamontyr church_holding <- slot1 (farthest free in-county slot)
b_morningstar_hollows,3974,2043,c_alaoreum tribal_holding <- slot0 capital/city
b_alashan,6825,2376,c_alashan castle_holding <- slot0 capital/city
b_dokpak,6796,2348,c_alashan church_holding <- slot6 (farthest free in-county slot)
b_keldam,6835,2366,c_alashan city_holding <- slot4 port
b_wangdun,6809,2399,c_alashan castle_holding <- slot5 (farthest free in-county slot)
b_aldani,1967,3396,c_aldani_basin tribal_holding <- slot0 capital/city
b_aldoman,7566,660,c_aldoman tribal_holding <- slot0 capital/city
b_aldreth,906,2767,c_aldreth city_holding <- slot0 capital/city
b_alisiwhann,3065,2645,c_alisiwhann castle_holding <- slot0 capital/city
b_adarthir,3061,2618,c_alisiwhann city_holding <- slot4 port
b_ragkyls_hold,3032,2626,c_alisiwhann city_holding <- slot3 (farthest free in-county slot)
b_marmadani,4707,5614,c_almawt tribal_holding <- slot0 capital/city
b_almorel,5676,1760,c_almorel city_holding <- slot0 capital/city
b_antoumek,5713,1746,c_almorel castle_holding <- slot4 (farthest free in-county slot)
b_almraiven,3100,2858,c_almraiven castle_holding <- slot0 capital/city
b_st_ihrvyn,3085,2882,c_almraiven church_holding <- slot5 (farthest free in-county slot)
b_barakmordin,3008,2522,c_alonmarch city_holding <- slot0 capital/city
b_st_teresa,2979,2495,c_alonmarch church_holding <- slot6 (farthest free in-county slot)
b_thrynnars_hold,2993,2546,c_alonmarch castle_holding <- slot5 (farthest free in-county slot)
b_alorev,390,2554,c_alorev tribal_holding <- slot0 capital/city
b_alphar,4087,1809,c_alphar_and_kelthan castle_holding <- slot0 capital/city
b_nishtul,3694,3935,c_aluar castle_holding <- slot0 capital/city
b_aluarim,3679,3959,c_aluar city_holding <- slot5 (farthest free in-county slot)
b_prensak,3802,1686,c_aluivyn city_holding <- slot0 capital/city
b_chimish,3772,1658,c_aluivyn church_holding <- slot6 (farthest free in-county slot)
b_obbles,3794,1672,c_aluivyn city_holding <- slot2 (farthest free in-county slot)
b_aman,5379,5610,c_aman tribal_holding <- slot0 capital/city
b_amarrev,595,2292,c_amarrev castle_holding <- slot0 capital/city
b_amassa,6378,2362,c_amassa tribal_holding <- slot0 capital/city
b_amazandar,3440,1430,c_amazandar tribal_holding <- slot0 capital/city
b_hlithal,3456,1416,c_amazandar city_holding <- slot4 port
b_ramanth,3429,1416,c_amazandar church_holding <- slot2 (farthest free in-county slot)
b_kufa,3599,6095,c_amekufa castle_holding <- slot0 capital/city
b_amekufa,3618,6107,c_amekufa city_holding <- slot1 (farthest free in-county slot)
b_amkethran,2748,2647,c_amkethran castle_holding <- slot0 capital/city
b_assar,2778,2643,c_amkethran city_holding <- slot4 port
b_kemal,2719,2651,c_amkethran church_holding <- slot5 (farthest free in-county slot)
b_ammathluir,4841,3781,c_ammathluir city_holding <- slot0 capital/city
b_wharjila,4800,3759,c_ammathluir church_holding <- slot6 (farthest free in-county slot)
b_ammathtar,4685,3789,c_ammathtar castle_holding <- slot0 capital/city
b_alarzou,4656,3761,c_ammathtar church_holding <- slot6 (farthest free in-county slot)
b_dunfeld,4650,3800,c_ammathtar city_holding <- slot4 port
b_amnwater,2795,2053,c_amnwater city_holding <- slot0 capital/city
b_ironseth,2825,2059,c_amnwater church_holding <- slot1 (farthest free in-county slot)
b_wheelarit,2815,2038,c_amnwater castle_holding <- slot4 (farthest free in-county slot)
b_yhliivast,2805,2047,c_amnwater castle_holding <- slot2 (farthest free in-county slot)
b_bargewright_inn,2373,990,c_amphail castle_holding <- slot0 capital/city
b_amphail,2391,974,c_amphail city_holding <- slot4 port
b_rundreth,2381,984,c_amphail church_holding <- slot2 (farthest free in-county slot)
b_amral,497,2716,c_amral castle_holding <- slot0 capital/city
b_amruthar,4922,1981,c_amruthar castle_holding <- slot0 capital/city
b_nethwatch,4906,1944,c_amruthar city_holding <- slot4 port
b_amry,3823,1971,c_amry castle_holding <- slot0 capital/city
b_strestead,3829,1979,c_amry city_holding <- slot1 (farthest free in-county slot)
b_trollford,2993,2118,c_amstelar castle_holding <- slot0 capital/city
b_turova,3032,2098,c_amstelar city_holding <- slot4 port
b_warging,4593,3556,c_amtar_eave tribal_holding <- slot0 capital/city
b_anarath,3167,593,c_anarath tribal_holding <- slot0 capital/city
b_anauril,3460,1379,c_anauril tribal_holding <- slot0 capital/city
b_avian_keep,329,648,c_ancients_hollow tribal_holding <- slot0 capital/city
b_angast,5066,2769,c_angast castle_holding <- slot0 capital/city
b_nimez,5037,2741,c_angast church_holding <- slot6 (farthest free in-county slot)
b_sishapesh,5062,2735,c_angast city_holding <- slot4 port
b_angol,4841,2792,c_angol castle_holding <- slot0 capital/city
b_arojas,4847,2755,c_angol city_holding <- slot4 port
b_anhaurz,4822,2018,c_anhaurz castle_holding <- slot0 capital/city
b_mithana,4832,2008,c_anhaurz city_holding <- slot4 port
b_ankatatra,6174,5825,c_ankatatra tribal_holding <- slot0 capital/city
b_ankhapur,3610,2729,c_ankhapur castle_holding <- slot0 capital/city
b_calers_hand,3581,2702,c_ankhapur church_holding <- slot6 (farthest free in-county slot)
b_st_sossor,3595,2753,c_ankhapur castle_holding <- slot5 (farthest free in-county slot)
b_yult,3630,2741,c_ankhapur city_holding <- slot1 (farthest free in-county slot)
b_ankhur,5015,2049,c_ankhur castle_holding <- slot0 capital/city
b_dranikmor,5025,2040,c_ankhur city_holding <- slot4 port
b_yadara,5035,2061,c_ankhur church_holding <- slot1 (farthest free in-county slot)
b_telgath,3733,2702,c_ankhwood tribal_holding <- slot0 capital/city
b_tall_fallunawa,5615,6400,c_anklis_and_qusur tribal_holding <- slot0 capital/city
b_anktarina,6725,4834,c_anktarina tribal_holding <- slot0 capital/city
b_ansi,7175,1442,c_ansi city_holding <- slot0 capital/city
b_ar_rasumah,5557,5821,c_ar_rasumah castle_holding <- slot0 capital/city
b_araash,542,2602,c_araash castle_holding <- slot0 capital/city
b_arabasi,2469,3568,c_arabalar castle_holding <- slot0 capital/city
b_ngube,2440,3540,c_arabalar city_holding <- slot6 (farthest free in-county slot)
b_the_citadel,3401,1643,c_arabel castle_holding <- slot0 capital/city
b_arabel,3415,1658,c_arabel city_holding <- slot4 port
b_the_ladys_hall,3399,1625,c_arabel church_holding <- slot2 (farthest free in-county slot)
b_yeoman_bridge,3395,1660,c_arabel castle_holding <- slot5 (farthest free in-county slot)
b_aradiman,479,2761,c_aradiman tribal_holding <- slot0 capital/city
b_arael,440,2890,c_arael_hills castle_holding <- slot0 capital/city
b_araksa,694,1375,c_araksa castle_holding <- slot0 capital/city
b_araneh,5275,6198,c_araneh castle_holding <- slot0 capital/city
b_sabakan,5246,6167,c_araneh church_holding <- slot2 (farthest free in-county slot)
b_arangyn,874,2522,c_arangyn castle_holding <- slot0 capital/city
b_djerad_azaurand,900,2516,c_arangyn city_holding <- slot5 (farthest free in-county slot)
b_arashand,481,2987,c_arashand tribal_holding <- slot0 capital/city
b_araugul,3323,1487,c_araugul tribal_holding <- slot0 capital/city
b_ostrav,4224,1299,c_arcata castle_holding <- slot0 capital/city
b_valls,4234,1289,c_arcata city_holding <- slot4 port
b_arch_wood,3753,1623,c_arch_wood tribal_holding <- slot0 capital/city
b_archenbridge,3718,1645,c_archenbridge castle_holding <- slot0 capital/city
b_nairning,3759,1649,c_archenbridge church_holding <- slot4 (farthest free in-county slot)
b_ramblecoats,3737,1657,c_archenbridge city_holding <- slot1 (farthest free in-county slot)
b_archtassel,3778,1592,c_archtassel castle_holding <- slot0 capital/city
b_moontassel,3759,1590,c_archtassel city_holding <- slot4 port
b_greentree_haven,2401,1084,c_ardeep_forest tribal_holding <- slot0 capital/city
b_deepening_moon,2391,1107,c_ardeep_forest church_holding <- slot5 (farthest free in-county slot)
b_glen_of_aloevan,2416,1074,c_ardeep_forest city_holding <- slot4 port
b_floshin_manor,2403,1152,c_ardeepsward castle_holding <- slot0 capital/city
b_the_selpir,2393,1127,c_ardeepsward city_holding <- slot2 (farthest free in-county slot)
b_kavu,3534,6321,c_ardhi_kavu city_holding <- slot0 capital/city
b_luvu,3561,6320,c_ardhi_kavu castle_holding <- slot1 (farthest free in-county slot)
b_aretax,286,2710,c_aretax_bay tribal_holding <- slot0 capital/city
b_argaer,878,2317,c_argaervale tribal_holding <- slot0 capital/city
b_argenmoor,3419,2208,c_argenmoor tribal_holding <- slot0 capital/city
b_argul,950,2565,c_argul castle_holding <- slot0 capital/city
b_arjol,4998,3470,c_arjol tribal_holding <- slot0 capital/city
b_armridge,4898,406,c_armridge church_holding <- slot0 capital/city
b_graevelwood,3012,634,c_arn_forest castle_holding <- slot0 capital/city
b_arnrock,3524,2825,c_arnrock castle_holding <- slot0 capital/city
b_arrabar,3868,2411,c_arrabar castle_holding <- slot0 capital/city
b_arkhelar,3870,2421,c_arrabar church_holding <- slot1 (farthest free in-county slot)
b_fort_arran,3896,2507,c_arran castle_holding <- slot0 capital/city
b_arranford,3866,2479,c_arran church_holding <- slot6 (farthest free in-county slot)
b_elburh,3896,2534,c_arran city_holding <- slot4 port
b_arthyn,3505,2948,c_arthyn city_holding <- slot0 capital/city
b_waernd,3489,2972,c_arthyn castle_holding <- slot5 (farthest free in-county slot)
b_arylon,2645,1635,c_arylon castle_holding <- slot0 capital/city
b_asbravn,3028,1743,c_asbravn city_holding <- slot0 capital/city
b_hellgate_keep,2895,720,c_ascalhorn castle_holding <- slot0 capital/city
b_ascalharla,2893,761,c_ascalhorn city_holding <- slot4 port
b_orinthae,2881,744,c_ascalhorn church_holding <- slot5 (farthest free in-county slot)
b_telkouns_tower,2901,742,c_ascalhorn castle_holding <- slot3 (farthest free in-county slot)
b_ascore_gates,3040,607,c_ascore castle_holding <- slot0 capital/city
b_ashabenford,3733,1442,c_ashabenford city_holding <- slot0 capital/city
b_mistletarn,3759,1436,c_ashabenford castle_holding <- slot1 (farthest free in-county slot)
b_the_golden_sheaf,3716,1449,c_ashabenford church_holding <- slot4 (farthest free in-county slot)
b_kannur,4902,1576,c_ashanvast tribal_holding <- slot0 capital/city
b_ashenwood,5054,1461,c_ashenwood tribal_holding <- slot0 capital/city
b_irahat,4542,2995,c_asher_plain tribal_holding <- slot0 capital/city
b_niltuk,4834,2692,c_ashfields castle_holding <- slot0 capital/city
b_gilamuth,4843,2683,c_ashfields city_holding <- slot4 port
b_aspervi,5097,1041,c_aspervi tribal_holding <- slot0 capital/city
b_assam,3513,2192,c_assam city_holding <- slot0 capital/city
b_khearan,3536,2167,c_assam castle_holding <- slot4 (farthest free in-county slot)
b_assundath,3776,4137,c_assundath castle_holding <- slot0 capital/city
b_kithala,3747,4109,c_assundath city_holding <- slot6 (farthest free in-county slot)
b_atai,7994,4029,c_atai tribal_holding <- slot0 capital/city
b_vil,3483,1256,c_atars_looking_glass tribal_holding <- slot0 capital/city
b_athab,5684,2473,c_athab_cape castle_holding <- slot0 capital/city
b_khalab,5654,2446,c_athab_cape city_holding <- slot6 (farthest free in-county slot)
b_scepter_district,2600,2053,c_athkatla city_holding <- slot0 capital/city
b_goldbridge,2614,2049,c_athkatla city_holding <- slot2 (farthest free in-county slot)
b_waukeens_promenade,2614,2057,c_athkatla church_holding <- slot1 (farthest free in-county slot)
b_atoratgins,6421,1731,c_atoratgins tribal_holding <- slot0 capital/city
b_deryks_tomb,4089,416,c_aurils_end church_holding <- slot0 capital/city
b_urt,3913,674,c_aurora tribal_holding <- slot0 capital/city
b_potong,7706,5100,c_aval tribal_holding <- slot0 capital/city
b_avax,4290,2548,c_avax castle_holding <- slot0 capital/city
b_tevilla,4269,2557,c_avax city_holding <- slot4 port
b_avyn,5639,1264,c_avyn tribal_holding <- slot0 capital/city
b_rethgaard,1750,1047,c_axard castle_holding <- slot0 capital/city
b_zhal,3972,4105,c_azhul_pass tribal_holding <- slot0 capital/city
b_azna_camp,4372,3628,c_aznawood tribal_holding <- slot0 capital/city
b_aztul,2657,3795,c_aztul castle_holding <- slot0 capital/city
b_bona,2633,3787,c_aztul city_holding <- slot2 (farthest free in-county slot)
b_azun,5000,2968,c_azun city_holding <- slot0 capital/city
b_eathbeg,4970,2941,c_azun church_holding <- slot6 (farthest free in-county slot)
b_warrington,5010,2958,c_azun city_holding <- slot4 port
b_zalazuu,3667,4119,c_azuni castle_holding <- slot0 capital/city
b_githim,3704,4111,c_azuni city_holding <- slot4 port
b_bab_al_gaba,6823,6099,c_bab_al_gaba castle_holding <- slot0 capital/city
b_gadin,6800,6073,c_bab_al_gaba city_holding <- slot2 (farthest free in-county slot)
b_babado,3116,6380,c_babado castle_holding <- slot0 capital/city
b_lino,3122,6384,c_babado city_holding <- slot1 (farthest free in-county slot)
b_baelrah,1881,3038,c_baelrah city_holding <- slot0 capital/city
b_anchoril,1865,3062,c_baelrah castle_holding <- slot5 (farthest free in-county slot)
b_bahat,6301,1166,c_bahat castle_holding <- slot0 capital/city
b_bakhuk,6481,1492,c_bakhuk tribal_holding <- slot0 capital/city
b_balaj,4642,3331,c_balaj tribal_holding <- slot0 capital/city
b_high_hall,2576,1676,c_baldurs_gate city_holding <- slot0 capital/city
b_bloomridge,2557,1651,c_baldurs_gate city_holding <- slot2 (farthest free in-county slot)
b_twin_songs,2571,1660,c_baldurs_gate church_holding <- slot3 (farthest free in-county slot)
b_ulgoths_beard,2574,1660,c_baldurs_gate castle_holding <- slot1 (farthest free in-county slot)
b_bamas,3237,3685,c_bamas tribal_holding <- slot0 capital/city
b_banai,7835,1309,c_banai tribal_holding <- slot0 capital/city
b_banda,6919,2012,c_banda tribal_holding <- slot0 capital/city
b_banlm,6079,1666,c_banlm tribal_holding <- slot0 capital/city
b_sago,6032,1647,c_banlm city_holding <- slot4 port
b_banu,5998,2335,c_banu castle_holding <- slot0 capital/city
b_dar_al_kalif,5973,2341,c_banu city_holding <- slot4 port
b_nimrikki,5985,2313,c_banu church_holding <- slot2 (farthest free in-county slot)
b_bara,7407,1434,c_bara tribal_holding <- slot0 capital/city
b_anshola,6268,3441,c_barbarians_road tribal_holding <- slot0 capital/city
b_saharkhan,2698,2475,c_bardshyr castle_holding <- slot0 capital/city
b_alemanders_needle,2688,2497,c_bardshyr city_holding <- slot4 port
b_castle_tethir,2717,2487,c_bardshyr castle_holding <- slot1 (farthest free in-county slot)
b_bariya,6993,1344,c_bariya tribal_holding <- slot0 capital/city
b_peldans_helm,3681,1453,c_barrowfield city_holding <- slot0 capital/city
b_oakengrove,3698,1444,c_barrowfield church_holding <- slot4 (farthest free in-county slot)
b_duindelve,3999,1035,c_barze tribal_holding <- slot0 capital/city
b_bathme,3534,3898,c_bathme castle_holding <- slot0 capital/city
b_thom,3544,3888,c_bathme city_holding <- slot4 port
b_batiri,2018,3480,c_batiriland tribal_holding <- slot0 capital/city
b_keep_of_pale_night,3112,1477,c_battle_of_bones castle_holding <- slot0 capital/city
b_the_mantle,2666,546,c_bauthwaf castle_holding <- slot0 capital/city
b_beacon_cairn,5418,1735,c_beacon_cairn castle_holding <- slot0 capital/city
b_star_beacon,1871,4072,c_beacon_rocks castle_holding <- slot0 capital/city
b_beast_country,3634,1477,c_beast_country tribal_holding <- slot0 capital/city
b_karat,5475,3415,c_beast_lands tribal_holding <- slot0 capital/city
b_ihyrennstar,3800,1348,c_beast_marches tribal_holding <- slot0 capital/city
b_garnets_pure,3831,1363,c_beast_marches church_holding <- slot1 (farthest free in-county slot)
b_north_post,4519,3853,c_beastburn tribal_holding <- slot0 capital/city
b_olodel,3174,2747,c_beasts_coast tribal_holding <- slot0 capital/city
b_beland,5234,2987,c_beland tribal_holding <- slot0 capital/city
b_beldenshyn,2573,1569,c_beldenshyn castle_holding <- slot0 capital/city
b_belhancol,4484,5680,c_belhancol castle_holding <- slot0 capital/city
b_morosi,4529,5702,c_belhancol city_holding <- slot4 port
b_mtwabako,4503,5692,c_belhancol church_holding <- slot1 (farthest free in-county slot)
b_beliard,2463,892,c_beliard city_holding <- slot0 capital/city
b_gladestone,2504,879,c_beliard castle_holding <- slot4 (farthest free in-county slot)
b_belintholme,393,1756,c_belintholme castle_holding <- slot0 capital/city
b_bellakh,864,2569,c_bellakh castle_holding <- slot0 capital/city
b_belprins_hold,974,2692,c_belprins_hold castle_holding <- slot0 capital/city
b_beluir,4926,3843,c_beluir city_holding <- slot0 capital/city
b_chaibrook,4896,3816,c_beluir church_holding <- slot6 (farthest free in-county slot)
b_helmsong,4910,3867,c_beluir city_holding <- slot5 (farthest free in-county slot)
b_nalukkhath,4912,3814,c_beluir castle_holding <- slot2 (farthest free in-county slot)
b_tall_kuthah,7265,6478,c_bender_adewah tribal_holding <- slot0 capital/city
b_el_gamahimiya,7341,6359,c_bender_berdh tribal_holding <- slot0 capital/city
b_beowood,6546,4580,c_beowood tribal_holding <- slot0 capital/city
b_berdusk,2946,1778,c_berdusk castle_holding <- slot0 capital/city
b_evensong_tower,2977,1772,c_berdusk church_holding <- slot1 (farthest free in-county slot)
b_qheldins_mask,2967,1793,c_berdusk city_holding <- slot4 port
b_cragmyr_keep,2600,1873,c_beregost city_holding <- slot0 capital/city
b_beregost,2639,1926,c_beregost city_holding <- slot1 (farthest free in-county slot)
b_song_of_the_morning,2604,1938,c_beregost church_holding <- slot5 (farthest free in-county slot)
b_bezantur,5006,2102,c_bezantur castle_holding <- slot0 capital/city
b_balber,4976,2075,c_bezantur castle_holding <- slot6 (farthest free in-county slot)
b_hexcidon,5035,2100,c_bezantur church_holding <- slot1 (farthest free in-county slot)
b_thrakhos,4990,2126,c_bezantur city_holding <- slot5 (farthest free in-county slot)
b_unnakan,5013,2090,c_bezantur city_holding <- slot2 (farthest free in-county slot)
b_bezentil,4769,1436,c_bezentil city_holding <- slot0 capital/city
b_bhaerlith,3346,1217,c_bhaerlith tribal_holding <- slot0 capital/city
b_bhaluin,5848,2323,c_bhaluin castle_holding <- slot0 capital/city
b_bhaulaea,3583,718,c_bhaulaea castle_holding <- slot0 capital/city
b_bidnop_so,7593,4166,c_bidnop_so castle_holding <- slot0 capital/city
b_hun_chao,7603,4156,c_bidnop_so city_holding <- slot4 port
b_lii,7564,4139,c_bidnop_so church_holding <- slot6 (farthest free in-county slot)
b_bildoobaris,4881,1307,c_bildoobaris tribal_holding <- slot0 capital/city
b_runalundr,4851,1279,c_bildoobaris church_holding <- slot6 (farthest free in-county slot)
b_rambut,7908,4938,c_binatang castle_holding <- slot0 capital/city
b_bisatare,6245,6355,c_bisatare tribal_holding <- slot0 capital/city
b_byoranga,6245,6323,c_bisatare church_holding <- slot2 (farthest free in-county slot)
b_bisoturi,6540,1287,c_bisoturi tribal_holding <- slot0 capital/city
b_charig,7011,2094,c_bitter_well tribal_holding <- slot0 capital/city
b_meadhall,6643,4627,c_bjeoerns_pass tribal_holding <- slot0 capital/city
b_ashenstars,4611,2702,c_black_ash_plain tribal_holding <- slot0 capital/city
b_blackfeather_bridge,3831,1549,c_blackfeather_bridge castle_holding <- slot0 capital/city
b_blackford,2238,539,c_blackford tribal_holding <- slot0 capital/city
b_icemelt,2211,554,c_blackford city_holding <- slot4 port
b_blackhold,706,2262,c_blackhold city_holding <- slot0 capital/city
b_caraemar,675,2251,c_blackhold castle_holding <- slot4 (farthest free in-county slot)
b_kaz,3012,3675,c_blackvale castle_holding <- slot0 capital/city
b_jahaai,5443,5135,c_bladed_coast tribal_holding <- slot0 capital/city
b_bloodhawk_hold,2592,1616,c_bloodhawk_hold castle_holding <- slot0 capital/city
b_faeniel,5146,3341,c_bloodlake tribal_holding <- slot0 capital/city
b_bloodstone,4242,1178,c_bloodstone castle_holding <- slot0 capital/city
b_engsbar,4265,1188,c_bloodstone city_holding <- slot4 port
b_fort_blumantle,6276,3103,c_blumantle_pass tribal_holding <- slot0 capital/city
b_bridgefort,2748,1475,c_boareskyr_bridge castle_holding <- slot0 capital/city
b_boorva,5520,1901,c_boorva tribal_holding <- slot0 capital/city
b_borich,6135,1895,c_borich tribal_holding <- slot0 capital/city
b_moortown,4140,1098,c_bottomless_bog tribal_holding <- slot0 capital/city
b_giants_stone,4159,1109,c_bottomless_bog church_holding <- slot1 (farthest free in-county slot)
b_kond,4120,1105,c_bottomless_bog city_holding <- slot4 port
b_bowshot,2471,1221,c_bowshot castle_holding <- slot0 capital/city
b_gillians_hill,2487,1209,c_bowshot city_holding <- slot4 port
b_roosting_griffon,2442,1193,c_bowshot church_holding <- slot6 (farthest free in-county slot)
b_braleuz,5690,1592,c_braleuz tribal_holding <- slot0 capital/city
b_goliad,4288,1215,c_brandiar castle_holding <- slot0 capital/city
b_omskar,4298,1205,c_brandiar city_holding <- slot4 port
